"active","afraid","alert","angry","anxious","aroused","ashamed","astonished","at.ease","at.rest","attentive","blue","bored","calm","cheerful","clutched.up","confident","content","delighted","depressed","determined","distressed","drowsy","dull","elated","energetic","enthusiastic","excited","fearful","frustrated","full.of.pep","gloomy","grouchy","guilty","happy","hostile","idle","inactive","inspired","intense","interested","irritable","jittery","lively","lonely","nervous","placid","pleased","proud","quiescent","quiet","relaxed","sad","satisfied","scared","serene","sleepy","sluggish","sociable","sorry","still","strong","surprised","tense","tired","tranquil","unhappy","upset","vigorous","wakeful","warmhearted","wide.awake","alone","kindly","scornful","EA","TA","PA","NegAff","Extraversion","Neuroticism","Lie","Sociability","Impulsivity","MSQ_Round","ID","condition","MSQ_Time","TOD","TOD24","scale","exper"
0,0,0,0,NA,0,0,0,0,0,0,1,2,1,NA,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,2,2,1,0,1,0,0,0,1,NA,0,0,0,0,0,0,0,0,0,5,11,1,0,10,11,2,5,5,9,16,2,9.38,9,9,"msq","EMIT"
0,0,0,0,NA,0,0,0,2,3,1,0,1,3,NA,0,1,2,0,0,1,0,1,1,0,0,0,1,2,0,0,0,0,0,1,0,NA,NA,0,0,0,0,0,0,0,0,3,1,1,1,3,3,0,1,0,3,2,3,2,0,2,0,0,0,2,NA,0,0,0,0,1,0,0,1,0,4,3,4,0,21,10,1,11,8,9,32,2,9.38,9,9,"msq","EMIT"
0,0,1,0,NA,0,0,0,3,1,1,0,1,3,NA,0,1,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,NA,NA,0,0,2,0,0,0,0,0,2,0,0,0,1,3,0,2,0,2,1,0,2,0,0,0,0,0,0,NA,0,0,0,2,1,1,0,1,0,10,8,5,0,14,15,1,6,6,9,37,2,9.38,9,9,"msq","EMIT"
0,0,1,0,NA,1,0,0,1,1,1,0,1,3,NA,0,2,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,2,0,NA,NA,1,0,1,0,0,0,0,0,1,1,0,0,2,1,0,1,0,2,0,0,1,0,1,0,0,0,1,NA,0,0,0,1,1,1,0,1,0,11,7,6,0,15,8,1,7,6,9,39,2,9.38,9,9,"msq","EMIT"
1,0,0,0,NA,1,0,0,3,1,1,0,1,3,NA,0,3,3,2,0,3,0,3,0,1,1,2,1,0,0,1,0,0,0,3,0,NA,NA,0,0,3,0,0,1,0,0,2,3,3,0,3,3,0,3,0,0,1,0,2,0,0,0,0,0,3,NA,0,0,0,2,3,0,0,2,0,8,6,14,0,21,8,2,10,9,9,46,2,9.38,9,9,"msq","EMIT"
2,0,1,0,NA,1,0,0,3,2,1,0,2,2,NA,1,2,2,1,0,2,2,1,0,1,1,1,1,0,0,2,0,1,0,2,0,NA,NA,0,1,3,0,1,2,0,0,2,1,1,1,3,3,0,1,0,2,1,0,2,0,0,2,0,0,2,NA,0,0,1,1,2,1,0,2,0,15,9,14,3,12,5,4,10,2,9,53,2,9.38,9,9,"msq","EMIT"
0,1,0,0,NA,0,1,0,0,1,1,1,2,1,NA,0,0,0,0,1,2,2,2,1,0,0,0,0,1,2,0,1,0,1,1,0,NA,NA,0,2,0,1,0,0,1,2,1,0,1,1,2,1,1,2,1,1,3,3,1,1,2,0,0,2,2,NA,1,1,0,0,1,0,1,2,0,2,13,4,10,10,18,0,5,4,9,59,2,9.38,9,9,"msq","EMIT"
2,0,3,0,NA,0,0,0,3,3,0,0,0,3,NA,0,2,3,1,0,1,0,0,0,0,1,2,0,0,0,2,0,0,0,2,0,NA,NA,1,0,2,0,0,2,0,0,0,2,2,NA,1,3,0,3,0,2,0,0,2,0,2,2,0,0,0,NA,0,0,2,3,3,3,0,2,0,24,6,15,0,7,3,3,5,2,9,61,2,9.38,9,9,"msq","EMIT"
1,0,1,0,NA,2,0,0,2,0,1,0,1,2,NA,0,3,3,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,3,0,NA,NA,1,0,1,0,0,1,0,0,2,1,1,1,1,2,0,1,0,2,2,1,1,0,1,2,0,0,2,NA,0,0,0,1,2,0,0,2,0,8,9,10,0,13,3,4,11,2,9,63,2,9.38,9,9,"msq","EMIT"
0,0,0,0,NA,0,0,0,2,0,0,1,3,1,NA,0,0,0,0,1,0,0,3,2,0,0,0,0,0,1,0,1,1,0,0,0,NA,NA,0,0,0,2,0,0,0,0,2,0,0,1,1,1,0,1,0,1,3,3,0,0,2,0,0,0,2,NA,0,0,0,0,1,0,0,0,0,1,9,0,2,24,9,0,13,9,9,65,2,9.38,9,9,"msq","EMIT"
1,1,1,0,NA,1,0,0,NA,2,1,1,1,2,NA,0,2,2,1,2,1,0,2,NA,1,0,1,2,0,1,1,0,1,0,2,1,NA,NA,1,1,NA,1,2,1,0,0,1,2,1,0,2,2,0,3,2,2,3,1,1,0,2,2,1,1,3,NA,0,1,0,1,2,1,0,1,0,6,10,NA,8,17,8,1,10,6,9,69,2,9.38,9,9,"msq","EMIT"
1,2,2,2,NA,2,1,2,2,1,2,1,3,1,NA,2,2,2,2,1,3,1,2,1,2,2,2,1,1,1,1,2,2,2,2,1,NA,NA,2,1,3,2,1,2,1,3,3,3,1,2,2,2,1,2,1,3,2,1,2,1,1,1,1,1,1,NA,1,1,1,1,2,2,0,NA,1,14,13,18,15,21,9,2,11,8,9,71,2,9.38,9,9,"msq","EMIT"
0,0,0,0,NA,1,0,0,1,0,0,0,1,1,NA,0,1,1,1,0,0,0,2,1,0,0,0,0,0,0,0,1,1,0,0,0,NA,NA,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,1,0,1,2,1,1,0,1,1,0,0,2,NA,0,0,0,0,2,0,0,1,0,4,11,1,1,15,1,2,9,4,10,2,3,9.8,9.5,9.5,"msq","Fern"
1,0,1,0,NA,1,1,1,1,1,1,1,2,2,NA,1,2,1,1,1,1,1,2,2,0,1,1,1,1,1,0,1,0,0,1,0,NA,NA,0,1,1,0,0,1,2,1,1,1,0,2,2,1,1,1,0,1,2,2,1,1,2,1,1,1,2,NA,1,0,1,1,1,1,3,1,0,9,11,8,3,8,15,4,5,1,10,6,3,9.8,9.5,9.5,"msq","Fern"
1,0,1,0,NA,1,0,0,2,2,1,0,1,2,NA,0,2,2,2,0,1,1,0,2,1,2,1,2,0,0,1,1,0,1,1,0,NA,NA,1,1,2,0,0,2,1,0,1,2,0,0,1,2,0,2,1,1,1,1,2,0,1,1,1,0,1,NA,0,0,2,1,2,1,1,2,0,17,9,11,3,20,16,2,11,7,10,9,3,9.8,9.5,9.5,"msq","Fern"
1,0,1,0,NA,1,0,0,3,2,1,0,1,3,NA,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,NA,NA,0,0,2,0,0,1,0,0,3,1,1,1,2,2,0,3,0,3,0,1,1,0,2,1,0,0,1,NA,0,0,0,2,2,1,0,2,0,13,3,7,0,14,14,3,9,5,10,10,3,9.8,9.5,9.5,"msq","Fern"
0,0,0,0,NA,1,0,0,2,0,0,0,3,2,NA,1,2,2,0,0,0,0,3,1,0,0,0,0,0,0,0,0,1,0,2,0,NA,NA,0,0,0,1,0,0,0,1,1,2,0,0,2,1,0,2,0,1,3,3,1,0,1,0,0,0,3,NA,0,0,0,0,0,0,2,1,0,0,10,0,2,16,8,0,9,6,10,16,3,9.8,9.5,9.5,"msq","Fern"
2,1,2,0,NA,2,0,1,1,1,2,1,1,1,NA,1,2,2,2,0,3,1,2,1,1,2,2,2,0,2,2,0,0,0,2,0,NA,NA,2,2,3,0,2,2,1,2,1,2,2,1,1,1,1,2,1,1,1,1,2,0,1,2,1,2,2,NA,0,0,2,2,3,1,1,3,0,17,17,22,7,10,20,0,4,4,10,17,3,9.8,9.5,9.5,"msq","Fern"
0,0,1,0,NA,0,0,0,2,2,1,0,2,2,NA,0,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,0,0,0,0,0,0,0,0,2,0,0,0,2,2,0,2,0,2,2,2,1,0,3,0,0,0,2,NA,0,0,0,1,0,1,0,0,0,5,4,2,0,13,16,2,8,4,10,19,3,9.8,9.5,9.5,"msq","Fern"
0,0,1,0,NA,0,0,0,1,1,1,0,1,1,NA,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,NA,NA,0,1,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,1,0,1,0,0,0,2,NA,0,1,0,0,2,0,1,0,0,6,11,3,1,13,18,2,9,4,10,20,3,9.8,9.5,9.5,"msq","Fern"
1,0,0,0,NA,0,0,0,1,1,1,0,1,2,NA,0,1,2,1,1,1,0,2,1,0,0,1,0,0,0,0,0,0,1,1,1,NA,NA,0,1,2,1,1,0,1,0,1,1,1,0,2,2,1,2,0,1,2,2,1,2,1,1,0,0,3,NA,1,0,0,0,2,0,2,1,0,3,10,8,4,18,16,1,9,7,10,21,3,9.8,9.5,9.5,"msq","Fern"
1,0,1,0,NA,0,0,0,2,2,1,0,2,2,NA,0,0,1,0,1,1,1,2,3,0,1,0,0,0,2,1,2,2,0,0,0,NA,NA,0,1,1,2,1,1,1,1,2,0,1,1,3,2,0,0,0,2,1,3,0,0,3,1,0,1,2,NA,1,0,1,1,0,1,1,0,0,11,6,7,5,12,13,2,8,3,10,22,3,9.8,9.5,9.5,"msq","Fern"
1,0,1,0,NA,0,0,1,2,0,2,0,1,3,NA,0,2,2,1,0,1,0,3,1,0,0,1,0,0,0,0,0,1,0,2,0,NA,NA,0,0,2,1,0,0,0,0,3,1,1,NA,3,3,0,2,0,3,3,3,2,0,2,2,0,0,3,NA,0,0,0,0,1,0,0,2,0,1,4,11,1,19,10,2,11,5,10,25,3,9.8,9.5,9.5,"msq","Fern"
2,0,1,0,NA,0,0,0,2,1,2,0,0,2,NA,0,2,2,2,0,2,0,1,0,1,0,2,2,0,0,1,0,0,0,2,0,NA,NA,0,0,2,0,0,2,0,0,0,2,2,0,1,3,0,3,0,2,1,0,2,0,0,3,0,0,1,NA,0,0,2,1,3,0,0,3,0,14,11,18,0,19,2,1,11,7,10,26,3,9.8,9.5,9.5,"msq","Fern"
1,0,1,0,NA,0,0,0,2,2,2,0,1,3,NA,0,2,3,1,0,2,0,1,0,0,1,2,1,0,0,0,0,0,0,2,0,NA,NA,2,0,1,0,0,1,0,0,3,2,2,0,1,3,0,2,0,2,1,1,2,0,1,1,0,0,1,NA,0,0,1,1,2,2,0,2,0,13,5,15,0,14,8,3,8,5,10,27,3,9.8,9.5,9.5,"msq","Fern"
1,0,1,0,NA,1,0,0,1,1,1,0,1,2,NA,0,2,1,1,0,1,0,1,0,1,1,1,1,0,0,1,0,1,0,2,0,NA,NA,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,2,0,0,1,NA,0,0,0,1,1,1,0,1,0,12,10,11,1,21,0,1,12,8,10,28,3,9.8,9.5,9.5,"msq","Fern"
1,0,2,0,NA,1,0,0,2,1,1,0,1,2,NA,0,2,2,1,0,1,0,3,1,1,1,1,0,0,0,0,1,0,0,1,0,NA,NA,0,0,1,0,0,1,1,0,2,2,0,2,2,2,0,2,0,2,3,2,3,0,2,2,0,0,3,NA,0,0,0,1,3,1,2,2,0,5,6,9,0,18,12,1,12,5,10,31,3,9.8,9.5,9.5,"msq","Fern"
0,0,0,0,NA,0,0,0,2,0,0,0,2,2,NA,0,1,2,0,0,0,0,3,2,0,0,1,0,0,0,0,0,0,0,1,0,NA,NA,0,0,1,0,1,0,0,1,2,0,0,NA,1,2,0,1,0,3,3,3,0,0,2,0,0,0,3,NA,0,0,0,0,0,0,0,1,0,0,9,2,2,15,11,2,9,3,10,32,3,9.8,9.5,9.5,"msq","Fern"
2,0,2,0,NA,0,0,0,2,1,1,0,1,2,NA,0,2,2,0,0,0,0,1,1,0,1,0,0,0,0,2,0,0,0,2,0,NA,NA,1,0,1,0,0,1,0,0,2,0,2,2,1,3,0,2,0,2,1,1,0,0,2,0,0,0,1,NA,0,0,0,2,1,1,0,1,0,15,7,9,0,18,6,1,9,6,10,33,3,9.8,9.5,9.5,"msq","Fern"
1,0,2,0,NA,1,0,0,2,1,3,0,1,0,NA,0,2,2,1,0,1,0,0,0,0,1,1,2,0,0,0,0,0,0,3,0,NA,NA,0,3,3,0,1,1,0,2,2,0,2,0,1,1,0,2,0,2,1,1,1,0,1,1,0,2,1,NA,0,0,1,2,2,2,0,1,0,15,16,16,3,9,14,4,4,4,10,34,3,9.8,9.5,9.5,"msq","Fern"
2,0,1,0,NA,0,0,0,0,0,0,0,1,1,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,2,0,1,0,0,0,0,NA,0,0,0,1,0,1,0,0,0,15,12,3,0,19,14,0,8,8,10,1,3,9.8,9.5,9.5,"msq","knob"
2,0,2,0,NA,1,0,1,3,2,2,0,1,3,NA,0,2,2,2,0,1,0,1,0,2,2,2,1,0,0,2,0,0,0,2,0,NA,NA,0,0,1,0,0,2,0,0,1,2,2,1,0,2,0,2,0,2,0,1,2,0,2,2,0,0,0,NA,0,0,2,2,2,2,0,2,0,22,7,15,0,15,3,3,10,3,10,2,3,9.8,9.5,9.5,"msq","knob"
2,0,1,0,NA,0,0,0,2,2,1,0,0,3,NA,0,2,2,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,2,0,NA,NA,0,0,1,0,0,1,0,0,1,1,0,0,2,3,0,2,0,3,1,1,2,0,2,1,0,0,2,NA,0,0,1,1,1,1,0,1,0,12,5,7,0,12,8,1,6,4,10,3,3,9.8,9.5,9.5,"msq","knob"
0,0,0,0,NA,0,0,0,1,0,1,0,2,2,NA,1,2,1,0,0,0,0,3,2,0,0,1,0,0,0,0,0,1,0,1,0,NA,NA,0,0,1,1,0,0,1,0,2,1,2,1,2,2,0,2,0,1,2,3,1,0,2,2,0,1,3,NA,0,0,0,0,2,0,1,1,0,1,9,7,1,17,14,1,10,5,10,5,3,9.8,9.5,9.5,"msq","knob"
0,0,0,0,NA,0,0,0,0,0,0,0,2,1,NA,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,1,0,0,0,NA,NA,0,0,1,1,0,0,0,0,3,0,0,1,2,1,0,0,0,0,2,3,0,0,3,0,0,0,3,NA,0,0,0,0,0,0,0,0,0,3,6,1,1,6,8,2,2,3,10,6,3,9.8,9.5,9.5,"msq","knob"
3,0,2,0,NA,2,0,0,2,1,2,0,0,1,NA,0,2,2,2,0,2,0,0,0,2,3,2,2,0,0,3,0,0,0,2,0,NA,NA,3,2,3,0,0,2,0,0,2,2,2,1,1,2,0,2,0,1,0,0,2,0,1,3,0,0,0,NA,0,0,2,2,2,2,0,2,0,26,11,24,0,10,18,2,5,5,10,7,3,9.8,9.5,9.5,"msq","knob"
1,0,2,0,NA,1,0,0,3,2,2,0,1,2,NA,0,2,3,0,0,2,0,1,1,NA,2,1,1,0,1,0,0,0,1,3,0,NA,NA,2,0,2,1,0,0,1,0,1,3,2,2,2,3,0,3,0,1,1,1,1,0,2,2,0,0,1,NA,0,0,1,NA,3,2,1,2,0,NA,6,17,2,13,13,2,8,4,10,8,3,9.8,9.5,9.5,"msq","knob"
0,0,1,0,NA,1,0,0,2,1,1,0,2,2,NA,0,2,1,0,0,0,0,3,1,0,0,1,0,0,0,1,0,1,0,1,0,NA,NA,0,0,1,1,0,0,0,0,2,0,0,0,2,2,0,2,0,1,3,3,0,0,2,1,0,0,3,NA,0,0,0,0,2,1,1,2,0,2,6,5,1,22,8,1,11,8,10,10,3,9.8,9.5,9.5,"msq","knob"
3,0,2,0,NA,2,1,1,3,3,2,0,1,3,NA,0,3,0,1,1,3,0,0,1,1,3,2,3,0,1,3,0,0,0,3,0,NA,NA,2,0,3,0,1,3,0,1,1,2,1,0,2,3,1,2,0,0,0,0,3,0,2,3,1,0,0,NA,0,1,0,3,2,3,0,3,0,27,5,24,4,15,5,6,8,6,10,12,3,9.8,9.5,9.5,"msq","knob"
3,0,2,0,NA,2,0,1,2,2,2,0,1,1,NA,0,3,3,2,0,3,0,0,0,3,3,2,3,0,0,3,0,0,0,3,0,NA,NA,3,1,2,0,1,2,0,0,1,3,3,1,0,3,0,3,0,0,1,0,3,0,1,3,1,1,0,NA,0,0,2,0,2,2,0,2,0,23,13,26,1,18,3,2,13,5,10,13,3,9.8,9.5,9.5,"msq","knob"
2,0,3,0,NA,3,0,0,3,3,3,0,0,3,NA,0,3,3,3,0,3,0,1,0,3,3,3,3,0,0,3,0,0,0,3,0,NA,NA,2,3,3,0,0,3,0,0,3,3,3,3,3,3,0,3,0,3,1,0,3,0,3,3,0,0,1,NA,0,0,3,0,3,2,0,3,0,22,3,28,0,17,9,1,9,6,10,16,3,9.8,9.5,9.5,"msq","knob"
2,0,2,0,NA,2,0,0,3,2,3,0,0,3,NA,0,2,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,NA,NA,0,0,1,0,0,1,0,0,0,0,0,0,1,3,0,2,0,1,0,0,2,0,2,2,0,0,0,NA,0,0,3,3,0,3,0,0,0,23,7,11,0,12,11,0,7,3,10,17,3,9.8,9.5,9.5,"msq","knob"
2,0,2,0,NA,2,0,0,2,2,2,0,1,2,NA,0,2,2,2,0,2,0,0,0,2,2,2,2,0,0,2,0,0,0,2,0,NA,NA,2,0,1,0,0,2,0,0,2,2,2,0,0,2,0,2,0,0,0,0,2,0,0,0,0,0,0,NA,0,0,2,2,2,2,0,0,0,23,9,17,0,19,16,2,11,7,10,19,3,9.8,9.5,9.5,"msq","knob"
2,0,2,0,NA,0,0,0,2,1,2,1,3,2,NA,0,3,2,0,1,2,0,1,1,0,1,0,0,0,1,1,1,2,0,2,0,NA,NA,1,2,0,1,0,1,3,0,2,1,2,2,3,3,1,2,0,1,1,2,1,1,2,2,0,1,1,NA,1,0,0,2,1,1,3,1,1,14,8,13,1,17,6,2,7,8,10,20,3,9.8,9.5,9.5,"msq","knob"
0,0,0,0,NA,0,0,0,2,1,1,0,0,1,NA,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,1,0,0,1,1,2,0,1,0,1,1,1,1,0,0,0,0,0,1,NA,0,0,0,1,1,1,0,1,0,8,11,1,0,17,9,4,11,5,10,21,3,9.8,9.5,9.5,"msq","knob"
2,0,2,0,NA,2,0,0,2,2,1,0,1,2,NA,0,2,2,0,0,1,0,1,0,1,2,2,1,0,0,2,0,0,0,2,0,NA,NA,1,2,2,0,1,2,0,0,2,2,1,1,0,2,0,2,0,2,1,1,1,0,0,2,0,0,1,NA,0,0,1,2,2,1,0,3,0,18,12,15,1,14,10,2,8,4,10,22,3,9.8,9.5,9.5,"msq","knob"
0,0,1,0,NA,0,0,0,1,1,1,0,3,1,NA,0,2,1,1,0,1,0,0,2,3,0,0,0,0,0,0,NA,0,0,1,0,NA,NA,0,0,0,0,0,1,1,0,2,1,2,1,1,2,0,2,0,1,3,3,0,0,NA,0,0,0,3,NA,0,0,0,1,2,0,1,1,0,5,NA,5,0,10,2,3,6,3,10,26,3,9.8,9.5,9.5,"msq","knob"
1,0,1,0,NA,0,0,0,2,3,1,1,1,3,NA,0,2,2,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,NA,NA,0,2,1,1,0,0,1,1,1,1,0,2,2,3,1,1,1,3,1,2,2,0,2,2,0,0,1,NA,1,1,0,1,1,0,1,1,1,8,6,7,5,16,12,0,9,5,10,27,3,9.8,9.5,9.5,"msq","knob"
1,0,1,0,NA,0,0,0,2,2,2,0,1,2,NA,0,2,2,1,0,1,0,2,1,0,1,2,1,0,0,1,0,0,0,2,0,NA,NA,0,0,2,0,0,1,0,0,2,1,2,NA,1,2,0,2,0,1,2,1,1,0,2,1,0,0,3,NA,0,0,1,1,2,1,0,1,0,9,6,13,0,17,11,0,10,6,10,28,3,9.8,9.5,9.5,"msq","knob"
0,0,3,0,NA,2,0,0,3,3,2,1,1,3,NA,0,2,3,2,0,1,0,0,2,1,1,2,0,0,0,1,0,2,0,3,1,NA,NA,0,0,3,1,0,2,0,0,0,1,0,1,3,3,1,3,0,2,0,1,1,0,3,1,0,0,1,NA,2,1,1,3,2,3,3,2,0,19,3,12,3,14,14,0,5,7,10,29,3,9.8,9.5,9.5,"msq","knob"
0,0,0,0,NA,0,0,0,1,0,1,0,1,2,NA,0,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,NA,NA,0,0,1,1,0,0,0,0,1,0,1,1,2,1,0,1,0,1,2,3,0,0,1,2,0,0,3,NA,0,0,0,0,0,0,0,0,0,3,9,5,1,14,15,0,10,2,10,30,3,9.8,9.5,9.5,"msq","knob"
0,0,0,0,NA,0,0,0,1,0,1,0,0,0,NA,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,1,2,0,0,0,0,1,0,0,1,0,NA,0,0,0,1,0,1,0,0,0,11,15,2,3,12,15,2,5,5,10,31,3,9.8,9.5,9.5,"msq","knob"
1,0,1,0,NA,0,0,0,2,2,2,0,1,2,NA,0,2,2,1,0,2,0,1,0,0,1,1,1,0,0,0,0,0,0,2,0,NA,NA,1,0,1,0,0,1,0,0,2,0,2,0,1,2,0,1,0,2,1,2,1,0,2,1,0,0,2,NA,0,0,0,2,1,1,0,1,0,11,6,13,0,9,4,7,5,1,10,32,3,9.8,9.5,9.5,"msq","knob"
1,0,2,0,NA,0,0,0,3,2,1,0,0,3,NA,0,0,1,0,0,0,0,3,1,0,1,1,0,0,0,0,0,0,0,0,0,NA,NA,0,0,1,0,0,0,0,0,2,0,0,1,1,3,0,2,0,1,3,3,0,0,1,1,0,0,3,NA,0,0,0,0,2,2,0,1,0,4,6,7,0,12,11,7,5,6,10,33,3,9.8,9.5,9.5,"msq","knob"
1,0,2,1,NA,0,1,0,2,2,1,1,1,3,NA,0,3,2,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,2,0,NA,NA,0,1,2,0,0,1,1,0,2,1,2,1,2,2,0,2,0,2,0,1,1,1,1,2,0,1,1,NA,0,0,1,1,1,2,0,1,0,16,7,13,2,9,8,0,2,5,10,1,3,9.8,9.5,9.5,"msq","post"
1,0,0,0,NA,0,0,0,2,1,0,0,2,2,NA,0,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,1,0,0,2,0,3,0,1,2,0,0,0,1,1,1,1,0,1,2,0,0,1,NA,0,0,0,1,0,1,1,0,0,11,8,6,0,15,3,0,9,5,10,2,3,9.8,9.5,9.5,"msq","post"
0,1,1,2,NA,0,0,0,1,1,2,2,1,2,NA,1,1,1,0,1,1,1,1,2,0,0,0,0,1,2,0,2,1,2,0,0,NA,NA,0,0,1,2,0,0,0,1,2,0,1,2,3,3,2,1,2,2,1,1,0,1,3,1,0,0,1,NA,1,1,0,1,0,1,0,1,0,8,6,7,10,17,6,2,9,7,10,5,3,9.8,9.5,9.5,"msq","post"
3,0,2,0,NA,2,0,2,3,3,2,0,1,3,NA,0,3,2,1,0,1,0,1,0,0,2,1,1,0,0,3,0,0,0,2,0,NA,NA,0,0,2,0,0,3,1,0,1,0,3,1,1,3,0,2,0,2,1,0,2,0,0,2,0,0,0,NA,0,0,3,3,0,2,2,0,0,26,7,17,0,11,9,5,7,3,10,6,3,9.8,9.5,9.5,"msq","post"
1,0,1,0,NA,1,0,0,3,2,2,0,3,3,NA,0,1,2,1,0,1,0,1,1,1,1,2,1,0,1,1,0,1,0,2,1,NA,NA,1,0,2,1,0,1,1,0,2,1,3,0,2,2,0,1,0,3,1,2,1,0,2,2,0,0,2,NA,0,1,1,2,2,1,1,2,0,13,4,16,3,12,4,4,6,4,10,13,3,9.8,9.5,9.5,"msq","post"
2,0,0,0,NA,0,0,0,0,0,1,0,1,0,NA,1,3,0,0,0,3,0,1,1,0,1,0,0,0,0,2,0,1,0,0,1,NA,NA,0,1,3,1,3,1,0,1,0,0,3,0,0,1,0,2,0,0,1,1,1,0,0,1,0,2,0,NA,0,0,1,0,0,0,0,0,0,14,22,13,6,12,14,2,8,5,10,14,3,9.8,9.5,9.5,"msq","post"
1,0,2,0,NA,2,0,2,2,1,1,0,0,1,NA,1,2,2,0,0,1,0,1,0,1,2,1,1,0,0,0,0,0,0,2,1,NA,NA,1,2,1,1,1,1,1,0,1,1,1,NA,2,1,0,2,1,2,1,2,1,0,0,2,1,1,1,NA,0,0,2,2,1,1,1,2,0,15,15,12,4,19,7,1,11,6,10,15,3,9.8,9.5,9.5,"msq","post"
1,0,1,0,NA,0,0,0,1,1,1,0,1,2,NA,0,2,2,2,0,2,0,1,0,0,1,2,1,0,0,1,0,1,0,1,0,NA,NA,1,1,2,0,0,1,0,0,1,2,1,1,2,2,0,2,0,2,1,1,2,0,2,2,0,0,1,NA,0,0,1,1,2,1,1,2,0,13,8,14,0,19,14,1,12,7,10,17,3,9.8,9.5,9.5,"msq","post"
0,0,0,0,NA,0,0,0,0,3,1,0,1,1,NA,2,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,3,2,0,0,1,0,0,0,2,NA,0,0,0,1,1,0,0,1,0,2,10,1,0,20,13,1,11,7,10,18,3,9.8,9.5,9.5,"msq","post"
0,0,0,0,NA,0,0,0,1,1,0,1,1,1,NA,1,1,1,0,0,1,0,2,2,0,0,1,0,0,1,0,1,1,0,1,0,NA,NA,0,0,1,1,1,0,1,1,1,0,1,0,2,2,0,1,0,1,2,3,1,0,1,1,0,0,3,NA,1,0,0,0,1,0,1,1,1,2,11,5,3,8,16,1,1,5,10,19,3,9.8,9.5,9.5,"msq","post"
0,0,0,0,NA,0,0,0,1,2,1,1,0,2,NA,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,NA,NA,0,0,1,0,0,0,1,0,2,0,0,0,2,2,1,1,0,1,1,1,0,0,3,1,0,0,1,NA,1,0,0,0,0,0,2,0,0,6,4,3,0,9,22,1,2,6,10,20,3,9.8,9.5,9.5,"msq","post"
1,1,1,0,NA,1,1,1,1,1,1,0,0,1,NA,0,0,1,2,0,2,0,0,1,1,0,2,2,1,1,1,0,0,0,2,0,NA,NA,2,1,2,0,1,1,0,1,0,2,1,1,1,1,0,2,1,1,0,1,2,0,0,1,1,1,2,NA,0,0,0,1,2,0,1,1,0,11,16,15,5,13,11,2,7,5,10,21,3,9.8,9.5,9.5,"msq","post"
0,0,0,0,NA,0,0,0,1,1,0,0,2,2,NA,0,0,1,2,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,0,0,1,0,0,NA,0,0,0,1,1,0,0,3,0,0,0,0,1,1,2,0,1,0,0,0,2,NA,0,0,0,1,1,0,0,0,0,NA,11,3,0,15,5,3,10,5,10,22,3,9.8,9.5,9.5,"msq","post"
1,0,2,0,NA,0,0,0,3,2,2,0,1,3,NA,0,3,2,0,1,0,0,1,1,1,2,1,0,0,0,1,0,0,0,2,0,NA,NA,0,0,2,0,0,1,1,0,0,1,1,0,3,3,0,2,0,2,0,1,1,0,3,0,0,0,1,NA,0,0,1,2,2,2,1,2,0,17,4,9,0,14,10,3,8,4,10,23,3,9.8,9.5,9.5,"msq","post"
