"Tuna.hid","Tuna.id","Tuna.choice","price.skw","price.cosw","price.sko","price.coso","price.pw"
554,7,"skw",0.89,0.89,0.59,0.89,0.59
554,8,"skw",0.49,0.79,0.89,0.89,0.67
554,9,"skw",0.59,0.79,0.89,0.89,0.67
554,10,"skw",0.59,0.39,0.69,0.39,0.65
554,11,"sko",0.69,0.89,0.89,0.89,0.59
554,12,"sko",0.69,0.89,0.49,0.89,0.67
554,13,"sko",0.89,0.99,0.87,0.59,0.67
554,14,"coso",0.69,0.87,0.69,0.29,0.65
554,15,"pw",0.69,0.84,0.69,0.84,0.59
555,1,"cosw",0.89,0.39,0.89,0.39,0.67
555,2,"cosw",0.89,0.59,0.89,0.39,0.67
555,3,"coso",0.69,0.87,0.69,0.29,0.65
556,1,"skw",0.29,0.39,0.89,0.39,0.67
556,2,"cosw",0.82,0.88,0.82,0.69,0.65
556,3,"coso",0.67,0.67,0.67,0.39,0.65
556,4,"coso",0.82,0.69,0.82,0.29,0.65
556,5,"pw",0.88,0.69,0.82,0.69,0.25
557,1,"skw",0.69,0.84,0.69,0.84,0.59
557,2,"skw",0.49,0.39,0.89,0.39,0.67
558,1,"skw",0.49,0.79,0.89,0.89,0.67
558,2,"skw",0.49,0.49,0.89,0.49,0.67
558,3,"cosw",0.87,0.59,0.87,0.59,0.59
558,4,"cosw",0.87,0.59,0.87,0.59,0.59
559,1,"skw",0.69,0.84,0.69,0.84,0.59
559,2,"skw",0.69,0.84,0.79,0.89,0.59
559,3,"skw",0.89,0.89,0.89,0.89,0.59
559,4,"cosw",0.69,0.89,0.69,0.89,0.59
559,5,"cosw",0.87,0.59,0.87,0.89,0.59
560,1,"skw",0.49,0.79,0.89,0.79,0.67
561,1,"skw",0.69,0.84,0.69,0.84,0.59
561,2,"coso",0.69,0.69,0.69,0.39,0.65
561,3,"coso",0.69,0.87,0.69,0.29,0.65
562,1,"sko",0.89,0.89,0.89,0.89,0.59
563,1,"sko",0.89,0.89,0.59,0.89,0.59
564,1,"skw",0.87,0.84,0.87,0.84,0.59
564,2,"skw",0.69,0.84,0.69,0.84,0.59
564,3,"skw",0.59,0.89,0.89,0.89,0.59
564,4,"cosw",0.87,0.59,0.87,0.59,0.59
564,5,"sko",0.69,0.84,0.69,0.84,0.59
565,1,"coso",0.69,0.69,0.69,0.39,0.65
566,1,"skw",0.49,0.79,0.89,0.79,0.67
567,1,"skw",0.49,0.89,0.89,0.45,0.67
567,2,"skw",0.29,0.39,0.89,0.39,0.67
568,1,"skw",0.49,0.79,0.89,0.79,0.67
569,1,"pw",0.69,0.89,0.69,0.89,0.59
569,2,"pw",0.59,0.59,0.59,0.59,0.59
570,1,"skw",0.89,0.89,0.69,0.89,0.67
570,2,"pw",0.69,0.87,0.69,0.87,0.69
571,1,"skw",0.49,0.89,0.89,0.45,0.67
571,2,"coso",0.67,0.67,0.67,0.39,0.65
571,3,"coso",0.69,0.69,0.69,0.39,0.65
571,4,"coso",0.69,0.69,0.69,0.5,0.65
571,5,"coso",0.69,0.69,0.69,0.5,0.65
572,1,"skw",0.49,0.89,0.89,0.45,0.67
572,2,"skw",0.29,0.39,0.89,0.39,0.67
572,3,"cosw",0.59,0.59,0.59,0.59,0.59
572,4,"cosw",0.87,0.59,0.87,0.89,0.59
572,5,"sko",0.69,0.84,0.69,0.84,0.59
572,6,"sko",0.69,0.84,0.69,0.89,0.59
572,7,"sko",0.69,0.87,0.82,0.87,0.69
572,8,"coso",0.59,0.59,0.59,0.59,0.59
572,9,"coso",0.87,0.59,0.87,0.59,0.59
572,10,"coso",0.69,0.84,0.69,0.84,0.59
572,11,"coso",0.69,0.69,0.69,0.39,0.65
572,12,"coso",0.69,0.69,0.69,0.5,0.65
573,1,"skw",0.29,0.39,0.89,0.39,0.67
573,2,"skw",0.39,0.87,0.39,0.87,0.67
573,3,"skw",0.39,0.87,0.39,0.87,0.69
573,4,"cosw",0.87,0.59,0.87,0.59,0.59
573,5,"sko",0.69,0.89,0.69,0.89,0.7
573,6,"sko",0.69,0.84,0.69,0.89,0.59
573,7,"sko",0.69,0.84,0.69,0.89,0.59
573,8,"sko",0.69,0.84,0.69,0.89,0.59
573,9,"sko",0.89,0.89,0.59,0.89,0.59
573,10,"sko",0.89,0.79,0.49,0.79,0.67
573,11,"sko",0.89,0.39,0.49,0.39,0.67
573,12,"sko",0.29,0.89,0.29,0.89,0.67
573,13,"sko",0.39,0.87,0.39,0.87,0.69
573,14,"coso",0.69,0.59,0.59,0.59,0.59
574,1,"sko",0.69,0.89,0.69,0.89,0.7
574,2,"sko",0.87,0.59,0.87,0.59,0.59
574,3,"sko",0.69,0.84,0.69,0.84,0.59
574,4,"sko",0.69,0.84,0.69,0.84,0.59
574,5,"sko",0.69,0.84,0.69,0.84,0.59
574,6,"pw",0.87,0.84,0.87,0.84,0.59
575,1,"skw",0.29,0.39,0.89,0.39,0.67
575,2,"cosw",0.87,0.59,0.87,0.59,0.59
575,3,"sko",0.69,0.89,0.69,0.89,0.7
575,4,"sko",0.69,0.84,0.69,0.84,0.59
575,5,"sko",0.69,0.84,0.69,0.84,0.59
576,1,"skw",0.69,0.87,0.69,0.87,0.67
576,2,"cosw",0.87,0.59,0.87,0.59,0.59
576,3,"coso",0.69,0.69,0.69,0.39,0.65
577,1,"sko",0.69,0.84,0.69,0.84,0.59
577,2,"coso",0.69,0.69,0.69,0.69,0.65
578,1,"skw",0.69,0.87,0.69,0.87,0.67
578,2,"sko",0.69,0.84,0.69,0.84,0.59
579,1,"coso",0.87,0.59,0.87,0.59,0.59
580,1,"sko",0.69,0.84,0.69,0.84,0.59
581,1,"skw",0.69,0.89,0.69,0.89,0.59
581,2,"skw",0.59,0.89,0.59,0.89,0.59
581,3,"skw",0.59,0.89,0.29,0.89,0.67
581,4,"skw",0.69,0.89,0.69,0.89,0.67
581,5,"skw",0.59,0.79,0.49,0.89,0.67
581,6,"skw",0.37,0.87,0.37,0.87,0.67
581,7,"skw",0.69,0.87,0.69,0.87,0.67
581,8,"skw",0.39,0.87,0.39,0.87,0.69
581,9,"skw",0.67,0.67,0.67,0.67,0.65
581,10,"skw",0.67,0.67,0.67,0.69,0.65
581,11,"skw",0.87,0.69,0.69,0.69,0.65
581,12,"skw",0.29,0.69,0.29,0.69,0.17
581,13,"cosw",0.89,0.79,0.89,0.79,0.67
581,14,"cosw",0.89,0.59,0.89,0.49,0.67
581,15,"cosw",0.89,0.69,0.89,0.89,0.67
581,16,"cosw",0.69,0.69,0.69,0.39,0.67
581,17,"cosw",0.69,0.69,0.69,0.69,0.65
581,18,"cosw",0.69,0.69,0.69,0.69,0.65
581,19,"cosw",0.33,0.69,0.33,0.69,0.65
581,20,"cosw",0.29,0.69,0.29,0.69,0.17
582,1,"skw",0.33,0.79,0.33,0.79,0.67
582,2,"skw",0.29,0.87,0.29,0.87,0.65
582,3,"skw",0.29,0.69,0.29,0.69,0.17
582,4,"sko",0.49,0.89,0.49,0.89,0.67
582,5,"sko",0.39,0.87,0.39,0.87,0.67
582,6,"sko",0.33,0.69,0.33,0.69,0.65
582,7,"sko",0.29,0.87,0.29,0.87,0.65
582,8,"sko",0.29,0.87,0.29,0.87,0.65
582,9,"coso",0.89,0.49,0.89,0.49,0.67
582,10,"coso",0.89,0.49,0.89,0.59,0.67
583,1,"skw",0.29,0.89,0.29,0.89,0.67
583,2,"skw",0.29,0.87,0.29,0.87,0.65
583,3,"sko",0.69,0.84,0.69,0.84,0.59
584,1,"coso",0.69,0.87,0.69,0.29,0.65
584,2,"pw",0.29,0.69,0.29,0.69,0.17
585,1,"skw",0.49,0.89,0.49,0.79,0.67
585,2,"skw",0.49,0.79,0.49,0.89,0.67
585,3,"skw",0.59,0.79,0.49,0.89,0.67
585,4,"skw",0.29,0.69,0.29,0.69,0.17
585,5,"cosw",0.89,0.49,0.89,0.49,0.67
585,6,"cosw",0.89,0.59,0.89,0.49,0.67
585,7,"cosw",0.69,0.39,0.69,0.39,0.67
585,8,"cosw",0.69,0.59,0.69,0.39,0.67
586,1,"skw",0.69,0.89,0.69,0.89,0.7
586,2,"skw",0.69,0.68,0.69,0.68,0.59
586,3,"skw",0.59,0.89,0.89,0.89,0.59
586,4,"skw",0.49,0.39,0.89,0.39,0.67
586,5,"skw",0.49,0.89,0.29,0.89,0.67
586,6,"skw",0.29,0.39,0.89,0.39,0.67
586,7,"skw",0.49,0.49,0.89,0.49,0.67
586,8,"coso",0.69,0.69,0.69,0.39,0.65
586,9,"coso",0.69,0.69,0.69,0.5,0.65
587,1,"skw",0.69,0.89,0.69,0.89,0.7
587,2,"skw",0.69,0.84,0.69,0.84,0.59
587,3,"skw",0.69,0.84,0.69,0.84,0.59
587,4,"skw",0.69,0.84,0.69,0.89,0.59
587,5,"skw",0.59,0.89,0.89,0.89,0.59
587,6,"skw",0.49,0.49,0.89,0.49,0.67
587,7,"skw",0.87,0.87,0.69,0.87,0.67
587,8,"coso",0.69,0.59,0.59,0.59,0.59
587,9,"coso",0.87,0.59,0.87,0.59,0.59
587,10,"coso",0.67,0.67,0.67,0.39,0.65
587,11,"coso",0.69,0.87,0.69,0.29,0.65
587,12,"pw",0.87,0.69,0.89,0.89,0.59
587,13,"pw",0.89,0.99,0.89,0.59,0.67
588,1,"skw",0.49,0.79,0.89,0.79,0.67
589,1,"skw",0.69,0.89,0.69,0.89,0.7
589,2,"skw",0.49,0.39,0.89,0.39,0.67
589,3,"skw",0.29,0.39,0.89,0.39,0.67
589,4,"skw",0.49,0.49,0.89,0.49,0.67
589,5,"coso",0.67,0.67,0.67,0.39,0.65
590,1,"skw",0.82,0.57,0.82,0.57,0.65
591,1,"skw",0.69,0.84,0.69,0.84,0.59
591,2,"skw",0.69,0.84,0.69,0.84,0.59
591,3,"skw",0.29,0.87,0.29,0.87,0.65
591,4,"cosw",0.69,0.39,0.69,0.39,0.65
591,5,"sko",0.69,0.89,0.69,0.89,0.67
592,1,"skw",0.69,0.89,0.69,0.89,0.7
592,2,"skw",0.69,0.84,0.69,0.84,0.59
592,3,"skw",0.69,0.84,0.69,0.84,0.59
592,4,"sko",0.69,0.84,0.69,0.84,0.59
593,1,"skw",0.49,0.89,0.69,0.89,0.67
593,2,"skw",0.59,0.79,0.89,0.89,0.67
593,3,"cosw",0.69,0.69,0.69,0.69,0.65
594,1,"skw",0.69,0.84,0.69,0.84,0.59
594,2,"skw",0.29,0.39,0.89,0.39,0.67
594,3,"pw",0.89,0.79,0.89,0.89,0.67
595,1,"cosw",0.89,0.39,0.89,0.39,0.67
596,1,"skw",0.69,0.84,0.69,0.84,0.59
596,2,"skw",0.69,0.84,0.69,0.84,0.59
596,3,"skw",0.89,0.89,0.69,0.89,0.67
596,4,"skw",0.89,0.99,0.89,0.59,0.67
596,5,"skw",0.49,0.49,0.89,0.49,0.67
596,6,"cosw",0.87,0.59,0.87,0.89,0.59
596,7,"cosw",0.29,0.89,0.29,0.89,0.67
596,8,"cosw",0.89,0.89,0.89,0.45,0.67
596,9,"cosw",0.69,0.5,0.69,0.69,0.65
596,10,"coso",0.69,0.69,0.69,0.39,0.65
597,1,"pw",0.69,0.84,0.69,0.84,0.59
598,1,"skw",0.89,0.89,0.89,0.89,0.59
598,2,"skw",0.89,0.89,0.89,0.89,0.59
598,3,"skw",0.69,0.84,0.69,0.84,0.59
598,4,"skw",0.59,0.89,0.89,0.89,0.59
598,5,"skw",0.49,0.39,0.89,0.39,0.67
598,6,"cosw",0.87,0.59,0.87,0.59,0.59
599,1,"skw",0.82,0.67,0.67,0.69,0.65
599,2,"cosw",0.89,0.59,0.89,0.39,0.67
599,3,"sko",0.29,0.89,0.29,0.89,0.67
599,4,"coso",0.89,0.39,0.89,0.39,0.67
600,1,"sko",0.69,0.69,0.69,0.69,0.67
601,1,"skw",0.89,0.79,0.89,0.89,0.67
602,1,"cosw",0.82,0.5,0.69,0.69,0.65
603,1,"skw",0.59,0.89,0.89,0.89,0.59
603,2,"skw",0.69,0.89,0.49,0.79,0.67
603,3,"skw",0.49,0.49,0.89,0.49,0.67
603,4,"skw",0.49,0.49,0.89,0.49,0.67
603,5,"sko",0.69,0.89,0.69,0.89,0.59
603,6,"coso",0.87,0.59,0.87,0.59,0.59
603,7,"coso",0.67,0.67,0.67,0.39,0.65
603,8,"coso",0.67,0.67,0.67,0.39,0.65
604,1,"skw",0.49,0.89,0.89,0.45,0.67
604,2,"sko",0.89,0.89,0.49,0.45,0.67
605,1,"skw",0.49,0.39,0.89,0.39,0.67
605,2,"skw",0.33,0.79,0.33,0.79,0.67
605,3,"cosw",0.89,0.59,0.89,0.49,0.67
606,1,"sko",0.89,0.89,0.59,0.89,0.59
607,1,"sko",0.89,0.89,0.59,0.89,0.59
608,1,"skw",0.69,0.84,0.69,0.84,0.59
608,2,"coso",0.67,0.67,0.67,0.39,0.65
608,3,"coso",0.69,0.69,0.69,0.39,0.65
609,1,"skw",0.69,0.84,0.69,0.89,0.59
609,2,"skw",0.87,0.87,0.69,0.87,0.67
609,3,"coso",0.67,0.67,0.67,0.39,0.65
610,1,"sko",0.69,0.89,0.69,0.89,0.59
610,2,"sko",0.87,0.59,0.87,0.59,0.59
610,3,"sko",0.69,0.84,0.69,0.84,0.59
610,4,"sko",0.69,0.84,0.69,0.84,0.59
610,5,"sko",0.69,0.84,0.69,0.89,0.59
610,6,"sko",0.69,0.89,0.69,0.89,0.59
610,7,"sko",0.89,0.89,0.89,0.89,0.59
610,8,"sko",0.89,0.89,0.89,0.89,0.67
610,9,"sko",0.89,0.79,0.89,0.79,0.67
610,10,"sko",0.89,0.39,0.49,0.39,0.67
610,11,"sko",0.89,0.79,0.89,0.89,0.67
611,1,"skw",0.69,0.89,0.69,0.89,0.59
611,2,"skw",0.69,0.84,0.69,0.84,0.59
611,3,"cosw",0.87,0.59,0.87,0.59,0.59
612,1,"skw",0.29,0.89,0.29,0.89,0.67
612,2,"skw",0.89,0.89,0.89,0.45,0.67
612,3,"skw",0.49,0.49,0.89,0.49,0.67
612,4,"sko",0.69,0.84,0.69,0.84,0.59
612,5,"sko",0.69,0.84,0.69,0.89,0.59
612,6,"sko",0.49,0.89,0.49,0.89,0.67
612,7,"coso",0.69,0.39,0.69,0.87,0.67
613,1,"cosw",0.87,0.59,0.87,0.59,0.59
613,2,"cosw",0.87,0.59,0.87,0.59,0.59
613,3,"coso",0.67,0.67,0.67,0.39,0.65
614,1,"skw",0.69,0.84,0.69,0.84,0.59
614,2,"skw",0.49,0.49,0.89,0.49,0.67
615,1,"skw",0.69,0.84,0.69,0.84,0.59
615,2,"skw",0.89,0.89,0.69,0.89,0.67
615,3,"skw",0.49,0.89,0.49,0.89,0.67
615,4,"skw",0.89,0.89,0.49,0.89,0.67
615,5,"skw",0.49,0.79,0.49,0.89,0.67
615,6,"skw",0.89,0.79,0.89,0.89,0.67
615,7,"skw",0.81,0.69,0.82,0.69,0.65
615,8,"cosw",0.69,0.39,0.69,0.39,0.65
615,9,"cosw",0.29,0.69,0.29,0.87,0.65
615,10,"coso",0.69,0.87,0.69,0.29,0.65
615,11,"coso",0.69,0.87,0.69,0.29,0.65
616,1,"skw",0.69,0.84,0.69,0.84,0.59
616,2,"skw",0.79,0.84,0.79,0.84,0.59
616,3,"skw",0.59,0.89,0.89,0.89,0.59
616,4,"pw",0.59,0.89,0.59,0.89,0.59
617,1,"skw",0.49,0.89,0.49,0.89,0.67
617,2,"cosw",0.87,0.89,0.87,0.89,0.59
617,3,"cosw",0.89,0.39,0.89,0.39,0.67
617,4,"cosw",0.89,0.59,0.89,0.39,0.67
617,5,"sko",0.29,0.89,0.29,0.89,0.67
617,6,"sko",0.49,0.79,0.49,0.89,0.67
617,7,"sko",0.49,0.79,0.59,0.89,0.67
617,8,"sko",0.37,0.87,0.37,0.87,0.67
617,9,"sko",0.39,0.87,0.39,0.87,0.67
617,10,"coso",0.69,0.39,0.69,0.39,0.67
617,11,"coso",0.69,0.39,0.69,0.59,0.67
618,1,"cosw",0.59,0.59,0.59,0.59,0.59
618,2,"sko",0.49,0.89,0.49,0.89,0.67
618,3,"coso",0.69,0.59,0.59,0.59,0.59
618,4,"pw",0.69,0.39,0.69,0.39,0.65
619,1,"skw",0.49,0.49,0.89,0.49,0.67
619,2,"sko",0.69,0.84,0.69,0.84,0.59
619,3,"sko",0.79,0.84,0.79,0.84,0.59
619,4,"coso",0.69,0.87,0.69,0.29,0.65
619,5,"coso",0.69,0.87,0.69,0.29,0.65
620,1,"skw",0.69,0.84,0.69,0.84,0.59
620,2,"skw",0.49,0.49,0.89,0.49,0.67
620,3,"skw",0.69,0.79,0.69,0.89,0.67
620,4,"sko",0.69,0.84,0.69,0.84,0.59
620,5,"sko",0.89,0.89,0.59,0.89,0.59
620,6,"sko",0.69,0.79,0.69,0.89,0.67
620,7,"coso",0.67,0.67,0.67,0.39,0.65
621,1,"skw",0.69,0.84,0.69,0.84,0.59
621,2,"skw",0.59,0.89,0.89,0.89,0.59
622,1,"skw",0.29,0.39,0.89,0.39,0.67
622,2,"coso",0.67,0.67,0.67,0.39,0.65
623,1,"skw",0.87,0.87,0.29,0.87,0.65
623,2,"cosw",0.69,0.89,0.69,0.89,0.59
623,3,"cosw",0.69,0.5,0.69,0.69,0.65
623,4,"cosw",0.33,0.87,0.33,0.69,0.65
624,1,"skw",0.49,0.89,0.69,0.89,0.67
624,2,"skw",0.29,0.39,0.89,0.39,0.67
624,3,"cosw",0.87,0.89,0.87,0.89,0.59
625,1,"cosw",0.69,0.84,0.69,0.84,0.59
625,2,"cosw",0.69,0.89,0.69,0.89,0.67
626,1,"skw",0.29,0.39,0.89,0.39,0.67
626,2,"sko",0.89,0.39,0.49,0.39,0.67
626,3,"pw",0.69,0.89,0.69,0.89,0.67
627,1,"skw",0.49,0.39,0.89,0.39,0.67
627,2,"skw",0.29,0.39,0.89,0.39,0.67
627,3,"skw",0.89,0.99,0.89,0.59,0.67
627,4,"cosw",0.87,0.59,0.87,0.89,0.59
627,5,"cosw",0.69,0.5,0.69,0.69,0.65
627,6,"coso",0.69,0.69,0.69,0.39,0.65
628,1,"skw",0.69,0.84,0.69,0.84,0.59
628,2,"skw",0.69,0.84,0.69,0.84,0.59
628,3,"skw",0.69,0.84,0.69,0.89,0.59
628,4,"skw",0.69,0.89,0.69,0.89,0.59
628,5,"skw",0.69,0.68,0.69,0.68,0.59
628,6,"skw",0.69,0.89,0.89,0.89,0.59
628,7,"skw",0.59,0.89,0.89,0.89,0.59
628,8,"cosw",0.87,0.59,0.87,0.59,0.59
628,9,"cosw",0.69,0.5,0.69,0.69,0.65
628,10,"cosw",0.88,0.69,0.82,0.69,0.65
629,1,"skw",0.29,0.69,0.29,0.69,0.17
629,2,"sko",0.29,0.89,0.29,0.89,0.67
630,1,"skw",0.49,0.79,0.89,0.89,0.67
631,1,"skw",0.49,0.89,0.49,0.89,0.67
632,1,"skw",0.69,0.89,0.69,0.89,0.59
632,2,"skw",0.37,0.87,0.37,0.87,0.67
632,3,"skw",0.69,0.39,0.69,0.39,0.65
633,1,"sko",0.69,0.84,0.69,0.84,0.59
633,2,"coso",0.59,0.89,0.59,0.89,0.59
634,1,"skw",0.69,0.89,0.89,0.89,0.59
634,2,"skw",0.49,0.79,0.89,0.79,0.67
634,3,"skw",0.49,0.89,0.89,0.45,0.67
634,4,"skw",0.49,0.49,0.89,0.49,0.67
634,5,"skw",0.59,0.69,0.69,0.69,0.67
635,1,"cosw",0.84,0.84,0.84,0.84,0.59
636,1,"skw",0.69,0.89,0.69,0.89,0.59
637,1,"skw",0.69,0.89,0.69,0.89,0.59
637,2,"skw",0.89,0.89,0.89,0.89,0.59
637,3,"skw",0.89,0.89,0.89,0.89,0.59
637,4,"cosw",0.79,0.84,0.79,0.89,0.59
637,5,"cosw",0.69,0.84,0.69,0.89,0.59
637,6,"cosw",0.85,0.89,0.85,0.89,0.59
637,7,"cosw",0.89,0.89,0.89,0.89,0.59
637,8,"sko",0.87,0.84,0.69,0.84,0.59
637,9,"pw",0.84,0.84,0.84,0.89,0.59
638,1,"sko",0.69,0.84,0.69,0.89,0.59
638,2,"pw",0.69,0.89,0.69,0.89,0.59
638,3,"pw",0.87,0.84,0.87,0.84,0.59
638,4,"pw",0.69,0.84,0.69,0.84,0.59
638,5,"pw",0.69,0.84,0.69,0.84,0.59
638,6,"pw",0.69,0.84,0.69,0.84,0.59
638,7,"pw",0.89,0.39,0.89,0.39,0.67
638,8,"pw",0.89,0.99,0.89,0.59,0.67
638,9,"pw",0.89,0.89,0.89,0.89,0.67
638,10,"pw",0.69,0.69,0.69,0.69,0.67
639,1,"skw",0.69,0.84,0.69,0.89,0.59
640,1,"cosw",0.69,0.5,0.69,0.69,0.65
641,1,"skw",0.87,0.59,0.87,0.59,0.59
641,2,"skw",0.69,0.84,0.69,0.84,0.59
641,3,"cosw",0.87,0.84,0.87,0.84,0.59
642,1,"skw",0.49,0.89,0.69,0.89,0.67
642,2,"cosw",0.87,0.59,0.87,0.59,0.59
642,3,"coso",0.87,0.59,0.87,0.59,0.59
643,1,"coso",0.69,0.69,0.69,0.39,0.65
643,2,"coso",0.69,0.69,0.69,0.5,0.65
644,1,"skw",0.89,0.89,0.89,0.45,0.67
644,2,"skw",0.49,0.89,0.49,0.89,0.67
644,3,"skw",0.69,0.79,0.69,0.89,0.67
644,4,"skw",0.8,0.79,0.89,0.89,0.67
644,5,"skw",0.59,0.79,0.49,0.89,0.67
644,6,"skw",0.89,0.89,0.89,0.89,0.67
644,7,"skw",0.37,0.87,0.37,0.87,0.67
644,8,"cosw",0.87,0.59,0.87,0.59,0.59
645,1,"skw",0.49,0.89,0.89,0.45,0.67
645,2,"cosw",0.82,0.81,0.82,0.59,0.65
645,3,"coso",0.69,0.87,0.69,0.29,0.65
646,1,"sko",0.87,0.84,0.69,0.84,0.59
646,2,"sko",0.69,0.84,0.69,0.84,0.59
646,3,"sko",0.69,0.84,0.69,0.84,0.59
646,4,"sko",0.89,0.89,0.59,0.89,0.59
646,5,"sko",0.29,0.89,0.59,0.89,0.67
646,6,"sko",0.89,0.99,0.89,0.59,0.67
646,7,"sko",0.89,0.99,0.89,0.59,0.67
646,8,"coso",0.69,0.39,0.69,0.39,0.67
646,9,"coso",0.69,0.39,0.69,0.59,0.67
647,1,"skw",0.49,0.79,0.89,0.79,0.67
647,2,"cosw",0.87,0.59,0.87,0.59,0.59
647,3,"sko",0.89,0.89,0.59,0.89,0.59
647,4,"sko",0.89,0.79,0.49,0.79,0.67
648,1,"skw",0.79,0.84,0.79,0.89,0.59
649,1,"skw",0.49,0.39,0.89,0.39,0.67
649,2,"skw",0.87,0.99,0.89,0.59,0.67
649,3,"skw",0.89,0.89,0.69,0.89,0.67
649,4,"skw",0.89,0.79,0.33,0.79,0.67
649,5,"skw",0.87,0.87,0.39,0.87,0.67
649,6,"skw",0.82,0.67,0.39,0.87,0.69
649,7,"skw",0.59,0.69,0.69,0.69,0.65
649,8,"sko",0.69,0.89,0.49,0.89,0.67
649,9,"sko",0.69,0.89,0.49,0.89,0.67
649,10,"coso",0.69,0.87,0.69,0.29,0.65
649,11,"coso",0.81,0.69,0.82,0.59,0.65
649,12,"coso",0.81,0.69,0.81,0.59,0.65
650,1,"sko",0.82,0.59,0.82,0.59,0.65
650,2,"coso",0.33,0.69,0.33,0.69,0.65
651,1,"cosw",0.89,0.39,0.89,0.39,0.67
651,2,"coso",0.67,0.67,0.67,0.39,0.65
652,1,"skw",0.69,0.84,0.69,0.84,0.59
653,1,"skw",0.29,0.39,0.89,0.39,0.67
653,2,"coso",0.67,0.67,0.67,0.39,0.65
654,1,"sko",0.69,0.84,0.69,0.84,0.59
654,2,"sko",0.79,0.84,0.79,0.84,0.59
655,1,"sko",0.67,0.67,0.59,0.67,0.69
656,1,"sko",0.89,0.89,0.89,0.89,0.59
656,2,"sko",0.87,0.59,0.87,0.59,0.59
656,3,"sko",0.69,0.89,0.89,0.89,0.59
656,4,"sko",0.89,0.89,0.89,0.89,0.67
657,1,"skw",0.49,0.89,0.49,0.89,0.67
657,2,"sko",0.69,0.84,0.69,0.84,0.59
657,3,"coso",0.67,0.67,0.67,0.39,0.65
657,4,"coso",0.69,0.69,0.69,0.39,0.65
658,1,"skw",0.69,0.84,0.69,0.84,0.59
658,2,"skw",0.89,0.89,0.49,0.89,0.67
659,1,"skw",0.69,0.59,0.59,0.59,0.59
659,2,"skw",0.69,0.84,0.69,0.84,0.59
659,3,"skw",0.69,0.84,0.69,0.84,0.59
659,4,"skw",0.69,0.84,0.69,0.84,0.59
659,5,"cosw",0.87,0.59,0.87,0.59,0.59
659,6,"sko",0.69,0.89,0.69,0.89,0.59
659,7,"coso",0.87,0.59,0.87,0.59,0.59
660,1,"skw",0.89,0.89,0.69,0.89,0.67
660,2,"skw",0.89,0.89,0.89,0.79,0.67
660,3,"skw",0.59,0.79,0.49,0.89,0.67
660,4,"skw",0.59,0.79,0.89,0.89,0.67
660,5,"sko",0.89,0.39,0.49,0.39,0.67
661,1,"skw",0.37,0.87,0.37,0.87,0.67
661,2,"coso",0.69,0.69,0.69,0.39,0.65
662,1,"sko",0.69,0.84,0.69,0.84,0.59
662,2,"sko",0.69,0.89,0.49,0.89,0.67
662,3,"coso",0.67,0.67,0.67,0.39,0.65
662,4,"pw",0.89,0.89,0.89,0.89,0.59
663,1,"skw",0.69,0.84,0.69,0.84,0.59
663,2,"skw",0.84,0.84,0.84,0.89,0.59
663,3,"skw",0.69,0.89,0.69,0.89,0.59
663,4,"skw",0.89,0.79,0.89,0.79,0.67
663,5,"skw",0.89,0.89,0.89,0.79,0.67
663,6,"skw",0.89,0.79,0.69,0.79,0.67
663,7,"skw",0.8,0.79,0.89,0.89,0.67
663,8,"cosw",0.87,0.59,0.87,0.59,0.59
663,9,"sko",0.69,0.89,0.69,0.89,0.59
663,10,"sko",0.69,0.84,0.69,0.84,0.59
663,11,"sko",0.79,0.84,0.79,0.89,0.59
663,12,"sko",0.89,0.89,0.59,0.89,0.59
663,13,"sko",0.89,0.79,0.49,0.79,0.67
663,14,"sko",0.69,0.89,0.89,0.89,0.67
663,15,"sko",0.69,0.69,0.87,0.69,0.67
663,16,"coso",0.29,0.89,0.29,0.89,0.67
663,17,"coso",0.69,0.89,0.69,0.89,0.67
663,18,"coso",0.33,0.69,0.33,0.5,0.65
663,19,"coso",0.81,0.69,0.81,0.87,0.65
663,20,"pw",0.87,0.59,0.87,0.89,0.59
664,1,"pw",0.69,0.84,0.69,0.84,0.59
665,1,"skw",0.49,0.89,0.49,0.79,0.67
665,2,"cosw",0.89,0.39,0.89,0.39,0.67
665,3,"cosw",0.89,0.59,0.89,0.39,0.67
665,4,"coso",0.89,0.39,0.89,0.39,0.67
665,5,"pw",0.81,0.69,0.82,0.69,0.65
666,1,"skw",0.49,0.89,0.49,0.89,0.67
666,2,"cosw",0.69,0.84,0.69,0.84,0.59
666,3,"cosw",0.89,0.59,0.89,0.39,0.67
666,4,"cosw",0.89,0.39,0.89,0.39,0.67
666,5,"cosw",0.89,0.59,0.89,0.39,0.67
666,6,"cosw",0.89,0.39,0.89,0.39,0.67
666,7,"cosw",0.89,0.59,0.89,0.39,0.67
666,8,"cosw",0.89,0.49,0.89,0.49,0.67
666,9,"cosw",0.89,0.59,0.89,0.49,0.67
666,10,"sko",0.39,0.87,0.39,0.87,0.69
666,11,"coso",0.89,0.79,0.89,0.89,0.67
666,12,"coso",0.89,0.39,0.89,0.39,0.67
666,13,"coso",0.89,0.39,0.89,0.59,0.67
666,14,"coso",0.69,0.59,0.69,0.59,0.67
666,15,"coso",0.69,0.87,0.69,0.87,0.69
666,16,"coso",0.67,0.67,0.67,0.39,0.65
666,17,"coso",0.67,0.67,0.67,0.67,0.65
