"Ketchup.hid","Ketchup.id","Ketchup.choice","price.heinz","price.hunts","price.delmonte","price.stb"
218,7,"stb",1.19,1.36,1.39,0.95
218,8,"stb",0.99,1.36,1.39,0.95
218,9,"stb",1.46,1.36,1.39,0.95
218,10,"stb",1.19,1.19,1.49,0.95
218,11,"stb",1.46,1.43,1.49,0.79
218,12,"stb",1.46,1.43,1.49,0.79
218,13,"stb",1.46,1.53,1.49,0.95
218,14,"stb",1.46,1.53,1.49,0.95
218,15,"stb",0.99,1.53,1.49,0.95
219,1,"heinz",0.99,1.49,1.49,0.99
219,2,"heinz",1.19,1.39,1.49,0.89
219,3,"heinz",1.19,1.39,1.49,0.89
219,4,"heinz",1.19,1.36,1.39,0.95
219,5,"heinz",0.99,1.36,1.39,0.95
219,6,"heinz",1.46,1.43,1.49,0.99
220,1,"stb",1.19,1.49,1.39,0.89
220,2,"stb",1.39,1.49,1.49,0.89
221,1,"heinz",0.99,1.36,1.39,0.95
221,2,"heinz",1.47,1.43,1.49,0.99
221,3,"delmonte",1.47,1.43,0.99,0.99
221,4,"delmonte",1.47,1.43,0.89,0.99
222,1,"heinz",0.99,1.49,1.49,0.89
222,2,"heinz",1.19,1.36,1.39,0.95
222,3,"heinz",1.19,1.36,1.39,0.95
222,4,"stb",1.46,1.43,1.47,0.79
223,1,"heinz",0.99,1.39,1.49,0.89
224,1,"heinz",0.99,1.49,1.49,0.99
224,2,"heinz",0.79,1.43,1.45,0.99
225,1,"heinz",0.99,1.53,1.46,0.95
226,1,"stb",1.39,1.39,1.49,0.89
227,1,"stb",1.46,1.43,1.45,0.99
228,1,"heinz",1.19,1.29,1.49,0.95
229,1,"heinz",0.99,1.39,1.49,0.89
229,2,"heinz",1.19,1.36,1.39,0.95
229,3,"heinz",0.79,1.43,0.99,0.75
229,4,"hunts",1.39,0.99,1.39,0.99
229,5,"hunts",1.39,0.89,1.39,0.95
229,6,"delmonte",1.46,1.53,1.49,0.95
230,1,"hunts",1.46,1.19,1.47,0.79
230,2,"hunts",0.99,1.39,1.49,0.89
230,3,"delmonte",1.46,1.43,0.89,0.99
231,1,"heinz",0.99,1.36,1.39,0.95
231,2,"heinz",0.99,1.19,1.49,0.95
231,3,"heinz",0.99,1.53,1.49,0.95
231,4,"hunts",1.39,0.89,1.39,0.95
231,5,"hunts",1.46,1.19,1.49,0.95
231,6,"delmonte",1.46,1.43,0.99,0.99
232,1,"heinz",1.39,1.36,1.39,0.95
232,2,"heinz",1.19,1.36,1.39,0.95
232,3,"heinz",0.79,1.43,1.45,0.99
233,1,"hunts",1.19,1.43,1.46,0.75
233,2,"delmonte",1.46,1.43,0.99,0.99
234,1,"heinz",0.99,1.49,1.39,0.89
234,2,"heinz",0.79,1.43,1.45,0.99
235,1,"stb",1.19,1.19,1.39,0.79
236,1,"heinz",0.99,1.19,1.46,0.95
236,2,"hunts",1.46,1.29,1.49,0.95
236,3,"hunts",1.46,1.43,1.49,0.99
236,4,"delmonte",0.99,1.39,1.49,0.89
236,5,"stb",1.19,1.36,1.39,0.95
237,1,"hunts",1.39,0.89,1.39,0.95
237,2,"stb",1.46,1.43,1.49,0.79
238,1,"heinz",1.19,1.39,1.49,0.89
238,2,"heinz",1.19,1.36,1.49,0.95
238,3,"heinz",1.46,1.43,0.99,0.79
239,1,"heinz",1.19,1.36,1.39,0.95
239,2,"heinz",1.19,1.36,1.39,0.95
239,3,"heinz",1.19,1.36,1.39,0.95
239,4,"heinz",1.46,1.29,1.39,0.95
239,5,"heinz",1.19,1.19,1.39,0.95
239,6,"heinz",1.46,1.29,1.39,0.99
239,7,"heinz",1.46,1.43,1.39,0.75
239,8,"delmonte",1.39,1.36,1.39,0.95
240,1,"heinz",0.99,1.49,1.39,0.89
240,2,"heinz",0.99,1.39,1.49,0.89
240,3,"heinz",1.19,1.19,1.46,0.95
240,4,"heinz",1.46,1.53,1.49,0.95
240,5,"heinz",0.99,1.53,1.49,0.95
240,6,"heinz",1,1.43,1.49,0.99
240,7,"delmonte",1.47,1.43,0.89,0.99
240,8,"stb",1.46,1.43,1.49,0.79
240,9,"stb",0.99,1.43,1.49,0.75
241,1,"heinz",1.39,1.39,1.49,0.89
241,2,"heinz",0.99,1.39,1.49,0.89
241,3,"heinz",0.99,1.39,1.49,0.89
241,4,"heinz",1.19,1.36,1.39,0.95
241,5,"heinz",1.46,1.29,1.49,0.95
241,6,"heinz",0.99,1.43,1.47,0.99
241,7,"delmonte",1.46,1.43,0.89,0.99
242,1,"heinz",1.39,1.39,1.49,0.89
243,1,"hunts",1.19,1.39,1.49,0.99
243,2,"hunts",1.39,0.89,1.39,0.99
244,1,"hunts",1.19,1.53,1.49,0.95
245,1,"heinz",0.99,1.39,1.49,0.89
245,2,"hunts",1.39,0.79,1.39,0.95
246,1,"hunts",1.46,1.29,1.39,0.95
246,2,"hunts",1.19,1.29,1.39,0.95
247,1,"heinz",1.19,1.36,1.39,0.95
247,2,"stb",0.99,1.39,1.49,0.89
248,1,"heinz",0.99,1.39,1.49,0.89
248,2,"stb",1.39,1.39,1.49,0.89
248,3,"stb",1.46,1.43,1.49,0.75
248,4,"stb",1.19,1.39,1.49,0.89
249,1,"heinz",0.99,1.49,1.29,0.99
250,1,"stb",1.46,1.43,1.47,0.79
251,1,"heinz",0.99,1.39,1.49,0.89
251,2,"stb",1.19,1.19,1.39,0.95
251,3,"stb",1.46,1.43,1.39,0.75
251,4,"stb",1.46,1.43,1.45,0.99
251,5,"stb",1.46,1.43,1.45,0.99
252,1,"hunts",1.39,0.89,1.49,0.95
252,2,"hunts",1.46,1.43,1.47,0.79
252,3,"hunts",1.46,1.43,1.46,0.79
253,1,"heinz",1.46,1.49,1.49,0.95
253,2,"hunts",0.99,0.89,1.39,0.89
254,1,"heinz",1.19,0.99,1.46,0.95
255,1,"delmonte",1.46,1.43,0.99,0.75
255,2,"stb",1.19,1.53,1.49,0.95
256,1,"heinz",1.46,1.43,1.49,0.75
257,1,"hunts",1.46,1.29,1.39,0.99
257,2,"stb",1.39,1.49,1.49,0.89
257,3,"stb",0.99,1.29,1.39,0.95
257,4,"stb",1.46,1.19,1.39,0.79
258,1,"heinz",1.19,1.36,1.39,0.95
258,2,"heinz",1.19,1.36,1.39,0.95
258,3,"heinz",1.46,1.29,1.39,0.95
258,4,"heinz",1.19,1.19,1.49,0.95
259,1,"heinz",0.79,1.43,1.46,0.99
259,2,"delmonte",1.19,1.29,1.39,0.95
259,3,"delmonte",0.99,1.36,1.39,0.95
260,1,"heinz",1.19,1.39,1.49,0.89
260,2,"heinz",0.79,1.43,1.46,0.99
260,3,"heinz",0.99,1.43,1.46,0.99
260,4,"hunts",1.46,1.53,1.46,0.95
261,1,"heinz",1.19,0.79,1.49,0.95
261,2,"heinz",0.99,1.36,1.49,0.95
261,3,"heinz",1.19,1.43,1.46,0.99
261,4,"heinz",1.19,1.43,1.46,0.75
261,5,"heinz",1.39,1.31,0.99,0.99
261,6,"hunts",1.46,1.29,1.49,0.95
261,7,"hunts",1.46,1.19,1.46,0.79
262,1,"heinz",1.39,1.39,1.49,0.89
262,2,"heinz",0.99,1.29,1.39,0.95
262,3,"heinz",0.79,1.43,1.45,0.99
262,4,"delmonte",1.46,1.43,0.89,0.99
263,1,"heinz",1.19,1.19,1.39,0.95
263,2,"heinz",0.99,1.39,1.49,0.89
264,1,"heinz",1.19,1.29,1.39,0.95
265,1,"heinz",0.99,0.89,1.39,0.89
265,2,"heinz",0.99,1.39,1.49,0.89
265,3,"hunts",1.46,1.29,1.49,0.95
266,1,"heinz",0.99,1.19,1.49,0.95
266,2,"heinz",1.19,1.53,1.47,0.95
266,3,"hunts",1.19,1.29,1.39,0.95
266,4,"stb",1.19,1.39,1.49,0.89
267,1,"heinz",1.39,1.39,1.49,0.89
267,2,"heinz",1.39,1.36,1.39,0.95
268,1,"stb",1.47,1.43,1.49,0.99
269,1,"stb",1.19,1.39,1.49,0.89
270,1,"heinz",0.99,1.36,1.47,0.95
270,2,"heinz",1.19,1.36,1.47,0.95
270,3,"hunts",1.46,1.19,1.47,0.79
270,4,"delmonte",1.39,0.89,1.49,0.89
270,5,"delmonte",1.39,0.79,1.39,0.95
271,1,"heinz",0.99,1.49,1.39,0.89
271,2,"heinz",1.19,1.39,1.49,0.89
271,3,"heinz",1.39,0.89,1.39,0.95
271,4,"heinz",1.19,1.36,1.39,0.95
271,5,"heinz",0.99,1.49,1.46,0.95
271,6,"heinz",1.46,1.53,1.49,0.95
271,7,"heinz",1.47,1.43,1.45,0.99
272,1,"heinz",1.39,1.49,1.49,0.89
273,1,"heinz",1.19,1.49,1.39,0.89
273,2,"hunts",1.39,0.79,1.39,0.95
273,3,"delmonte",1.39,1.39,1.49,0.89
273,4,"delmonte",1.19,1.29,1.39,0.95
273,5,"stb",1.47,1.43,1.45,0.99
274,1,"heinz",1.19,1.36,1.39,0.95
274,2,"heinz",1.19,1.53,1.49,0.95
275,1,"delmonte",1.39,1.39,1.49,0.89
275,2,"delmonte",1.39,1.39,1.49,0.89
275,3,"delmonte",0.99,1.39,1.49,0.89
275,4,"delmonte",1.46,1.53,1.49,0.95
276,1,"stb",0.99,1.39,1.49,0.89
277,1,"heinz",1.19,1.39,1.49,0.89
277,2,"heinz",1.19,1.39,1.49,0.89
277,3,"heinz",0.99,1.36,1.39,0.95
277,4,"heinz",1.19,1.36,1.46,0.95
277,5,"heinz",1.19,1.36,1.46,0.95
277,6,"heinz",1.19,1.36,1.46,0.95
277,7,"heinz",1.46,1.49,1.46,0.95
277,8,"heinz",0.99,0.99,1.46,0.95
277,9,"heinz",1.39,1.39,1.45,0.79
277,10,"hunts",1.39,0.89,1.39,0.95
277,11,"stb",1.19,1.39,1.49,0.89
277,12,"stb",0.99,1.39,1.49,0.89
277,13,"stb",1.39,1.36,1.39,0.95
277,14,"stb",1.19,1.36,1.46,0.95
277,15,"stb",1.19,0.99,1.46,0.95
277,16,"stb",1.46,1.44,1.46,0.79
277,17,"stb",1.46,1.43,1.46,0.79
277,18,"stb",1.46,1.43,1.46,0.79
277,19,"stb",1.46,1.43,1.46,0.75
278,1,"stb",1.46,1.43,1.47,0.79
279,1,"heinz",1.19,1.39,1.49,0.89
279,2,"delmonte",0.99,1.39,1.45,0.99
279,3,"stb",0.99,1.43,1.46,0.99
280,1,"heinz",0.79,1.43,1.45,0.99
281,1,"hunts",1.39,0.89,1.49,0.89
282,1,"stb",1.39,1.39,1.49,0.89
283,1,"heinz",1.19,1.39,1.49,0.89
283,2,"heinz",1.39,1.39,1.49,0.89
283,3,"heinz",1.39,0.89,1.39,0.95
283,4,"heinz",1.46,1.29,1.46,0.95
283,5,"heinz",1.46,1.43,1.46,0.75
283,6,"heinz",0.99,1.43,1.46,0.99
283,7,"heinz",0.99,1.43,1.45,0.99
284,1,"heinz",0.99,1.49,1.49,0.89
284,2,"heinz",1.19,1.39,1.49,0.89
284,3,"heinz",0.99,1.39,1.49,0.89
284,4,"heinz",0.99,1.36,1.39,0.95
284,5,"heinz",1.19,1.36,1.39,0.95
284,6,"heinz",1.46,1.36,1.39,0.95
284,7,"heinz",0.79,1.43,1.45,0.99
284,8,"hunts",1.39,0.79,1.39,0.95
284,9,"hunts",1.39,0.89,1.39,0.95
284,10,"delmonte",1.46,1.43,0.89,0.99
285,1,"heinz",1.39,1.49,1.49,0.89
285,2,"heinz",0.99,1.39,1.49,0.89
285,3,"heinz",0.99,1.19,1.39,0.95
285,4,"heinz",1.46,1.43,1.45,0.99
285,5,"hunts",1.46,1.29,1.39,0.95
285,6,"hunts",1.19,0.89,1.49,0.89
285,7,"hunts",1.39,0.89,1.39,0.95
286,1,"hunts",1.39,0.79,1.39,0.95
287,1,"heinz",1.39,0.89,1.39,0.95
288,1,"hunts",1.19,0.89,1.49,0.99
289,1,"heinz",1.46,1.43,1.45,0.99
290,1,"heinz",1.19,1.29,1.39,0.95
290,2,"delmonte",1.19,1.39,1.49,0.89
290,3,"delmonte",0.99,1.39,1.49,0.89
291,1,"heinz",1.39,1.43,1.45,0.79
292,1,"hunts",1.39,0.89,1.39,0.99
292,2,"stb",1.19,1.49,1.29,0.99
292,3,"stb",1.39,1.49,1.49,0.99
292,4,"stb",1.39,1.49,1.49,0.89
292,5,"stb",0.99,1.39,1.49,0.89
292,6,"stb",1.39,1.39,1.49,0.89
292,7,"stb",1.39,1.36,1.39,0.95
293,1,"heinz",1.46,1.53,1.45,0.99
293,2,"heinz",0.99,1.49,1.46,0.95
294,1,"heinz",1.46,1.43,1.45,0.99
294,2,"hunts",0.99,1.19,1.39,0.95
294,3,"hunts",1.46,1.19,1.49,0.95
294,4,"delmonte",1.19,1.49,1.29,0.99
294,5,"delmonte",1.39,0.89,1.39,0.99
294,6,"stb",1.39,1.49,1.49,0.89
294,7,"stb",0.99,1.39,1.49,0.89
294,8,"stb",1.46,1.43,1.45,0.99
295,1,"stb",1.19,1.36,1.39,0.95
296,1,"heinz",1.19,1.36,1.46,0.95
297,1,"heinz",1.19,0.89,1.49,0.95
298,1,"stb",1.39,1.39,1.49,0.89
299,1,"heinz",0.99,1.19,1.49,0.95
299,2,"hunts",1.39,0.89,1.39,0.95
300,1,"stb",1.39,1.39,1.49,0.89
301,1,"heinz",1.19,1.36,1.39,0.95
301,2,"heinz",0.99,1.49,1.49,0.89
301,3,"stb",1.39,1.39,1.49,0.89
302,1,"heinz",0.99,1.43,1.46,0.99
303,1,"hunts",0.99,1.19,1.49,0.95
304,1,"heinz",0.99,1.43,1.45,0.99
304,2,"heinz",0.99,1.39,1.49,0.89
304,3,"heinz",0.99,1.36,1.39,0.95
304,4,"hunts",1.39,0.89,1.39,0.89
304,5,"stb",1.46,1.43,1.49,0.79
304,6,"stb",1.39,1.39,1.49,0.89
304,7,"stb",1.46,1.53,1.47,0.75
304,8,"stb",1.46,1.43,1.47,0.99
305,1,"heinz",1.46,1.43,1.45,0.99
306,1,"heinz",1.39,1.39,1.49,0.89
307,1,"stb",1.46,1.53,1.46,0.79
307,2,"stb",1.19,1.43,1.46,0.75
307,3,"stb",1.46,1.43,0.99,0.75
308,1,"hunts",1.39,1.36,1.39,0.95
308,2,"hunts",1.39,0.79,1.39,0.95
308,3,"hunts",1.19,1.36,1.39,0.95
308,4,"hunts",1.19,0.89,1.49,0.99
309,1,"hunts",1.46,1.44,1.47,0.95
310,1,"heinz",0.99,1.39,1.49,0.89
311,1,"hunts",0.99,1.49,1.46,0.95
312,1,"heinz",1.19,0.89,1.49,0.95
312,2,"heinz",1.39,1.36,1.49,0.95
313,1,"heinz",1.19,1.39,1.49,0.89
313,2,"heinz",0.99,1.49,1.49,0.89
313,3,"heinz",1.19,0.89,1.39,0.95
314,1,"heinz",1.19,1.39,1.49,0.99
314,2,"heinz",0.99,1.39,1.49,0.89
314,3,"heinz",0.99,1.19,1.49,0.95
315,1,"heinz",1.19,0.89,1.39,0.95
315,2,"heinz",1.46,1.43,1.47,0.99
315,3,"hunts",1.46,1.53,1.49,0.95
316,1,"heinz",0.79,1.43,1.46,0.99
317,1,"hunts",1.19,1.29,1.39,0.95
317,2,"hunts",1.46,1.19,1.39,0.79
317,3,"stb",1.39,1.49,1.49,0.89
317,4,"stb",1.46,1.43,0.99,0.75
318,1,"heinz",0.99,0.99,1.46,0.95
318,2,"heinz",1.19,1.39,1.49,0.89
318,3,"heinz",1.19,1.19,1.47,0.79
318,4,"heinz",1.46,1.43,1.45,0.99
319,1,"heinz",1.46,1.36,1.49,0.95
319,2,"hunts",1.46,1.53,1.46,0.79
320,1,"heinz",1.19,1.36,1.49,0.95
320,2,"hunts",1.39,0.89,1.49,0.95
321,1,"stb",1.39,1.36,1.39,0.95
322,1,"heinz",1.39,1.39,1.49,0.89
322,2,"hunts",1.39,0.79,1.39,0.95
322,3,"hunts",1.46,1.43,1.47,0.99
323,1,"heinz",1.39,1.39,1.49,0.99
323,2,"heinz",1.46,1.49,1.49,0.95
324,1,"hunts",1.46,1.43,1.46,0.99
325,1,"delmonte",1.39,0.89,1.49,0.95
326,1,"hunts",1.39,0.89,1.39,0.95
327,1,"heinz",1.19,1.39,1.49,0.89
328,1,"heinz",1.39,0.79,1.39,0.95
328,2,"heinz",1.46,1.43,1.47,0.79
328,3,"heinz",0.99,1.53,1.47,0.99
328,4,"heinz",1.19,1.39,1.49,0.89
328,5,"heinz",1.19,1.36,1.39,0.95
328,6,"heinz",0.99,1.19,1.49,0.95
328,7,"heinz",1.46,1.43,1.45,0.99
329,1,"heinz",1.39,0.89,1.39,0.95
330,1,"heinz",0.99,1.39,1.49,0.89
331,1,"stb",1.39,1.49,1.49,0.89
331,2,"stb",1.39,0.89,1.39,0.89
332,1,"heinz",1.19,1.36,1.49,0.95
332,2,"heinz",1.19,1.53,1.46,0.95
333,1,"hunts",1.46,1.19,1.39,0.79
334,1,"heinz",0.99,1.49,1.49,0.89
334,2,"heinz",1.39,1.36,1.39,0.99
334,3,"heinz",1.46,1.29,1.49,0.95
334,4,"heinz",0.99,1.29,1.49,0.95
334,5,"heinz",1.46,1.53,1.47,0.99
334,6,"heinz",1.46,1.43,1.45,0.99
335,1,"heinz",1.46,1.29,1.49,0.95
335,2,"heinz",0.79,1.43,0.99,0.75
336,1,"heinz",0.79,1.43,1.46,0.99
336,2,"heinz",1.39,1.39,1.49,0.89
336,3,"heinz",1.46,1.53,1.47,0.99
336,4,"hunts",1.46,1.43,1.46,0.99
336,5,"hunts",0.99,1.39,1.46,0.99
336,6,"hunts",0.99,0.89,1.39,0.89
336,7,"hunts",1.39,0.89,1.39,0.95
336,8,"hunts",1.39,1.36,1.39,0.95
337,1,"delmonte",0.99,1.43,0.89,0.99
338,1,"heinz",1.19,0.89,1.49,0.95
338,2,"hunts",1.19,1.39,1.49,0.89
338,3,"hunts",1.19,0.89,1.49,0.89
339,1,"heinz",0.79,1.43,1.45,0.99
340,1,"heinz",0.99,1.39,1.49,0.89
340,2,"heinz",0.99,1.53,1.46,0.95
340,3,"heinz",0.99,1.36,1.39,0.95
340,4,"heinz",0.99,1.19,1.49,0.95
340,5,"heinz",1.46,1.43,1.47,0.79
340,6,"heinz",1.46,1.43,1.45,0.99
340,7,"hunts",1.46,1.43,0.89,0.99
340,8,"stb",1.46,1.53,1.47,0.75
340,9,"stb",1.46,1.43,1.45,0.99
341,1,"heinz",0.99,1.36,1.39,0.95
342,1,"heinz",1.19,1.49,1.29,0.99
342,2,"hunts",1.39,0.89,1.39,0.95
343,1,"delmonte",0.99,1.43,1.45,0.99
344,1,"heinz",0.99,0.99,1.46,0.95
344,2,"heinz",0.79,1.43,1.46,0.99
344,3,"heinz",0.99,1.49,1.49,0.89
344,4,"heinz",0.99,1.39,1.49,0.89
344,5,"heinz",0.99,1.36,1.39,0.95
344,6,"heinz",1.19,1.29,1.39,0.95
344,7,"heinz",0.99,1.53,1.47,0.95
344,8,"stb",1.19,1.39,1.49,0.89
344,9,"stb",1.39,0.89,1.39,0.95
344,10,"stb",1.19,1.36,1.39,0.95
344,11,"stb",1.46,1.36,1.39,0.95
345,1,"heinz",1.19,0.89,1.39,0.95
345,2,"hunts",1.39,1.39,1.49,0.89
345,3,"delmonte",1.39,1.39,1.39,0.89
345,4,"delmonte",1.47,1.43,0.89,0.99
346,1,"heinz",0.99,1.53,1.49,0.95
347,1,"heinz",0.79,1.43,0.99,0.75
348,1,"heinz",1.19,1.39,1.49,0.89
349,1,"delmonte",1.39,0.89,1.39,0.95
350,1,"hunts",1.19,1.39,1.49,0.89
350,2,"stb",1.19,1.49,1.39,0.89
350,3,"stb",1.39,1.49,1.49,0.89
350,4,"stb",1.19,1.39,1.49,0.89
351,1,"hunts",1.19,0.89,1.49,0.99
352,1,"heinz",1.39,0.89,1.39,0.99
353,1,"heinz",1.39,0.89,1.39,0.95
354,1,"heinz",0.99,1.49,1.29,0.99
354,2,"heinz",1.39,1.36,1.49,0.95
354,3,"heinz",0.99,1.19,1.46,0.95
354,4,"heinz",1.46,1.43,0.99,0.79
354,5,"heinz",1.46,1.43,0.99,0.75
354,6,"heinz",1.39,1.31,0.99,0.99
354,7,"heinz",1.19,1.36,1.39,0.95
354,8,"delmonte",1.19,0.79,1.49,0.95
354,9,"stb",1.39,1.39,1.49,0.89
355,1,"heinz",1.47,1.43,1.45,0.99
355,2,"stb",1.19,1.36,1.39,0.95
356,1,"heinz",0.99,1.36,1.39,0.95
356,2,"heinz",0.79,1.43,1.46,0.99
356,3,"hunts",1.46,0.99,1.46,0.95
356,4,"delmonte",1.46,1.43,0.99,0.99
356,5,"stb",1.46,1.44,1.46,0.79
357,1,"heinz",0.99,1.49,1.39,0.89
357,2,"heinz",1.39,1.39,1.49,0.89
357,3,"heinz",0.99,0.99,1.46,0.95
357,4,"heinz",1.46,1.19,1.46,0.79
358,1,"hunts",1.46,1.44,1.46,0.95
359,1,"hunts",1.39,0.79,1.39,0.95
360,1,"heinz",1.19,1.39,1.49,0.89
360,2,"heinz",0.99,1.49,1.46,0.95
360,3,"heinz",1.46,1.53,1.49,0.95
360,4,"heinz",1,1.43,1.49,0.99
360,5,"stb",1.19,1.53,1.49,0.95
361,1,"heinz",0.99,1.36,1.39,0.95
361,2,"heinz",1.46,1.43,1.49,0.99
362,1,"stb",1.19,1.36,1.39,0.95
363,1,"heinz",1.19,1.39,1.49,0.99
363,2,"heinz",1.19,1.36,1.39,0.95
363,3,"heinz",0.99,1.49,1.29,0.99
363,4,"heinz",0.99,1.39,1.49,0.89
363,5,"heinz",1.19,1.29,1.49,0.95
363,6,"heinz",1.29,1.39,1.45,0.79
363,7,"hunts",1.39,0.89,1.49,0.95
364,1,"stb",1.39,1.49,1.49,0.99
364,2,"stb",1.19,1.39,1.49,0.89
364,3,"stb",1.19,1.39,1.49,0.99
365,1,"heinz",0.99,1.39,1.49,0.89
365,2,"hunts",1.46,1.43,1.46,0.99
365,3,"stb",1.46,1.44,1.46,0.95
366,1,"heinz",1.46,1.43,1.45,0.99
367,1,"heinz",1.46,1.44,1.47,0.95
367,2,"heinz",0.79,1.43,1.45,0.99
367,3,"stb",1.39,1.39,1.49,0.89
368,1,"heinz",0.99,1.39,1.49,0.89
369,1,"stb",1.19,1.36,1.47,0.95
370,1,"heinz",1.46,1.43,1.49,0.99
370,2,"hunts",1.46,1.29,1.49,0.95
371,1,"heinz",0.99,1.49,1.39,0.89
371,2,"heinz",0.99,1.39,1.49,0.89
371,3,"heinz",0.79,1.43,1.45,0.99
371,4,"hunts",1.39,1.36,1.39,0.99
371,5,"hunts",1.39,0.89,1.39,0.95
371,6,"hunts",1.39,0.89,1.39,0.95
371,7,"hunts",1.39,0.89,1.39,0.95
371,8,"delmonte",1.46,1.43,0.99,0.99
371,9,"stb",1.39,1.49,1.39,0.89
371,10,"stb",1.19,1.19,1.46,0.95
371,11,"stb",1.46,1.44,1.46,0.79
371,12,"stb",0.99,1.43,1.49,0.75
371,13,"stb",0.99,1.43,1.49,0.75
372,1,"stb",0.99,1.39,1.49,0.89
373,1,"stb",1.39,1.49,1.49,0.89
373,2,"stb",0.99,1.39,1.49,0.89
373,3,"stb",1.46,1.43,1.47,0.79
374,1,"hunts",1.39,0.89,1.39,0.99
374,2,"stb",0.99,1.39,1.49,0.89
375,1,"heinz",1.19,1.36,1.49,0.95
375,2,"heinz",1.39,1.49,1.49,0.89
376,1,"hunts",1.39,1.39,1.45,0.79
377,1,"heinz",0.99,1.39,1.49,0.89
378,1,"stb",0.99,1.39,1.49,0.89
379,1,"hunts",1.19,1.29,1.49,0.95
380,1,"heinz",0.99,1.39,1.49,0.89
380,2,"heinz",1.46,1.43,1.45,0.99
380,3,"heinz",0.79,1.43,1.45,0.99
381,1,"heinz",1.19,1.29,1.49,0.95
381,2,"delmonte",1.19,1.39,1.49,0.89
381,3,"stb",1.46,1.19,1.46,0.79
382,1,"heinz",0.99,1.49,1.49,0.89
382,2,"stb",1.19,1.19,1.47,0.79
383,1,"heinz",0.79,1.43,0.99,0.75
383,2,"hunts",1.39,0.89,1.39,0.95
384,1,"heinz",0.79,1.43,1.45,0.99
384,2,"hunts",1.39,0.89,1.39,0.95
385,1,"hunts",1.19,1.29,1.39,0.95
386,1,"heinz",0.99,1.39,1.49,0.89
386,2,"hunts",1.39,0.79,1.39,0.95
386,3,"stb",1.46,1.53,1.47,0.99
387,1,"stb",1.39,1.39,1.49,0.89
387,2,"stb",1.39,1.36,1.39,0.95
387,3,"stb",1.46,1.53,1.49,0.95
387,4,"stb",0.79,1.43,1.45,0.99
388,1,"heinz",1.19,1.39,1.49,0.89
388,2,"heinz",1.19,1.36,1.39,0.95
388,3,"heinz",1.19,1.29,1.39,0.95
388,4,"heinz",1.46,1.43,1.45,0.75
389,1,"heinz",1.19,1.39,1.49,0.89
390,1,"heinz",0.99,1.39,1.49,0.89
390,2,"heinz",1.19,1.36,1.39,0.95
391,1,"heinz",1.19,1.39,1.49,0.89
391,2,"heinz",1.19,1.53,1.47,0.95
392,1,"heinz",0.99,1.49,1.29,0.99
393,1,"heinz",1.46,1.43,1.45,0.99
393,2,"heinz",0.99,1.49,1.49,0.89
393,3,"heinz",0.99,1.39,1.49,0.89
393,4,"heinz",1.19,1.39,1.49,0.89
393,5,"heinz",1.19,1.36,1.39,0.95
393,6,"hunts",1.19,1.29,1.39,0.95
393,7,"stb",1.39,1.39,1.49,0.89
393,8,"stb",1.19,1.39,1.49,0.89
393,9,"stb",1.46,1.43,1.47,0.79
394,1,"stb",1.39,0.89,1.39,0.89
395,1,"heinz",0.99,1.53,1.49,0.95
395,2,"hunts",1.39,0.89,1.39,0.95
396,1,"delmonte",1.39,1.36,1.39,0.95
396,2,"stb",1.39,1.36,1.39,0.95
397,1,"heinz",0.99,1.39,1.49,0.89
398,1,"heinz",1.39,1.39,0.99,0.79
398,2,"hunts",1.46,1.43,0.99,0.75
399,1,"hunts",1.46,1.53,1.46,0.95
400,1,"heinz",1.39,1.36,1.39,0.95
400,2,"hunts",1.46,1.19,1.39,0.79
400,3,"hunts",1.46,1.29,1.39,0.95
401,1,"hunts",1.39,1.39,1.45,0.99
402,1,"heinz",0.99,1.53,1.46,0.95
403,1,"hunts",1.19,1.29,1.39,0.95
403,2,"delmonte",1.39,1.39,1.39,0.89
404,1,"heinz",1.46,1.43,0.99,0.75
405,1,"hunts",1.19,1.39,1.49,0.89
405,2,"hunts",1.39,0.89,1.39,0.95
406,1,"heinz",1.39,0.89,1.39,0.95
406,2,"heinz",1.19,1.29,1.46,0.95
406,3,"heinz",1.46,1.49,1.46,0.95
406,4,"heinz",1.46,1.19,1.46,0.95
406,5,"heinz",1.39,1.39,1.49,0.89
406,6,"heinz",1.46,1.29,1.49,0.95
406,7,"hunts",1.39,0.89,1.39,0.95
407,1,"heinz",1.19,1.36,1.39,0.95
408,1,"heinz",0.99,1.49,1.49,0.89
408,2,"delmonte",1.19,1.39,1.49,0.89
408,3,"delmonte",1.19,1.53,1.47,0.95
408,4,"stb",1.39,1.39,1.49,0.89
408,5,"stb",1.39,0.89,1.39,0.89
408,6,"stb",1.39,0.89,1.39,0.95
408,7,"stb",1.46,1.43,1.45,0.99
409,1,"heinz",1.19,1.49,1.49,0.95
410,1,"heinz",0.99,1.39,1.49,0.89
410,2,"heinz",1.39,1.36,1.39,0.95
410,3,"heinz",1.46,1.43,1.45,0.99
410,4,"stb",1.46,1.43,1.49,0.79
410,5,"stb",1.46,1.43,1.45,0.99
410,6,"stb",1.46,1.43,1.45,0.99
411,1,"heinz",0.99,1.49,1.29,0.99
411,2,"heinz",0.99,1.39,1.49,0.89
411,3,"heinz",1.19,1.43,1.46,0.75
411,4,"stb",1.46,1.43,0.99,0.75
412,1,"heinz",0.99,1.39,1.49,0.89
412,2,"heinz",1.19,1.49,1.49,0.95
