"whrswk","hhi","whi","hhi2","education","race","hispanic","experience","kidslt6","kids618","husby","region","wght"
40,"no","yes","no","12years","white","no",21,0,2,12,"south",126826
40,"yes","no","yes","12years","white","no",4,1,0,12,"south",124219
0,"no","no","no","12years","white","no",33,0,1,0,"south",299700
40,"no","yes","yes","13-15years","white","no",8,0,0,20,"south",254200
40,"no","yes","yes","12years","white","no",24,0,1,37,"south",282496
0,"no","no","no","<9years","white","no",22,0,0,0,"south",280780
38,"no","yes","no","12years","white","no",33,0,0,0,"south",299700
0,"yes","no","yes","12years","white","no",28,0,0,42,"south",92610
40,"no","yes","no","13-15years","white","no",35,0,0,32,"south",107949
40,"yes","no","yes","12years","white","no",29,0,0,39.114,"south",153924
40,"no","yes","yes","16years","white","no",34,0,0,35,"south",158576
45,"no","yes","no","16years","white","no",25,0,0,0,"south",153924
0,"yes","no","yes","13-15years","other","no",26,0,2,42,"south",199123
0,"no","no","no","16years","white","no",24,0,1,60,"south",158818
42,"no","yes","yes","13-15years","white","no",6,0,0,23,"south",171370
0,"no","no","no","12years","white","no",47,0,0,0,"south",170778
0,"yes","no","yes","12years","white","no",42,0,0,0,"south",158576
20,"yes","no","yes","12years","white","no",10,1,1,17,"south",152179
40,"no","yes","yes","12years","black","no",20,0,2,21.7,"south",184547
38,"yes","yes","yes",">16years","white","no",31,0,0,41.708,"south",196085
30,"yes","no","yes","16years","white","yes",7,0,0,47,"south",99982
40,"no","yes","yes","16years","white","no",16,1,0,27.42,"south",183706
32,"yes","no","yes","12years","white","no",40,0,0,14,"south",173306
40,"no","yes","yes","12years","white","no",10,0,0,47,"south",166315
45,"yes","yes","yes","16years","white","no",17,0,1,99.999,"south",197174
0,"yes","no","yes","16years","white","no",16,1,2,0,"south",197174
54,"yes","no","yes","13-15years","white","no",30,0,0,50,"south",180555
0,"yes","no","yes","9-11years","white","no",42.5,0,0,0,"south",173306
30,"yes","no","yes","12years","white","no",29,0,1,50,"south",168222
0,"no","no","no","13-15years","white","no",44,0,0,0,"south",186642
0,"no","no","no","12years","white","no",13,1,1,0,"south",176128
40,"no","yes","no","12years","white","no",34,0,0,10,"south",196085
45,"no","yes","no","16years","white","no",17,0,1,0,"south",183706
40,"yes","yes","yes",">16years","black","no",15,0,0,37,"south",184547
45,"no","yes","no","12years","white","no",28,0,0,2.2,"south",168222
35,"no","yes","no",">16years","white","no",23,0,1,0,"south",168222
48,"no","yes","no",">16years","white","no",23,0,2,0,"south",168222
20,"yes","yes","yes",">16years","white","no",25,0,0,66.5,"south",168222
40,"no","yes","yes","16years","white","no",28,0,1,50,"south",91313
40,"no","yes","yes","13-15years","white","no",14,0,0,53,"south",261219
0,"yes","no","yes","12years","black","no",18,0,0,22,"south",273706
0,"yes","no","yes","12years","white","no",5,2,0,15.6,"south",266859
0,"yes","no","yes","13-15years","white","no",25,0,4,59,"south",274124
40,"no","yes","yes","12years","white","no",12,1,0,28,"south",240499
25,"yes","no","yes","12years","white","no",7,0,0,17,"south",260187
40,"no","yes","yes","12years","white","no",18,0,3,11,"south",100199
45,"yes","yes","yes","13-15years","white","no",27,0,0,55,"south",91753
37,"yes","no","yes","12years","white","no",6,0,0,16,"south",98140
0,"yes","no","yes","12years","white","no",13,1,0,14.8,"south",96065
40,"no","yes","no","12years","white","no",30,0,0,1.1,"south",91753
35,"yes","yes","yes","12years","black","no",40,0,0,37,"south",452940
50,"no","yes","no",">16years","white","no",30,0,0,18,"south",406000
40,"no","yes","yes",">16years","white","no",18,0,2,99.999,"south",382694
40,"yes","no","yes","12years","white","no",27,0,1,44,"south",285493
0,"yes","no","yes","12years","white","no",19,2,1,58,"south",283759
40,"no","yes","no","12years","white","no",22,0,3,24,"south",280325
20,"yes","yes","yes","13-15years","white","no",9,1,0,30.8,"south",275588
30,"yes","no","yes","13-15years","white","no",11,0,1,30,"south",291847
38,"yes","yes","yes","16years","black","no",19,0,2,37.08,"south",117095
0,"yes","no","yes","13-15years","white","no",44,0,0,0,"south",110160
45,"yes","yes","yes","13-15years","white","no",12,0,2,35,"south",104695
40,"no","yes","yes","16years","white","no",18,0,0,30,"south",109200
0,"yes","no","yes","13-15years","white","no",25,0,1,96,"south",109867
0,"yes","no","yes","16years","white","no",23,0,0,99.999,"south",90313
18,"no","yes","no","16years","white","no",16,0,2,99.999,"south",109200
40,"yes","no","yes","12years","white","no",30,0,0,28,"south",99996
40,"no","no","no","16years","white","no",26,0,0,69,"south",99996
40,"yes","no","yes","13-15years","white","no",36,0,0,50,"south",103018
45,"yes","yes","yes","13-15years","white","no",20,0,0,28,"south",109200
0,"yes","no","yes","12years","white","no",38,0,0,0,"south",103018
40,"yes","no","yes","13-15years","black","no",29,0,1,45,"south",94184
38,"no","yes","yes","12years","white","no",37,0,0,30,"south",119169
40,"no","yes","no","13-15years","black","no",12,1,0,53,"south",121420
40,"no","yes","no","12years","white","no",10,1,1,30,"south",98862
40,"no","yes","no","13-15years","white","no",40,0,0,35,"south",103018
43,"no","yes","yes","12years","white","no",9,0,0,19,"south",107899
40,"yes","yes","yes","12years","white","no",31,0,0,18.045,"south",102236
37,"no","yes","no","9-11years","white","no",43.5,0,0,0,"south",106262
40,"no","yes","yes","13-15years","white","no",8,1,0,30,"south",101976
40,"no","yes","yes","12years","white","no",4,0,0,18.624,"south",117257
38,"no","yes","no","12years","white","no",31,0,0,24,"south",109626
60,"no","no","no","13-15years","white","no",11,0,0,18.102,"south",246050
25,"yes","no","yes","13-15years","black","no",20,0,1,35,"south",257812
40,"no","yes","yes","12years","white","no",13,0,2,18,"south",246050
0,"no","no","no","<9years","white","no",24,0,3,35.5,"south",212250
0,"no","no","yes","<9years","black","no",36,0,2,15.6,"south",216497
20,"no","yes","no","12years","black","no",10,2,0,10,"south",397384
40,"yes","no","yes","13-15years","white","no",17,2,0,30,"south",61741
0,"yes","no","yes","13-15years","white","no",44,0,0,0,"south",62728
0,"no","no","yes","12years","white","no",6,2,0,14,"south",60473
0,"no","no","no","9-11years","white","no",30.5,0,0,0,"south",230586
40,"no","yes","yes","12years","white","no",23,0,0,0,"south",109539
0,"no","no","no","<9years","white","no",29,0,0,2,"south",109539
40,"no","yes","yes","16years","other","no",5,1,0,21,"south",90043
40,"no","yes","yes","12years","white","no",16,0,0,37,"south",104382
0,"yes","no","yes","12years","black","no",21,1,1,10.5,"south",199650
40,"no","no","no","12years","black","no",4,1,0,10,"south",177393
50,"no","no","no","13-15years","white","no",44,0,0,4.4,"south",385601
0,"no","yes","no","12years","other","no",43,0,0,6.652,"south",429140
37,"no","no","no","12years","black","no",6,0,2,12,"south",109112
0,"no","no","no","13-15years","white","no",6,2,0,18,"south",120786
25,"yes","no","yes","12years","white","no",12,0,0,16,"south",108554
0,"no","no","no","12years","white","no",32,0,1,7,"south",109798
0,"yes","no","yes","<9years","white","no",49,0,0,0,"south",288563
0,"no","no","no","12years","white","no",17,2,1,12,"south",266211
45,"yes","yes","yes","16years","white","no",16,0,2,30,"south",277665
50,"no","yes","no","16years","white","no",20,0,1,0,"south",279362
0,"no","no","no","9-11years","white","no",41.5,0,0,0,"south",261946
40,"no","yes","no","13-15years","white","no",9,1,1,0,"south",251380
40,"yes","yes","yes","13-15years","white","no",14,0,1,48,"south",104283
50,"yes","yes","yes","16years","white","no",4,1,0,17,"south",107475
0,"yes","no","yes","12years","white","no",31,0,0,12,"south",256459
0,"no","no","no","12years","white","no",23,0,0,0,"south",231625
0,"no","no","no","12years","white","no",4,0,0,10,"south",274309
0,"yes","no","yes","13-15years","white","no",42,0,0,65,"south",195080
45,"yes","yes","yes","13-15years","white","no",18,0,2,30,"south",187713
45,"no","yes","yes","16years","white","no",19,1,1,40,"south",188860
40,"yes","yes","yes","16years","white","no",7,0,0,23.316,"south",169943
45,"yes","yes","yes","16years","white","no",9,0,0,30,"south",179969
40,"no","yes","yes","13-15years","white","no",18,0,0,35,"south",187713
40,"no","no","no","16years","white","no",32,0,0,43,"south",200362
0,"no","no","no","12years","white","no",46,0,0,0,"south",190713
0,"yes","no","yes","13-15years","white","no",43,0,0,0,"south",195080
40,"yes","no","yes","12years","white","no",34,0,0,40,"south",200362
40,"no","yes","no","12years","white","no",34,0,0,16,"south",106482
40,"no","yes","no","12years","white","yes",37,0,0,15.6,"south",128656
45,"no","yes","no",">16years","white","no",26,0,0,0,"south",171891
42,"no","yes","no","12years","white","no",16,0,0,9,"south",179969
25,"no","no","no","9-11years","white","no",20.5,0,1,32,"south",187713
40,"no","yes","yes","16years","black","no",15,1,1,14.4,"south",110835
40,"no","yes","yes","9-11years","other","no",12.5,0,2,15,"south",89674
0,"yes","no","yes","9-11years","white","no",20.5,0,1,18,"south",101134
40,"no","yes","no","12years","white","no",42,0,0,12.877,"south",240584
0,"no","no","no","<9years","white","no",41,0,0,16,"south",164445
0,"yes","no","yes","12years","white","no",13,1,2,17,"south",255426
40,"yes","yes","yes","<9years","white","no",21,0,3,13.411,"south",255426
40,"no","no","no","9-11years","white","no",19.5,0,0,24,"south",266416
30,"no","no","no","12years","black","no",35,1,0,0,"south",302406
42,"no","yes","no","12years","white","no",10,1,0,26,"south",251380
0,"yes","no","yes","13-15years","white","no",11,2,0,37,"south",124567
30,"yes","no","yes","12years","white","no",42,0,0,0,"south",122572
38,"yes","no","yes","12years","white","no",15,1,0,30,"south",124567
0,"yes","no","yes","12years","white","no",26,1,0,20,"south",130721
0,"no","no","no","12years","white","no",22,0,2,0,"south",129927
0,"yes","no","yes","13-15years","white","no",25,0,0,75,"south",231625
16,"yes","no","yes","16years","white","no",13,0,2,22.5,"south",268512
40,"no","no","no","12years","white","no",21,0,0,26,"south",101134
40,"no","yes","yes","12years","white","no",42,0,0,0,"south",95409
40,"yes","yes","yes","12years","white","no",37,0,0,28,"south",107949
40,"no","yes","no","16years","white","no",18,1,1,21,"south",101134
0,"no","no","no","<9years","white","yes",21,2,2,12.4,"south",81659
0,"no","no","no","9-11years","white","yes",19.5,3,2,4.32,"south",85173
0,"no","no","no","<9years","white","yes",23,0,3,6,"south",84380
40,"no","no","no","<9years","white","no",24,0,2,0,"south",84380
0,"no","no","no","12years","white","yes",9,1,0,0,"south",93355
0,"no","no","no","<9years","white","no",46,0,0,0,"south",97239
40,"yes","no","yes","13-15years","other","no",25,0,0,32.269,"south",204513
30,"yes","no","yes","16years","white","no",12,1,1,52,"south",237082
0,"yes","no","yes","13-15years","white","no",30,0,0,108.84,"south",226440
40,"no","yes","no","13-15years","white","no",8,1,0,20.8,"south",223873
36,"no","yes","yes","12years","white","no",13,0,1,32,"south",237082
0,"no","no","no","13-15years","white","no",28,0,0,30,"south",226440
0,"no","no","no","12years","white","no",39,0,0,0,"south",177351
40,"yes","yes","yes","16years","white","no",6,2,0,32,"south",253552
0,"no","no","no","9-11years","white","no",4.5,1,0,7.8,"south",124671
35,"yes","no","yes","12years","black","no",15,0,3,12,"south",123859
0,"yes","no","yes","13-15years","black","no",9,1,0,11.102,"south",123942
40,"no","no","no","9-11years","white","no",44.5,0,0,5,"south",124416
40,"no","yes","yes","13-15years","white","no",39,0,0,39.539,"south",112940
0,"no","no","no","9-11years","white","no",17.5,2,1,22,"south",107992
0,"yes","no","yes","16years","white","no",1,1,0,49,"south",296559
40,"no","yes","no","12years","white","no",7,0,0,20,"south",296559
0,"yes","no","yes","12years","black","no",11,1,1,30,"south",280480
40,"no","yes","no","13-15years","white","no",21,0,0,12,"south",109867
12,"yes","no","yes","12years","white","no",31,0,1,37,"south",99996
40,"no","yes","no","16years","white","no",29,0,0,0,"south",116558
40,"yes","no","yes","12years","white","no",16,0,1,17.5,"south",104695
50,"yes","yes","yes","12years","white","no",19,1,1,22,"south",109200
40,"no","yes","yes","9-11years","white","no",8.5,2,0,12.2,"south",106956
0,"no","yes","no","9-11years","white","no",22.5,0,0,42,"south",194194
0,"yes","no","yes","9-11years","white","no",24.5,0,1,26,"south",195381
0,"yes","no","yes","12years","white","no",11,1,1,25,"south",175810
40,"no","yes","no","13-15years","white","no",17,0,1,0,"south",194194
0,"yes","no","yes","12years","white","no",11,2,0,35.5,"south",175810
0,"no","no","no","<9years","white","no",12,1,3,11.5,"south",125315
0,"no","no","no","<9years","white","no",16,0,2,8,"south",114820
30,"no","no","no","<9years","white","no",48,0,0,0,"south",112682
38,"no","no","no","9-11years","black","no",21.5,0,3,2.3,"south",110835
40,"no","no","no","12years","white","no",25,0,0,20,"south",109090
32,"no","yes","yes","16years","white","no",31,0,0,29,"south",115733
50,"no","yes","yes","13-15years","white","no",27,0,0,11,"south",116559
40,"yes","no","yes","13-15years","white","no",16,0,2,19,"south",127287
40,"yes","yes","yes","12years","black","no",15,0,1,20,"south",123859
0,"no","yes","yes","12years","white","no",43,0,0,0,"south",113039
40,"no","no","no","9-11years","white","no",27.5,0,0,26,"south",186475
40,"yes","no","yes","12years","white","no",29,0,0,20,"south",169720
40,"no","no","no","9-11years","white","no",35.5,0,0,17,"south",197831
30,"no","no","no","13-15years","black","no",40,0,0,0,"south",261520
40,"no","no","no","12years","white","no",7,0,0,9.5,"south",181533
23,"no","yes","no","12years","white","no",35,0,0,0,"south",197688
40,"no","yes","no","13-15years","white","yes",5,0,0,5.08,"south",92146
40,"no","yes","yes","12years","white","no",12,0,0,15,"south",85173
0,"no","no","no","<9years","white","no",33,0,0,0,"south",75427
0,"no","no","no","<9years","white","no",40,0,0,8.32,"south",114923
0,"no","no","no","<9years","white","no",32,0,1,0,"south",79124
0,"no","no","no","<9years","white","no",34,0,0,30,"south",79124
40,"yes","yes","yes","13-15years","white","no",8,1,0,29.5,"south",115436
0,"no","no","no","12years","white","no",24,0,1,50,"south",206872
40,"yes","no","yes","13-15years","white","no",19,0,2,32,"south",205616
36,"yes","yes","yes","16years","white","no",20,0,1,31,"south",100575
0,"no","no","no","13-15years","white","no",7,3,0,0,"south",163668
45,"no","yes","no","12years","black","no",13,0,0,10,"south",147857
40,"no","yes","no","12years","black","no",39,0,1,16.7,"south",138309
40,"yes","yes","yes","12years","black","no",26,0,0,62.5,"south",117466
40,"yes","yes","yes","13-15years","white","no",27,0,0,50,"south",99602
40,"yes","yes","yes","12years","white","no",27,0,1,30,"south",381855
40,"yes","no","yes","16years","white","no",1,0,0,19.7,"west",157282
37,"yes","yes","yes","16years","white","no",4,0,0,27,"west",158670
40,"yes","no","yes","16years","white","yes",6,0,0,60,"west",79852
40,"yes","no","yes","13-15years","white","no",16,1,0,48.219,"west",160582
52,"yes","no","yes","12years","white","no",9,0,0,33,"west",158670
0,"no","no","no","16years","white","no",32,0,0,30,"west",171403
35,"yes","no","yes","16years","white","no",11,0,0,99.999,"west",153958
40,"no","yes","no","16years","white","no",26,0,0,75,"west",147047
40,"no","yes","no","16years","white","no",34,0,0,0,"west",151491
45,"no","yes","no","12years","white","no",9,1,0,15,"west",158670
40,"no","no","yes","13-15years","white","no",11,0,2,17.852,"west",153958
30,"yes","no","yes","12years","white","no",45,0,0,0,"west",165532
0,"no","no","no","12years","white","no",10,0,1,26.5,"west",76481
40,"no","yes","yes","12years","white","no",20,0,0,35,"west",81914
0,"yes","no","yes","12years","white","no",11,2,0,32,"west",145381
0,"yes","no","yes","13-15years","white","no",21,0,3,50,"west",161564
40,"yes","yes","yes","13-15years","white","no",27,0,0,30,"west",147047
50,"yes","no","yes","16years","white","no",15,1,1,60.9,"west",160582
0,"yes","no","yes","13-15years","white","no",30,0,0,55,"west",147047
20,"yes","no","yes",">16years","white","no",17,0,2,40,"west",161564
40,"yes","yes","yes","13-15years","white","no",32,0,0,37,"west",171403
20,"yes","no","yes","9-11years","white","no",36.5,0,0,45,"west",171403
40,"yes","no","yes","12years","white","no",24,0,0,40,"west",81996
0,"yes","no","yes","12years","black","no",3,2,0,4.368,"west",143334
0,"no","no","yes","13-15years","black","no",7,1,0,14,"west",174758
39,"yes","no","yes","9-11years","white","no",29.5,0,0,27,"west",173979
50,"no","no","no",">16years","white","no",14,0,0,5,"west",189992
25,"yes","no","yes",">16years","white","no",12,0,3,60,"west",189992
20,"no","yes","no","16years","white","no",40,0,0,50,"west",197449
13,"yes","no","yes","13-15years","white","no",4,2,0,37.5,"west",186088
0,"no","no","no","13-15years","white","yes",26,1,0,17,"west",85241
0,"no","no","no","12years","white","no",22,1,2,10,"west",156298
0,"yes","no","yes","12years","white","no",1,1,0,17,"west",216748
40,"no","yes","yes","12years","white","no",3,0,0,3.554,"west",185100
38,"no","no","yes","<9years","white","yes",17,2,2,9.4,"west",91312
40,"no","yes","no",">16years","white","no",18,0,2,0,"west",191154
10,"yes","no","yes","13-15years","white","no",43,0,0,44.081,"west",197449
0,"yes","no","yes","13-15years","white","no",17,0,1,53,"west",93087
10,"no","no","no","12years","white","no",37,0,0,0,"west",202795
40,"no","yes","no","9-11years","white","no",30.5,0,0,0,"west",164109
35,"no","no","no","9-11years","white","yes",21.5,1,0,9.1,"west",86888
0,"no","no","no","<9years","white","yes",17,1,2,20.5,"west",84246
17,"yes","no","yes","16years","white","no",16,0,1,96.8,"west",179215
40,"no","yes","no","16years","white","no",26,0,0,70,"west",164109
25,"yes","yes","yes","16years","white","no",41,0,0,20,"west",186249
0,"no","no","no","13-15years","white","no",34,0,0,0,"west",191291
40,"no","yes","no","13-15years","white","yes",18,0,2,0,"west",86888
50,"no","yes","no",">16years","white","no",13,1,1,58,"west",179215
40,"no","yes","no","16years","white","no",21,0,0,0,"west",180310
37,"yes","yes","yes","16years","white","no",11,1,1,65,"west",171822
0,"yes","no","yes","12years","white","no",46,0,0,0,"west",182079
20,"no","no","no","13-15years","white","no",3,0,0,14.495,"west",175532
50,"yes","yes","yes","12years","white","no",20,0,1,22,"west",86888
0,"no","no","no","12years","white","no",16,1,0,15,"west",171822
40,"no","yes","no","16years","white","no",26,0,0,0,"west",164109
30,"no","no","no","12years","white","no",17,0,1,0,"west",83304
35,"no","no","no","<9years","white","yes",27,0,2,0,"west",87419
18,"no","no","no","<9years","white","yes",13,1,2,12,"west",98058
20,"yes","no","yes","12years","white","yes",25,0,1,42,"west",87419
0,"no","no","no","12years","white","no",11,1,0,0,"west",162249
40,"yes","yes","yes","16years","white","no",17,1,1,25.872,"west",148218
40,"no","no","no","<9years","white","yes",20,2,3,0,"west",83304
40,"yes","no","yes","12years","white","no",6,1,0,40,"west",97200
40,"yes","no","yes","13-15years","white","yes",25,0,2,33,"west",88408
0,"no","no","no","12years","white","no",31,0,0,0,"west",205758
40,"no","no","no","<9years","white","yes",27,0,3,7,"west",87419
40,"no","yes","no","13-15years","black","no",21,1,1,5.6,"west",190204
40,"no","no","yes","12years","white","yes",16,1,2,25,"west",83304
0,"no","no","no","12years","white","yes",13,2,0,2.9,"west",84246
0,"no","no","no","12years","white","yes",14,2,2,10,"west",84246
40,"yes","no","yes","13-15years","black","no",25,0,1,0,"west",190204
40,"no","no","yes","<9years","white","yes",20,1,3,12,"west",83304
30,"yes","no","yes","9-11years","white","yes",2.5,1,0,29.12,"west",94654
18,"yes","no","yes","13-15years","white","no",26,0,0,28.6,"west",385353
20,"yes","no","yes","12years","white","no",27,0,1,35.1,"west",337693
45,"no","yes","no","16years","white","no",8,0,0,7,"west",303868
43,"yes","no","yes","13-15years","white","no",31,0,1,20.5,"west",358258
40,"no","yes","no","16years","white","no",21,0,0,1.3,"west",337693
40,"yes","no","yes","12years","white","no",27,0,1,30,"west",286547
0,"no","no","no","<9years","white","no",51,0,0,0,"west",397787
60,"no","no","no","9-11years","white","no",35.5,0,0,5.25,"west",397787
30,"yes","no","yes","16years","white","no",34,0,0,82,"west",316640
0,"yes","no","yes","16years","white","no",24,0,1,99.999,"west",307351
40,"no","no","no","16years","white","no",28,0,0,0,"west",307351
35,"yes","no","yes","16years","white","no",21,0,0,50,"west",277589
40,"yes","yes","yes","16years","white","no",18,0,2,54,"west",167821
30,"no","yes","yes","13-15years","white","no",14,0,2,14,"west",321795
43,"yes","no","yes","13-15years","black","no",16,2,0,55,"west",337178
32,"no","no","no","13-15years","white","no",14,0,0,25,"west",321795
50,"yes","no","yes","16years","white","no",24,0,0,52,"west",307351
40,"no","yes","no","16years","white","no",20,0,1,0,"west",286547
45,"yes","yes","yes","12years","white","no",44,0,0,20,"west",348814
0,"yes","no","yes","12years","white","yes",23,0,2,40,"west",134583
0,"yes","no","yes","<9years","white","no",40,0,1,39,"west",227441
40,"yes","no","yes","12years","white","no",24,0,2,8.667,"west",174541
0,"yes","no","yes","12years","white","no",21,0,3,57,"west",162352
40,"yes","no","yes","12years","white","no",21,0,3,60,"west",334866
35,"yes","no","yes","13-15years","white","no",14,0,3,68,"west",321052
50,"no","yes","yes","16years","white","no",11,0,0,60,"west",321052
16,"no","no","no","12years","white","no",18,0,2,28,"west",162352
40,"no","yes","yes","13-15years","white","yes",11,1,0,24.776,"west",155654
40,"yes","yes","yes","16years","white","no",18,0,2,47,"west",334866
0,"no","no","no","12years","white","no",17,0,2,29,"west",321052
0,"no","no","no","12years","white","no",12,0,0,60,"west",151583
40,"yes","yes","yes","12years","white","no",20,0,2,34.5,"west",334866
0,"yes","no","yes","12years","white","no",21,0,2,65,"west",165732
0,"yes","no","yes","13-15years","white","no",27,0,2,54,"west",384462
40,"no","no","no","16years","white","no",21,0,3,2,"west",336912
0,"yes","no","yes","13-15years","white","yes",9,1,3,28,"west",171372
0,"no","yes","no","12years","white","no",40,0,0,0,"west",315908
0,"yes","no","yes","12years","white","no",28,0,1,46.862,"west",306641
50,"no","yes","no",">16years","white","no",18,1,0,0,"west",336912
40,"no","yes","no","12years","white","no",38,0,0,0,"west",319036
50,"yes","yes","yes","13-15years","white","no",30,0,0,81,"west",309677
0,"no","no","no","13-15years","white","no",25,0,0,0,"west",326124
40,"yes","no","yes","13-15years","white","no",4,0,0,24,"west",317481
40,"no","yes","no","12years","white","no",19,0,2,54,"west",324142
40,"no","no","no","12years","white","no",14,0,0,15.6,"west",310771
50,"yes","yes","yes",">16years","white","no",31,0,0,40,"west",372151
28,"no","no","no","12years","white","yes",37,0,0,24,"west",209016
45,"no","yes","no",">16years","black","no",25,0,1,0,"west",292281
0,"yes","no","yes","16years","white","no",21,0,2,99.999,"west",277589
35,"yes","yes","yes","16years","white","no",24,0,2,50,"west",307351
35,"yes","no","yes","16years","white","no",34,0,0,75,"west",316640
40,"no","yes","no","16years","white","no",32,0,0,75,"west",385353
0,"yes","no","yes","13-15years","white","no",13,1,0,29.9,"west",277589
0,"no","no","no","13-15years","white","no",18,1,2,0,"west",346472
0,"yes","no","yes",">16years","white","no",39,0,0,0,"west",360070
0,"yes","no","yes","12years","white","no",30,0,0,44,"west",317269
40,"yes","no","yes","12years","white","yes",25,0,1,25.5,"west",174541
0,"no","no","no","16years","white","no",28,0,2,0,"west",374522
40,"yes","no","yes","13-15years","white","no",37,0,0,0,"west",385841
0,"no","no","no","13-15years","white","no",26,0,1,99.999,"west",374522
0,"no","no","no","9-11years","white","no",15.5,1,2,0,"west",392123
0,"no","no","no","<9years","white","no",34,0,2,7.2,"west",477733
0,"no","no","no","<9years","white","no",13,0,3,0,"west",344136
0,"yes","no","yes","12years","white","no",18,1,1,41,"west",408995
33,"no","no","no","13-15years","white","no",1,0,0,14,"west",407553
40,"yes","yes","yes","9-11years","white","yes",16.5,0,1,20.8,"west",152138
40,"no","no","no","12years","white","no",17,0,1,20,"west",318627
36,"yes","no","yes","13-15years","black","no",23,3,0,26,"west",352715
15,"yes","no","yes","12years","white","no",34,0,1,35,"west",177366
40,"no","yes","no","13-15years","white","no",23,0,0,23.5,"west",167184
40,"no","yes","yes","12years","white","yes",34,0,0,59.759,"west",207427
0,"yes","no","yes","12years","white","no",21,1,2,41,"west",332337
50,"yes","yes","yes","13-15years","white","no",10,0,0,50,"west",300876
0,"no","no","no","13-15years","white","no",10,0,0,12,"west",296316
32,"yes","no","yes","13-15years","white","no",5,0,0,22,"west",270691
0,"no","no","no","12years","white","no",24,0,0,26,"west",329300
0,"no","no","no","13-15years","white","no",19,1,2,38,"west",158684
0,"yes","no","yes","13-15years","white","yes",34,0,0,1.8,"west",211052
0,"yes","no","yes","<9years","white","yes",20,0,0,27,"west",152138
65,"no","no","no","12years","white","no",13,0,0,26,"west",259360
40,"yes","no","yes","13-15years","black","no",11,1,0,16,"west",294203
30,"no","no","no","12years","white","yes",17,0,2,3,"west",129722
0,"yes","no","yes","12years","white","no",38,0,0,0,"west",251750
40,"no","yes","yes",">16years","white","no",4,0,0,19.5,"west",244911
0,"yes","no","yes","12years","white","no",10,2,0,45,"west",122455
40,"yes","no","yes","12years","white","no",15,0,0,46,"west",259360
48,"yes","no","yes","12years","white","no",13,0,2,43,"west",255849
30,"no","no","no","16years","white","no",26,0,2,12.2,"west",244365
30,"yes","no","yes","16years","white","no",31,0,0,72,"west",284839
40,"yes","yes","yes","13-15years","white","no",17,2,2,50,"west",139538
20,"yes","no","yes","12years","white","no",16,0,2,33,"west",255849
24,"no","yes","no","13-15years","white","no",9,2,1,29.5,"west",241595
40,"no","yes","no","13-15years","white","no",23,0,0,0,"west",272173
0,"no","no","no","13-15years","white","no",38,0,0,0,"west",255205
40,"no","no","no","16years","white","no",7,0,0,45,"west",122455
40,"no","yes","no","12years","white","no",20,0,0,35,"west",157153
40,"no","yes","no","13-15years","white","no",13,2,0,25,"west",310771
20,"yes","no","yes","16years","white","no",19,2,2,45,"west",268079
40,"yes","yes","yes","16years","white","no",26,0,0,50,"west",372151
40,"yes","yes","yes","13-15years","white","yes",30,0,0,30,"west",146071
30,"no","no","yes","13-15years","white","no",18,0,0,99.999,"west",329016
0,"yes","no","yes","<9years","white","yes",39,0,1,54.7,"west",212159
40,"no","yes","yes","12years","white","no",16,0,0,12,"west",106275
43,"yes","no","yes","13-15years","white","no",23,0,3,29,"west",56162
30,"no","no","no","12years","white","no",2,0,0,10,"west",114212
45,"no","no","no","13-15years","white","no",21,0,4,26,"west",111525
40,"yes","no","yes","13-15years","white","no",11,0,2,45.258,"west",106275
30,"yes","no","yes","13-15years","white","no",18,0,0,35,"west",110848
50,"yes","yes","yes","16years","white","no",27,0,0,16.922,"west",50752
40,"no","no","no","12years","white","no",8,0,0,21,"west",109528
0,"no","yes","no","13-15years","white","yes",14,2,0,44,"west",53390
0,"yes","no","yes","16years","white","no",17,1,3,35,"west",110848
0,"yes","no","yes","16years","white","no",18,0,3,24.018,"west",110848
40,"no","yes","no","13-15years","white","no",5,0,0,4.464,"west",108570
38,"yes","no","yes","13-15years","white","no",10,3,0,26,"west",100354
40,"yes","no","yes","16years","white","no",22,0,0,27,"west",111525
40,"yes","yes","yes","13-15years","white","no",27,0,0,11,"west",101505
40,"yes","no","yes","12years","white","yes",7,0,0,27,"west",60120
0,"yes","no","yes","12years","white","no",20,0,3,18,"west",55424
40,"no","yes","no",">16years","white","no",10,1,0,9,"west",110123
40,"yes","yes","yes",">16years","white","no",14,0,0,44,"west",114861
0,"yes","no","yes","<9years","white","no",24,1,1,25.2,"west",55688
0,"yes","no","yes","13-15years","other","no",13,1,4,27,"west",94995
40,"no","yes","yes","12years","white","no",41,0,0,0,"west",104572
44,"no","yes","no","13-15years","white","no",34,0,0,18,"west",118317
20,"yes","no","yes",">16years","white","no",5,1,0,41,"west",100354
40,"no","yes","no","12years","white","no",18,0,4,20.8,"west",110848
0,"yes","no","yes","13-15years","white","no",8,2,2,38,"west",100354
0,"yes","no","yes","13-15years","white","no",15,1,4,42,"west",106275
40,"no","yes","no","16years","other","no",5,1,0,7.8,"west",31416
40,"no","yes","yes","12years","white","no",22,0,0,0,"west",75973
30,"yes","yes","yes","13-15years","white","no",16,0,2,33,"west",75973
40,"no","yes","no","13-15years","black","no",38,0,0,0,"west",94938
40,"yes","no","yes","12years","white","no",21,0,3,40,"west",75973
