"occupation","region","nkids","nkids2","nadults","lnx","stobacco","salcohol","age"
"bluecol","flanders",2,0,2,13.8381,0,0.0114974,2
"inactself","flanders",0,0,2,13.50793,0,0,4
"whitecol","flanders",0,0,2,14.16453,0,0.0271796,1
"whitecol","flanders",2,0,2,14.59027,0,0.0096739,2
"whitecol","flanders",0,0,2,14.17564,0.0020091,0.0093219,3
"inactself","flanders",0,0,2,13.5127,0,0.010786,4
"whitecol","flanders",0,0,1,13.33163,0,0.0071838,1
"whitecol","flanders",1,1,2,14.15214,0,0.0126237,1
"inactself","flanders",0,0,1,13.26485,0.006556,0,0
"whitecol","flanders",1,0,2,13.6513,0,0,0
"inactself","flanders",0,0,2,13.74252,0.0078743,0,4
"whitecol","flanders",0,0,2,13.88112,0,0.0103389,0
"inactself","flanders",1,0,3,13.6024,0,0.0069202,3
"whitecol","flanders",1,0,3,13.81709,0.0285151,0.0071647,2
"bluecol","flanders",2,0,2,13.9295,0,0.0042722,1
"whitecol","flanders",2,0,1,13.78522,0,0.0067782,2
"inactself","flanders",0,0,2,13.12684,0,0,4
"whitecol","flanders",1,0,4,14.37947,0,0,2
"inactself","flanders",2,0,2,14.43863,0,0.0192242,2
"whitecol","flanders",3,0,2,14.29026,0,0.0101591,2
"inactself","flanders",0,0,1,13.86882,0,0.0724038,4
"inactself","flanders",0,1,2,13.75595,0,0,0
"whitecol","flanders",0,0,2,13.60517,0,0,1
"inactself","flanders",0,0,2,14.7985,0.0044903,0.0088758,4
"inactself","flanders",0,0,1,13.21694,0.0471617,0.0117468,4
"inactself","flanders",0,0,2,13.48812,0.0019978,0.0026637,4
"whitecol","flanders",0,0,1,13.04013,0.0799691,0.0201682,0
"bluecol","flanders",2,0,2,14.607,0,0,1
"bluecol","flanders",1,0,3,14.18843,0,0.0161904,2
"whitecol","flanders",3,0,2,14.59784,0.0034685,0.0089158,2
"inactself","brussels",2,0,2,14.13486,0,0.0136198,3
"inactself","flanders",0,0,2,13.22609,0,0.0085676,4
"inactself","flanders",0,0,1,13.06419,0,0,4
"inactself","flanders",0,0,2,13.70884,0.0499986,0.003538,3
"inactself","flanders",0,0,2,12.95011,0,0,4
"inactself","flanders",0,0,1,13.21217,0.0136019,0.0041464,4
"bluecol","flanders",1,0,2,13.37173,0,0.0018516,1
"inactself","flanders",0,0,2,13.61398,0,0.0143172,3
"inactself","brussels",0,0,2,13.3042,0,0.0030015,4
"whitecol","flanders",0,1,2,13.77295,0.0405705,0.0110943,0
"whitecol","flanders",2,0,2,14.98243,0,0.0191716,2
"whitecol","flanders",2,0,2,14.10464,0,0.0279855,1
"inactself","flanders",0,0,1,13.49627,0,0.0043925,1
"whitecol","flanders",1,0,2,14.71132,0,0.0336045,1
"inactself","flanders",0,0,1,13.21075,0,0.0039546,4
"inactself","flanders",0,0,3,14.03863,0.0659533,0.0162747,3
"inactself","flanders",0,0,2,13.71751,0,0.0162246,2
"inactself","flanders",0,0,2,14.71081,0,0.0170632,4
"inactself","flanders",0,0,2,13.73073,0,0.018404,4
"inactself","flanders",0,0,2,14.2788,0,0.0176984,4
"inactself","flanders",0,0,2,13.87863,0.002394,0.0095085,4
"whitecol","flanders",0,0,2,14.54287,0.012843,0.0028662,1
"bluecol","flanders",1,0,3,13.83523,0.0339128,0.0579698,2
"inactself","flanders",0,0,2,13.65277,0.000353,0.012085,4
"whitecol","flanders",0,0,3,14.01735,0,0,1
"whitecol","flanders",0,0,1,13.0503,0.0185712,0,1
"whitecol","flanders",1,0,2,13.78001,0,0.0046585,1
"whitecol","flanders",0,0,1,13.46947,0,0.014553,2
"whitecol","flanders",0,0,2,13.89755,0,0,0
"inactself","flanders",0,0,1,13.38787,0.0393837,0.0239891,4
"inactself","flanders",0,0,1,12.85851,0.0066399,0.0202478,2
"inactself","flanders",0,0,1,13.56329,0,0.0155507,4
"inactself","brussels",0,0,2,13.79785,0,0.0186138,4
"whitecol","flanders",1,0,2,14.43287,0.062311,0.0236319,2
"inactself","flanders",0,0,2,13.78398,0.0312088,0.0888954,4
"inactself","flanders",0,0,2,13.61677,0,0,4
"inactself","flanders",1,0,4,15.06152,0,0.0191992,2
"whitecol","flanders",2,0,2,14.39351,0,0.0138482,1
"whitecol","flanders",0,0,3,14.29212,0.0151992,0.0380203,2
"inactself","flanders",0,0,2,13.41909,0,0,4
"inactself","flanders",0,0,2,13.6261,0,0.0034081,0
"inactself","flanders",0,0,2,14.18711,0,0,4
"whitecol","flanders",3,0,2,14.20363,0.0405099,0.0055949,2
"inactself","flanders",0,0,2,13.30343,0,0.0459979,4
"inactself","flanders",0,0,2,13.66327,0,0,4
"whitecol","flanders",0,0,2,14.19474,0,0.0280804,0
"inactself","flanders",0,0,2,13.42392,0,0.0061777,0
"inactself","flanders",0,0,5,13.99684,0.0067567,0.0213713,2
"whitecol","flanders",0,0,2,14.07694,0.0174624,0.0189592,2
"inactself","flanders",0,0,1,12.06343,0.0137014,0,4
"inactself","flanders",0,0,1,13.13612,0,0.0050895,1
"whitecol","flanders",1,0,2,13.72446,0.0786663,0.0009201,2
"whitecol","flanders",0,0,5,14.34199,0,0.0103913,3
"inactself","flanders",0,0,2,13.63265,0.0144078,0.0114686,4
"whitecol","flanders",0,0,3,14.1573,0,0.0315269,2
"inactself","flanders",0,0,2,13.64532,0,0.0230468,2
"inactself","flanders",0,0,4,13.60947,0.0353897,0.0078152,2
"inactself","flanders",0,0,2,13.62969,0,0.0487416,4
"whitecol","flanders",2,0,2,14.42947,0,0.0269129,1
"whitecol","flanders",2,1,2,13.67559,0,0.0016149,2
"bluecol","flanders",1,0,3,13.94651,0,0.0183585,2
"inactself","flanders",0,0,2,13.82795,0,0,4
"whitecol","flanders",2,0,2,14.30429,0.0344472,0.0028927,1
"inactself","flanders",0,0,2,14.14706,0.0156195,0.0214022,4
"whitecol","flanders",2,0,1,12.93363,0,0.0151013,1
"inactself","flanders",0,0,2,13.82927,0,0.0114217,4
"whitecol","flanders",0,0,2,14.00272,0.0028958,0,1
"inactself","flanders",1,0,2,13.63881,0.0033507,0.011484,0
"inactself","flanders",0,0,3,14.35612,0,0.0013838,4
"inactself","flanders",0,0,2,14.0114,0,0.0171754,4
"whitecol","flanders",0,0,2,13.84863,0,0.0322501,2
"whitecol","flanders",1,0,3,14.65655,0,0.0170741,2
"whitecol","flanders",0,0,2,13.86617,0,0.003137,1
"whitecol","flanders",0,0,3,13.94274,0.1023989,0,2
"whitecol","flanders",2,0,2,14.48982,0,0.010394,1
"whitecol","flanders",1,1,2,14.15036,0,0.0063703,1
"bluecol","flanders",0,0,1,13.20203,0,0.0015957,0
"inactself","flanders",0,0,1,13.18952,0.0797727,0.010682,2
"inactself","flanders",0,0,3,14.00681,0.0763121,0,3
"bluecol","flanders",4,0,2,13.65469,0.0119797,0,1
"inactself","flanders",0,0,2,13.87554,0.0017403,0.0172563,4
"inactself","flanders",0,0,1,13.09989,0,0.0155127,4
"whitecol","flanders",1,1,2,13.80439,0,0.0191234,1
"inactself","flanders",0,0,2,13.53609,0.0293883,0.0028087,4
"inactself","flanders",0,0,2,13.48579,0.010777,0.0024196,4
"bluecol","flanders",2,0,2,14.11553,0.0010668,0.0064006,1
"inactself","flanders",0,0,2,13.35057,0,0.0210516,4
"inactself","flanders",0,0,1,12.25426,0,0,4
"inactself","flanders",0,0,1,13.49785,0.099581,0.002473,4
"bluecol","flanders",1,0,4,14.32586,0.0128942,0.0148703,3
"whitecol","flanders",0,0,5,15.07086,0,0.0053957,2
"whitecol","flanders",0,0,2,14.14964,0.0206197,0.005528,2
"inactself","flanders",0,0,1,12.87714,0,0,1
"bluecol","flanders",4,0,2,14.03664,0.0099464,0.0077147,1
"inactself","flanders",0,0,3,13.70098,0.0497204,0.0204533,4
"inactself","flanders",0,0,2,13.69614,0.0162258,0,4
"inactself","flanders",0,0,1,14.21723,0,0,4
"whitecol","flanders",2,0,2,14.36667,0,0.0032779,2
"whitecol","flanders",0,0,2,13.25629,0,0.0090054,2
"inactself","flanders",2,0,2,14.22986,0.0392324,0.0054137,1
"inactself","flanders",0,0,2,13.89363,0,0.0176018,4
"inactself","flanders",0,0,3,13.6973,0,0,3
"inactself","flanders",0,0,2,13.49712,0.0184624,0.0026068,3
"whitecol","flanders",2,0,2,14.12099,0,0,1
"inactself","flanders",0,0,2,13.94725,0,0.0198665,4
"bluecol","flanders",1,0,3,13.98577,0.0070343,0.0307081,2
"inactself","flanders",0,0,2,13.59117,0,0.0126063,4
"whitecol","flanders",0,1,1,13.35034,0,0,1
"whitecol","flanders",0,0,3,13.61976,0.0222812,0.0292185,2
"whitecol","flanders",1,0,3,14.92217,0,0.0076496,2
"inactself","flanders",0,0,2,13.56906,0,0.0023798,4
"whitecol","flanders",0,0,4,13.5981,0,0.0133781,2
"whitecol","flanders",0,0,3,14.664,0.0049313,0.0099909,2
"inactself","flanders",0,0,2,13.57443,0,0.0105832,4
"inactself","flanders",0,0,1,12.72521,0,0.0446276,4
"inactself","flanders",0,0,2,13.52102,0,0.0105113,4
"whitecol","flanders",0,0,1,13.51293,0,0,1
"whitecol","flanders",1,0,4,14.20752,0,0.0002433,2
"inactself","flanders",0,0,2,13.30975,0,0.0330321,4
"whitecol","flanders",0,0,2,13.97491,0,0.0099556,3
"bluecol","flanders",0,0,3,14.03938,0.0316691,0.013037,2
"inactself","flanders",0,0,2,13.83307,0,0.0346071,3
"inactself","flanders",3,0,2,14.52871,0.003705,0.0182072,1
"bluecol","flanders",0,0,2,14.02376,0,0.0133591,0
"inactself","flanders",0,0,3,14.54125,0,0.061493,4
"bluecol","flanders",2,0,2,14.12741,0.0163321,0.0031625,1
"whitecol","flanders",0,0,4,14.00231,0,0.0088901,2
"inactself","flanders",0,0,2,13.05231,0,0.0411351,4
"inactself","flanders",0,0,1,12.9698,0,0.0477481,4
"whitecol","flanders",1,0,2,14.21829,0.0104681,0.0106285,1
"inactself","flanders",0,0,2,13.36698,0,0,4
"inactself","brussels",0,0,1,12.6988,0,0,3
"inactself","flanders",0,0,2,13.87713,0.0047388,0.0232089,3
"whitecol","flanders",2,0,3,14.22901,0,0.0078249,2
"bluecol","flanders",0,0,4,14.03164,0,0.0302957,3
"whitecol","flanders",0,0,3,13.97106,0,0.0663119,2
"bluecol","flanders",2,0,2,13.91733,0,0.0042089,2
"inactself","flanders",0,0,1,12.36959,0,0.0438164,4
"whitecol","flanders",1,0,2,14.07064,0.0095953,0.0025941,1
"whitecol","flanders",0,0,3,13.64276,0,0.0471197,2
"inactself","flanders",0,0,1,13.37596,0,0.0103115,4
"bluecol","flanders",3,0,2,13.66202,0,0.0173485,1
"inactself","flanders",0,0,2,13.66404,0,0.0124824,4
"inactself","flanders",0,0,3,14.07209,0.0009749,0.0207775,3
"inactself","flanders",0,0,2,13.65242,0.0124589,0.0037998,3
"inactself","flanders",0,0,3,13.38502,0,0.0106861,4
"inactself","flanders",0,0,2,13.9282,0,0.0839768,4
"whitecol","flanders",0,0,6,14.1358,0,0.0048827,3
"inactself","flanders",0,0,2,13.59213,0,0.0257112,4
"whitecol","flanders",1,1,2,14.24373,0,0.0664186,1
"inactself","flanders",0,0,2,14.35991,0,0.0080484,4
"whitecol","flanders",2,0,2,13.81911,0,0.0165404,1
"inactself","flanders",0,0,2,13.85315,0,0.0368313,4
"inactself","flanders",0,0,2,13.59091,0,0.0398381,4
"inactself","flanders",0,0,2,13.7698,0.0183143,0.0211929,4
"inactself","flanders",0,0,2,13.5054,0.0226789,0.0098504,4
"bluecol","flanders",0,0,2,13.99348,0.0128559,0.0052227,2
"bluecol","flanders",1,0,3,13.77999,0,0.0201305,2
"inactself","flanders",0,0,1,13.15595,0,0.0053377,4
"inactself","flanders",0,0,1,12.96521,0,0.0481646,4
"inactself","flanders",1,0,2,13.3706,0,0.0108601,1
"inactself","flanders",0,0,3,14.04349,0,0.0295401,3
"bluecol","flanders",0,0,2,13.76946,0.0236421,0.0050262,3
"inactself","flanders",2,0,2,14.14549,0,0.018471,2
"bluecol","flanders",1,1,2,14.13064,0.0021891,0.0027845,0
"whitecol","flanders",0,0,3,14.00164,0,0.0462584,2
"inactself","flanders",0,0,2,13.87509,0,0.0396838,4
"whitecol","flanders",2,0,4,14.09699,0.0108672,0.0118603,2
"inactself","flanders",2,1,2,14.27431,0,0.0025206,1
"whitecol","flanders",1,0,3,14.739,0.0085065,0.0315814,2
"inactself","flanders",0,1,2,14.85038,0,0.0838318,1
"inactself","flanders",0,0,1,13.68247,0.0042356,0.0365306,4
"whitecol","flanders",2,0,2,14.02703,0.01384,0.0272429,1
"whitecol","flanders",0,0,4,14.59665,0.005795,0.0066045,2
"inactself","flanders",0,0,2,13.61036,0,0.027832,4
"bluecol","flanders",2,0,2,13.53611,0.0455255,0.0240877,2
"bluecol","flanders",0,0,2,13.92484,0,0.0451802,1
"inactself","flanders",0,0,2,13.48184,0,0.0905668,4
"whitecol","flanders",0,0,3,14.54774,0.0009521,0.0199081,3
"whitecol","flanders",0,0,3,13.94837,0.0018913,0.0065879,3
"inactself","flanders",0,0,1,13.21025,0,0.0067041,0
"inactself","flanders",0,0,2,13.50329,0,0.0048208,4
"whitecol","flanders",0,0,2,14.1903,0,0.0033657,1
"whitecol","flanders",0,0,4,14.10921,0.0217029,0.0397261,2
"whitecol","flanders",1,0,2,13.87,0,0.0031704,1
"whitecol","flanders",3,1,2,14.03106,0,0.008435,1
"inactself","flanders",0,0,2,13.79008,0,0.0385172,4
"whitecol","flanders",0,0,1,13.6088,0,0.0058432,1
"whitecol","flanders",1,0,2,13.83695,0,0.0038525,2
"whitecol","flanders",4,0,2,14.02057,0,0.0088954,2
"inactself","flanders",3,0,3,14.4272,0.0115539,0.0051683,2
"inactself","flanders",0,0,2,13.53107,0.014449,0.0337623,4
"inactself","flanders",0,0,2,13.5562,0,0.0040281,4
"inactself","flanders",0,0,2,13.80454,0.0032151,0.0326119,3
"inactself","flanders",0,0,2,13.57523,0,0.0943657,4
"bluecol","flanders",0,0,1,13.38243,0,0.0138996,1
"whitecol","flanders",3,0,2,14.16482,0,0.0001015,2
"inactself","flanders",0,0,2,13.75047,0,0.0285327,4
"inactself","flanders",0,0,3,13.53003,0.015007,0.0714747,3
"inactself","flanders",0,0,2,13.28053,0.0291354,0.0444202,4
"bluecol","flanders",2,0,2,13.67867,0.0114757,0,1
"inactself","flanders",0,0,2,13.56186,0,0.0052425,4
"inactself","flanders",0,0,1,13.06175,0,0.0150958,3
"whitecol","walloon",0,0,1,13.27826,0,0.0180712,1
"whitecol","flanders",0,1,2,13.80369,0,0.0077106,0
"inactself","flanders",0,0,1,13.20445,0,0,4
"bluecol","flanders",2,0,2,13.60429,0,0.0149556,1
"inactself","flanders",0,0,2,13.48483,0,0.0135294,4
"inactself","flanders",0,0,2,13.74609,0,0.0998008,4
"inactself","flanders",0,0,2,14.13432,0,0.0291809,4
"inactself","flanders",0,0,1,14.03152,0,0.0733648,4
"inactself","flanders",0,0,4,13.70058,0,0.0057885,4
"inactself","flanders",0,0,2,13.26854,0,0.0584551,4
"bluecol","flanders",2,0,2,14.0246,0,0.005384,0
"whitecol","flanders",0,0,1,13.56321,0.014826,0.004247,1
"whitecol","flanders",3,0,2,14.35128,0,0.0097333,1
"whitecol","flanders",2,0,1,13.33384,0.0046621,0.0067794,1
"bluecol","flanders",0,0,3,13.89275,0.0285661,0.0122595,2
"inactself","flanders",0,0,3,13.89625,0,0.0237979,3
"inactself","flanders",0,0,1,13.60274,0,0,3
"inactself","flanders",0,0,1,13.49546,0.0047927,0.0261944,4
"whitecol","flanders",0,0,2,14.15732,0,0.0278383,3
"bluecol","flanders",0,0,2,14.50553,0.0149767,0.0170181,1
"inactself","flanders",0,0,1,13.18434,0,0.0552626,4
"inactself","brussels",0,0,1,13.79371,0.045992,0.0622262,4
"whitecol","flanders",0,0,2,14.24245,0,0.0017226,3
"inactself","flanders",0,0,1,12.48913,0,0,4
"inactself","flanders",1,0,3,13.49034,0,0,2
"bluecol","flanders",2,0,2,14.05725,0.0148446,0.0154948,1
"inactself","flanders",3,2,2,13.53226,0.0191152,0,1
"bluecol","flanders",1,0,2,13.92974,0,0.0019911,2
"inactself","flanders",0,0,1,13.41351,0,0.008933,4
"inactself","flanders",1,0,1,13.04038,0,0,1
"whitecol","flanders",0,0,1,13.08696,0.0215081,0.0037795,1
"inactself","flanders",0,1,2,13.90428,0,0.002833,1
"inactself","flanders",0,0,2,13.6165,0,0.003646,4
"whitecol","flanders",0,0,1,13.26777,0.0292397,0.0257534,1
"inactself","flanders",0,0,2,13.29278,0.049769,0.0590421,4
"whitecol","flanders",0,0,2,13.83668,0,0.0229863,3
"inactself","flanders",0,0,1,13.31136,0,0.0325949,4
"inactself","flanders",0,0,1,13.99094,0,0.0452056,4
"inactself","flanders",0,0,1,12.84183,0,0,4
"whitecol","flanders",0,0,2,12.73339,0.0623235,0.0056304,1
"whitecol","flanders",0,0,2,13.36911,0,0.0285594,1
"inactself","flanders",0,0,2,13.57494,0,0.0187592,4
"inactself","flanders",0,0,2,12.74664,0,0.0052068,4
"whitecol","flanders",1,1,2,14.06457,0,0.0347259,0
"inactself","flanders",0,0,3,14.0019,0,0.0211729,4
"inactself","flanders",0,0,2,13.00223,0,0.0104195,4
"bluecol","flanders",1,0,4,13.98512,0.0080416,0.0445999,2
"inactself","flanders",0,0,2,13.61444,0,0.0095861,1
"inactself","flanders",0,0,2,13.6963,0,0.0742887,4
"inactself","flanders",0,0,2,13.52986,0,0.0373559,4
"inactself","flanders",0,0,1,13.05281,0.0432241,0.0152056,4
"inactself","flanders",1,0,1,13.8325,0,0.0148535,2
"inactself","flanders",0,0,2,13.4285,0,0.0014313,4
"inactself","flanders",0,0,1,13.09032,0,0.0031473,4
"inactself","flanders",0,0,2,13.31709,0,0,4
"inactself","flanders",0,0,1,13.85474,0,0.0007961,4
"inactself","flanders",0,0,1,14.18475,0,0.0038075,4
"inactself","flanders",0,0,2,13.80039,0,0.0172428,4
"inactself","flanders",0,0,1,12.70151,0.0658049,0.0137094,2
"bluecol","flanders",1,0,3,13.64673,0.0301175,0,2
"bluecol","flanders",0,0,2,13.41363,0,0.0007712,1
"bluecol","flanders",2,0,2,13.3945,0.0350894,0.0014626,1
"whitecol","flanders",0,0,3,14.11828,0,0.0064251,3
"whitecol","flanders",3,0,4,14.22844,0,0.0174657,1
"whitecol","flanders",2,0,2,14.54106,0,0.0072376,1
"bluecol","flanders",1,0,3,13.86707,0.03761,0,2
"inactself","flanders",0,0,2,14.12806,0,0.0290429,4
"inactself","flanders",0,0,2,13.40147,0,0.0061545,4
"inactself","flanders",0,0,1,13.07407,0,0,4
"bluecol","flanders",1,0,2,14.09197,0,0.0010831,1
"inactself","flanders",0,0,3,14.50966,0.0298631,0.0396024,4
"bluecol","flanders",0,0,2,13.87546,0,0.0429577,2
"inactself","flanders",0,0,3,14.18969,0,0.0519898,4
"inactself","flanders",0,0,2,13.95445,0,0.0163648,2
"whitecol","flanders",2,0,2,14.2051,0.0117531,0.0016256,2
"whitecol","flanders",2,0,2,13.88964,0.0035099,0.0032202,1
"inactself","flanders",0,0,2,13.4916,0,0,4
"inactself","flanders",0,0,4,13.55549,0,0.0393848,3
"inactself","flanders",0,0,2,13.51113,0.005857,0.008753,4
"bluecol","flanders",0,0,2,13.91374,0,0.0614965,2
"inactself","flanders",0,0,1,12.76032,0,0.0138915,4
"inactself","flanders",0,0,1,12.9643,0,0,4
"whitecol","flanders",0,0,3,14.15715,0,0.0115118,3
"whitecol","flanders",0,0,1,13.21378,0,0,1
"bluecol","flanders",1,1,2,14.20654,0.043923,0.0083761,0
"whitecol","flanders",1,0,2,13.6987,0,0.0058803,2
"whitecol","flanders",0,0,3,14.66819,0.0073148,0.0031408,2
"whitecol","flanders",0,0,1,13.80985,0,0,1
"inactself","flanders",0,0,3,13.98405,0,0.013738,2
"inactself","flanders",2,0,2,13.76245,0,0,0
"inactself","flanders",0,0,1,13.89619,0,0.0093347,3
"inactself","flanders",0,0,2,13.49602,0,0.0090128,4
"bluecol","flanders",1,0,2,14.38968,0,0.0288706,2
"inactself","flanders",0,0,2,13.66999,0,0.0136437,4
"bluecol","flanders",0,0,1,13.46306,0.0209114,0,2
"inactself","flanders",0,0,1,12.96215,0,0.025297,4
"inactself","flanders",2,0,2,14.41305,0,0.0054136,1
"bluecol","flanders",0,0,3,13.90158,0,0.0281535,3
"bluecol","flanders",2,0,2,13.94429,0,0.0105711,1
"inactself","flanders",0,0,2,13.5682,0,0.0070227,4
"inactself","flanders",0,0,1,12.93101,0.0069747,0.0196745,4
"inactself","flanders",1,0,6,14.48643,0,0.0128709,3
"whitecol","flanders",1,0,2,13.74263,0.0376138,0.0174118,0
"whitecol","flanders",2,0,2,13.86393,0.0161202,0.0568972,1
"inactself","flanders",3,0,2,14.85799,0,0.0295101,1
"inactself","flanders",0,0,2,13.49761,0,0.0159137,4
"inactself","flanders",0,0,2,13.49145,0,0.0038993,4
"whitecol","flanders",2,0,2,14.16904,0.0030757,0.0033706,3
"inactself","flanders",0,0,3,13.75259,0,0.0573778,4
"whitecol","flanders",0,0,3,14.16728,0,0.0388215,2
"bluecol","flanders",2,0,2,13.81803,0,0.004764,0
"whitecol","flanders",0,0,4,14.50438,0,0.0060257,2
"whitecol","flanders",2,0,2,13.91043,0,0,1
"inactself","flanders",0,0,2,13.9621,0.0062701,0.0251253,4
"inactself","flanders",2,0,2,14.08351,0.0311166,0.0094359,1
"inactself","flanders",0,0,2,13.80671,0,0.0689198,4
"whitecol","flanders",0,0,1,13.9123,0,0.0058713,2
"inactself","flanders",0,0,2,13.05484,0.011991,0.0144559,4
"inactself","flanders",0,0,2,13.80136,0,0.0167352,4
"inactself","flanders",0,0,1,13.3434,0,0.0653792,4
"bluecol","flanders",0,0,1,12.86332,0,0,1
"inactself","flanders",0,0,2,13.03259,0,0.0274881,4
"bluecol","flanders",0,2,2,13.63282,0.0048018,0.0321528,0
"whitecol","flanders",0,0,2,13.30671,0.0069858,0.0063272,3
"inactself","flanders",0,0,2,14.13977,0.001397,0.0658666,4
"whitecol","flanders",0,0,2,13.85946,0,0.0234159,1
"inactself","flanders",0,0,1,14.00539,0,0.0038111,4
"bluecol","flanders",0,1,2,13.81675,0,0.0303344,0
"whitecol","flanders",1,1,2,13.93578,0,0,1
"inactself","flanders",0,0,2,13.53379,0,0.0412413,4
"inactself","flanders",3,0,2,13.57704,0.0031987,0.0255131,1
"whitecol","flanders",5,0,2,14.07371,0,0.0031516,2
"bluecol","flanders",1,0,3,14.21657,0,0.001591,2
"whitecol","flanders",0,0,2,13.81392,0,0.0250358,2
"bluecol","flanders",1,0,2,13.87929,0.0189144,0.0095923,0
"inactself","flanders",0,0,2,13.63044,0.0072198,0.0150172,4
"bluecol","flanders",1,0,2,13.8251,0,0.0039103,0
"whitecol","flanders",1,0,4,14.32251,0,0.0434287,2
"inactself","flanders",0,0,2,13.74534,0,0.0214066,4
"whitecol","flanders",2,0,2,13.83662,0,0,1
"bluecol","flanders",0,0,3,13.76068,0,0.0112819,3
"inactself","flanders",0,0,2,13.44991,0,0.0404047,3
"inactself","flanders",0,0,1,13.10706,0.0070917,0.0104873,4
"whitecol","flanders",2,0,3,14.42716,0,0.0199797,2
"inactself","flanders",0,0,2,14.1011,0,0.0057721,1
"inactself","flanders",0,0,2,14.08954,0.0340618,0.0038776,3
"inactself","flanders",0,0,3,13.68722,0.0154434,0.0660436,4
"whitecol","flanders",1,0,2,14.17103,0.0045763,0.0104911,2
"whitecol","flanders",1,0,4,14.17626,0,0.0184467,2
"inactself","flanders",0,0,2,14.20567,0,0.009084,4
"whitecol","flanders",0,0,2,13.82358,0.0391625,0.0190694,1
"whitecol","flanders",2,0,2,14.51034,0,0.0040492,2
"inactself","flanders",0,0,2,12.80831,0,0.0261198,4
"whitecol","flanders",2,0,2,14.24096,0.017879,0.0211006,1
"inactself","flanders",0,0,2,14.50388,0,0.018267,4
"whitecol","flanders",0,1,2,14.44181,0,0.0457567,1
"whitecol","flanders",1,0,3,13.89527,0.0225701,0.0208084,2
"whitecol","flanders",1,0,1,13.72502,0,0.013281,1
"inactself","flanders",0,0,2,13.74013,0,0,4
"inactself","flanders",2,0,1,13.22148,0.0616193,0.0116935,0
"whitecol","flanders",1,1,2,14.2148,0,0.0115175,1
"bluecol","flanders",2,0,2,14.32876,0.1109695,0.0180713,2
"inactself","flanders",0,0,1,13.66536,0,0.010235,4
"whitecol","flanders",1,0,2,13.72554,0,0.0197602,1
"whitecol","flanders",0,1,2,13.92865,0,0.0552319,1
"inactself","flanders",0,0,3,13.62671,0.0053047,0.0464376,4
"whitecol","flanders",2,0,2,13.82158,0,0.0107148,1
"inactself","flanders",0,0,2,13.54888,0.0179228,0,4
"whitecol","flanders",0,0,1,13.66531,0,0.0258537,2
"inactself","flanders",0,0,2,13.47705,0,0.0077266,4
"inactself","flanders",0,0,2,13.64719,0,0,4
"inactself","flanders",0,0,2,14.18316,0,0,2
"inactself","flanders",0,0,1,13.38009,0,0.0075117,4
"inactself","flanders",0,0,1,12.95924,0,0.0358804,4
"whitecol","flanders",2,0,2,14.13459,0,0.0068379,2
"inactself","flanders",2,0,2,14.58719,0.0187261,0.0015198,1
"bluecol","flanders",2,0,2,14.02759,0,0.0242525,1
"whitecol","flanders",2,0,2,14.57724,0.0018207,0.0011205,2
"whitecol","flanders",0,0,4,14.77464,0,0.0007626,2
"whitecol","flanders",0,0,2,13.7046,0.0114768,0,2
"inactself","flanders",0,0,1,12.90109,0.1155833,0,4
"whitecol","flanders",0,0,2,14.06839,0.0328192,0.0852629,1
"whitecol","flanders",0,0,2,13.77109,0,0,2
"whitecol","flanders",0,1,2,14.17337,0.0182903,0.0035015,1
"bluecol","flanders",2,0,4,13.91898,0,0.0036357,2
"bluecol","flanders",0,0,2,13.66279,0,0.00699,3
"whitecol","flanders",0,0,4,14.25473,0,0.0037512,2
"whitecol","flanders",3,0,2,14.29893,0.0027528,0.0112555,1
"bluecol","flanders",1,0,2,13.82135,0,0.012813,1
"bluecol","flanders",0,0,3,13.30955,0.0325695,0.0033172,1
"bluecol","flanders",0,0,1,13.37296,0.0191658,0,0
"inactself","flanders",0,0,5,13.84021,0.0123745,0.015477,4
"inactself","flanders",0,0,2,12.80972,0.0564309,0.0094817,3
"inactself","flanders",0,0,2,13.6852,0,0,4
"whitecol","flanders",2,0,1,13.94688,0.0303264,0.0092494,1
"bluecol","flanders",0,1,2,14.22303,0.0100594,0.0066424,1
"whitecol","flanders",1,0,2,14.32218,0.0387528,0.0133731,1
"whitecol","flanders",2,0,1,13.83246,0,0,1
"bluecol","flanders",0,0,2,13.61521,0,0,3
"whitecol","flanders",2,0,3,14.28611,0,0,2
"whitecol","flanders",2,0,3,14.70109,0,0.019421,3
"whitecol","flanders",4,0,2,14.472,0,0.0280621,2
"inactself","flanders",0,0,1,13.73173,0.0386718,0.0195729,4
"whitecol","flanders",1,0,2,14.05502,0.0147328,0.0135712,1
"inactself","flanders",0,0,1,13.18185,0.0565349,0.0036182,3
"whitecol","flanders",0,0,4,14.67705,0,0.0029255,2
"inactself","flanders",0,0,3,14.24956,0.0098192,0,4
"bluecol","flanders",0,0,3,14.15429,0.010185,0.0187246,2
"inactself","flanders",0,0,2,13.29561,0,0.0070638,4
"bluecol","flanders",1,0,5,13.89142,0.0861463,0.012046,2
"bluecol","flanders",0,0,3,13.90364,0,0.0157124,2
"whitecol","flanders",3,0,2,14.46848,0,0.0228519,2
"bluecol","flanders",2,0,2,13.26373,0.0043756,0.0048132,1
"bluecol","flanders",0,0,2,13.60578,0.0777154,0.0075925,2
"whitecol","flanders",2,0,2,14.3651,0.0113175,0.01494,1
