"year","fi","sector","geo","patent","rdexp","spil"
1986,66,1,3,23,4.34348862,10.2147406
1986,67,5,3,26,5.64863066,10.5805428
1986,68,7,3,46,4.17551234,7.99960093
1986,69,5,3,6,4.7451442,10.5848241
1986,70,9,3,0,4.03056456,8.86208188
1986,71,2,1,135,4.94813289,9.79868878
1986,72,2,3,19,4.23939472,9.80265344
1986,73,3,3,91,6.68947792,9.50841528
1986,74,5,2,457,7.64310603,10.5336727
1986,75,2,1,353,7.08544181,9.73841094
1986,76,15,2,58,6.79743287,9.90633779
1986,77,3,3,83,6.0203127,9.53711013
1986,78,2,1,82,4.68150422,9.80051826
1986,79,3,3,557,8.26308741,9.24941499
1986,80,2,1,157,5.36273324,9.79466096
1986,81,10,3,5,4.68573808,9.10222541
1986,82,5,3,0,5.40574891,10.5820969
1986,83,3,3,4,4.03056456,9.56242135
1986,84,6,3,3,3.63630164,8.00130326
1986,85,4,3,19,6.23163308,9.07597352
1986,86,9,3,0,3.63886903,8.86466297
1986,87,6,3,5,3.6181429,8.00153203
1986,88,13,3,30,4.68483759,6.82496363
1986,89,4,3,71,6.0320914,9.08644161
1986,90,5,3,0,4.74683911,10.5848192
1986,91,1,3,1,6.17175152,10.1999055
1986,92,14,3,0,3.45654748,9.56414876
1986,93,2,3,33,3.91104692,9.80372658
1986,94,4,3,2,3.94181858,9.12693333
1986,95,1,3,7,5.36437912,10.2097218
1986,96,5,2,1,7.46742773,10.5425818
1986,97,12,3,1,3.56436651,8.3541938
1986,98,15,2,21,6.29665758,9.92377421
1986,99,1,3,2,6.1994697,10.1994049
1986,100,13,3,15,3.47181495,6.90439011
1986,101,4,3,7,3.62596563,9.12844865
1986,102,4,3,83,6.14867674,9.08059388
1986,103,9,3,1,3.4657359,8.86551727
1986,104,12,3,188,6.31036164,8.22497597
1986,105,7,3,89,5.40902939,7.94499812
1986,106,2,3,68,6.23488885,9.77796865
1986,107,2,1,25,5.47980064,9.793183
1986,108,2,3,11,3.60496748,9.80445394
1986,109,5,3,87,6.1737861,10.5755484
1986,110,2,3,4,3.47785726,9.80469628
1986,111,5,3,0,5.37978495,10.5822417
1986,112,1,3,0,4.10244177,10.2153443
1986,113,3,3,57,5.74581349,9.54421291
1986,114,5,2,203,7.70459112,10.5301441
1986,115,15,2,28,7.05042938,9.89340073
1986,116,1,3,0,5.91099492,10.2039845
1986,117,2,3,21,4.00065908,9.80346784
1986,118,9,2,5,4.31103828,8.85949677
1986,119,1,3,0,3.68643745,10.2160976
1986,120,8,3,2,4.11844211,7.86480596
1986,121,6,3,0,4.38202664,7.98711566
1986,122,9,3,17,4.62926774,8.85552333
1986,123,4,3,53,5.79092934,9.0964952
1986,124,5,3,8,7.73815958,10.5281185
1986,125,7,1,206,4.46394376,7.99227287
1986,126,4,3,1,3.7952151,9.12769657
1986,127,3,3,26,3.9679883,9.56266145
1986,128,9,3,41,4.8163399,8.85251395
1986,129,8,3,50,5.29097339,7.81073052
1986,130,6,3,112,6.14700799,7.8459952
1986,131,15,1,52,6.03270766,9.92992446
1986,132,6,3,1,3.53350852,8.00254453
1986,133,6,3,0,3.91494556,7.99720921
1986,134,5,3,55,4.17250934,10.5860918
1986,135,5,3,1,5.51264165,10.5814595
1986,136,15,1,12,6.23493382,9.92536472
1986,137,15,1,50,6.42836189,9.9200237
1986,138,5,1,124,6.24457447,10.574649
1986,139,12,3,31,5.98534832,8.26506219
1986,140,2,3,25,4.86415162,9.79931882
1986,141,15,1,4,4.27682761,9.94657673
1986,142,15,1,2,6.02259742,9.93012863
1986,143,4,3,0,5.33236525,9.10989568
1986,144,7,3,29,5.93502324,7.88863191
1986,145,5,3,3,3.29312316,10.5870502
1986,146,13,3,3,3.8360371,6.89009439
1986,147,5,1,897,8.08288677,10.5025111
1986,148,10,1,0,3.9928393,9.10824405
1986,149,2,1,22,5.51359203,9.79272275
1986,150,5,3,7,3.70820373,10.5867005
1986,151,3,3,2,4.10405338,9.56211944
1986,152,2,2,117,5.46711777,9.79335171
1986,153,1,3,26,4.17100444,10.2151872
1986,154,3,3,7,4.4366072,9.56043664
1986,155,5,2,10,4.86001684,10.5844698
1986,156,9,3,80,5.26458401,8.84247311
1986,157,12,3,0,4.41324165,8.34301574
1986,158,9,3,0,3.90320374,8.86303504
1986,159,7,3,31,5.0504812,7.96857716
1986,160,5,3,56,5.98166055,10.5776884
1986,161,12,3,3,4.64813622,8.33779983
1986,162,5,1,145,7.21553816,10.5528127
1986,163,10,3,0,3.50166791,9.11057126
1986,164,5,2,411,7.21843324,10.5527097
1986,165,12,3,25,5.37370821,8.31081198
1986,166,2,1,1,3.60978618,9.80444413
1986,167,13,3,7,3.55882633,6.9014491
1986,168,2,3,96,4.97251966,9.79849561
1986,169,3,3,30,6.06435226,9.53577229
1986,170,1,3,61,6.72383244,10.1866972
1986,171,7,3,2,4.16496213,7.99983009
1986,172,4,3,17,5.72501879,9.09883201
1986,173,5,3,23,4.3856785,10.5857023
1986,174,15,1,4,6.98408932,9.89713282
1986,175,3,3,27,5.28752766,9.55241658
1986,176,4,3,70,5.28505913,9.11095224
1986,177,5,3,205,5.48063892,10.5816576
1986,178,6,3,1,3.39957004,6.90663905
1986,179,12,3,1,4.28610651,8.34535869
1986,180,3,3,74,6.45227975,9.52093663
1986,181,3,3,2,4.57747306,9.5595357
1987,1,4,3,39,5.83427393,9.21622793
1987,2,5,3,71,5.45718726,10.6258251
1987,3,2,3,38,3.97880593,9.85624048
1987,4,2,1,76,6.00449272,9.83762772
1987,5,11,4,1,4.61208137,8.70705458
1987,6,5,1,6,7.46556226,10.5884116
1987,7,1,3,24,5.93602984,10.2943351
1987,8,11,3,0,5.10189497,8.69647186
1987,9,3,3,10,5.13139228,9.55641019
1987,10,2,3,100,5.70220444,9.84325762
1987,11,4,3,21,5.45516747,9.22689278
1987,12,7,3,45,5.47001823,7.87266867
1987,13,5,3,32,5.26268529,10.6268307
1987,14,3,3,5,3.96991698,9.56460239
1987,15,3,3,0,5.20206067,9.555533
1987,16,5,3,5,3.38498339,10.6307884
1987,17,12,3,1,3.91674222,8.33114065
1987,18,7,3,10,4.26205341,7.93418007
1987,19,5,3,236,7.64517733,10.5797103
1987,20,14,3,0,3.88808697,9.56489444
1987,21,2,1,490,6.85615503,9.8081202
1987,22,4,3,66,5.23787012,9.23137724
1987,23,2,1,487,7.22949139,9.78419524
1987,24,9,3,25,4.3537206,8.85956625
1987,25,10,3,15,3.64586727,9.15358442
1987,26,15,1,68,6.28922801,9.90197023
1987,27,1,3,41,6.65873582,10.2806742
1987,28,10,3,2,3.9573382,9.15210136
1987,29,9,3,12,4.06197513,8.862357
1987,30,13,3,10,3.74677343,8.03763877
1987,31,3,2,193,6.07298264,9.5375046
1987,32,10,3,0,5.0134695,9.14164779
1987,33,7,3,21,5.46201819,7.87338935
1987,34,15,3,7,6.62629788,9.89109765
1987,35,6,3,2,4.57345201,8.01987657
1987,36,5,3,3,5.72159823,10.6241007
1987,37,8,3,39,4.54773348,7.83307057
1987,38,6,3,8,3.77970725,8.03718019
1987,39,3,3,2,4.63407663,9.5610911
1987,40,10,3,3,4.33282248,9.14957109
1987,41,15,1,17,7.7890462,9.80335777
1987,42,10,3,0,3.83638559,9.15273293
1987,43,3,3,0,5.01598206,9.5577145
1987,44,10,3,62,5.30960629,9.13607918
1987,45,3,3,51,6.86266686,9.49914826
1987,46,2,3,186,6.45184301,9.82534317
1987,47,9,3,0,3.65569536,8.8650999
1987,48,2,3,265,7.05362743,9.79665033
1987,49,9,3,234,6.8442884,8.72918518
1987,50,10,3,37,4.69901718,9.14598562
1987,51,7,1,27,6.10169219,7.78962514
1987,52,2,1,55,4.47755107,9.85442694
1987,53,5,3,17,5.18789835,10.627168
1987,54,2,3,23,3.8585863,9.85655782
1987,55,7,3,119,6.20605698,7.76907531
1987,56,15,1,48,6.00996561,9.90852209
1987,57,2,3,6,4.82736722,9.85248924
1987,58,15,3,75,8.15360156,9.74288084
1987,59,3,2,225,7.13070736,9.47688856
1987,60,1,3,0,5.77027037,10.2962884
1987,61,15,3,78,8.32506782,9.70396267
1987,62,9,3,17,4.27398198,8.86041234
1987,63,11,3,4,4.27310324,8.71183184
1987,64,2,3,41,3.88030483,9.85650329
1987,65,2,3,59,4.62019394,9.85371802
1987,66,1,3,29,4.54429432,10.3039066
1987,67,5,3,35,5.47001823,10.6257516
1987,68,7,3,35,4.05379847,7.93894809
1987,69,5,3,1,4.71524992,10.6288023
1987,70,9,3,0,4.18589205,8.86127114
1987,71,2,1,171,5.09432145,9.85047668
1987,72,2,3,32,4.24592403,9.85538217
1987,73,3,3,140,6.74807055,9.50687215
1987,74,5,2,377,7.69506577,10.5769875
1987,75,2,1,353,7.17421416,9.78836584
1987,76,15,2,74,6.89136469,9.87943412
1987,77,3,3,71,6.05691916,9.53800305
1987,78,2,1,74,4.69065977,9.85332847
1987,79,3,3,586,8.23811481,9.26121052
1987,80,2,1,198,5.47826449,9.84644388
1987,81,10,3,8,4.49949426,9.1481022
1987,82,5,3,2,5.50443891,10.6255496
1987,83,3,3,0,4.15669289,9.56383867
1987,84,6,3,0,3.74229915,8.0376999
1987,85,4,3,17,6.36943432,9.19188493
1987,86,9,3,1,3.7947129,8.86428451
1987,87,6,3,10,3.63344475,8.03910481
1987,88,13,3,22,4.64958081,6.90953809
1987,89,4,3,41,6.0893945,9.20630338
1987,90,5,3,0,4.44659472,10.6294388
1987,91,1,3,3,6.25266374,10.2895557
1987,92,14,3,0,4.01188118,9.56444305
1987,93,2,3,40,4.06360247,9.85599249
1987,94,4,3,5,4.34516831,9.24220338
1987,95,1,3,9,5.33819284,10.3000787
1987,96,5,2,1,7.5057322,10.5866052
1987,97,12,3,1,3.49991336,8.33525727
1987,98,15,2,21,6.19129706,9.90448378
1987,99,1,3,4,6.41799292,10.2863771
1987,100,13,3,14,3.80318752,6.967421
1987,101,4,3,4,3.68461303,9.24580751
1987,102,4,3,81,6.2826292,9.19681651
1987,103,9,3,4,3.61578981,8.86531367
1987,104,12,3,222,6.38071566,8.19175008
1987,105,7,3,79,5.386983,7.8798522
1987,106,2,3,50,6.26713053,9.83110631
1987,107,2,1,19,5.60986244,9.84465966
1987,108,2,3,12,3.63344475,9.85705842
1987,109,5,3,39,6.20605698,10.6194602
1987,110,2,3,8,3.50260515,9.85730148
1987,111,5,3,0,5.3331803,10.6264887
1987,112,1,3,0,4.31401315,10.3045548
1987,113,3,3,34,5.82118,9.54444521
1987,114,5,2,246,7.8652735,10.5665372
1987,115,15,2,17,6.95805606,9.87595326
1987,116,1,3,1,5.05775718,10.3017889
1987,117,2,3,9,4.07169968,9.85596769
1987,118,9,2,7,4.36477967,8.85944342
1987,119,1,3,0,3.64091676,10.3057799
1987,120,8,3,3,3.31620387,7.85923018
1987,121,6,3,0,4.3634059,8.02589428
1987,122,9,3,17,4.88763527,8.85174295
1987,123,4,3,52,5.93852672,9.21248707
1987,124,5,3,9,7.78576657,10.571654
1987,125,7,1,261,4.48786008,7.92771892
1987,126,4,3,2,3.8545863,9.24509503
1987,127,3,3,16,4.12048984,9.5639981
1987,128,9,3,38,4.90320529,8.85144499
1987,129,8,3,50,5.36995574,7.78415205
1987,130,6,3,86,6.30067295,7.86047107
1987,131,15,1,48,6.20579713,9.90412735
1987,132,6,3,0,3.79683829,8.03693553
1987,133,6,3,2,4.07008547,8.03239846
1987,134,5,3,41,4.17722147,10.6299263
1987,135,5,3,10,5.52843747,10.6254046
1987,136,15,1,1,6.24993897,9.90300907
1987,137,15,1,33,6.49245409,9.89587225
1987,138,5,1,125,6.38937018,10.61702
1987,139,12,3,25,5.99406287,8.24284731
1987,140,2,3,35,4.90039235,9.85199133
1987,141,15,1,10,4.57597506,9.92384352
1987,142,15,1,9,6.12736376,9.90599377
1987,143,4,3,1,5.4688223,9.22657635
1987,144,7,3,26,5.85905317,7.82868827
1987,145,5,3,7,2.94528511,10.631042
1987,146,13,3,4,3.96991698,6.95972649
1987,147,5,1,871,8.20438114,10.5390671
1987,148,10,1,0,4.09584906,9.15127717
1987,149,2,1,21,5.56042387,9.84535801
1987,150,5,3,5,3.73780476,10.6304866
1987,151,3,3,0,4.04057514,9.56433017
1987,152,2,2,132,5.61603168,9.84457003
1987,153,1,3,31,4.21566037,10.3047892
1987,154,3,3,11,4.63131547,9.56111108
1987,155,5,2,6,4.83569355,10.6284564
1987,156,9,3,92,5.24088066,8.84366686
1987,157,12,3,1,4.41848719,8.32322383
1987,158,9,3,0,4.06360247,8.8623436
1987,159,7,3,22,5.08036373,7.90144855
1987,160,5,3,51,6.00368849,10.621677
1987,161,12,3,8,4.69815548,8.31670159
1987,162,5,1,147,7.01854954,10.6041587
1987,163,10,3,2,3.40864053,9.15444049
1987,164,5,2,357,7.21294831,10.5981928
1987,165,12,3,16,5.29167282,8.29472713
1987,166,2,1,0,3.69408102,9.85693451
1987,167,13,3,6,3.62666506,6.97423407
1987,168,2,3,96,5.0134695,9.85114431
1987,169,3,3,45,6.33648241,9.52802723
1987,170,1,3,59,6.72323642,10.2788916
1987,171,7,3,17,3.91485721,7.94160963
1987,172,4,3,38,5.81809054,9.21677328
1987,173,5,3,29,4.33530387,10.6296563
1987,174,15,1,5,7.01991311,9.87249854
1987,175,3,3,20,5.35039087,9.5534743
1987,176,4,3,74,5.39044022,9.22833409
1987,177,5,3,157,5.31520332,10.6265783
1987,178,6,3,0,3.7904485,6.96795562
1987,179,12,3,1,4.31654159,8.32517453
1987,180,3,3,79,6.52659043,9.5193827
1987,181,3,3,6,4.58617676,9.56143004
1988,1,4,3,79,6.02683873,9.30987619
1988,2,5,3,49,5.24640017,10.660311
1988,3,2,3,82,4.1813053,9.91835738
1988,4,2,1,78,6.08968028,9.89966975
1988,5,11,4,3,4.69102265,8.71770968
1988,6,5,1,5,7.47413537,10.6227385
1988,7,1,3,23,5.93569934,10.3186865
1988,8,11,3,0,5.0274452,8.71055204
1988,9,3,3,0,5.30558352,9.68294418
1988,10,2,3,68,5.80759211,9.90509891
1988,11,4,3,21,5.48261206,9.32549857
1988,12,7,3,38,5.51322289,7.86659313
1988,13,5,3,14,5.37969149,10.6596757
1988,14,3,3,7,4.01006418,9.69202335
1988,15,3,3,1,5.51689261,9.67998487
1988,16,5,3,7,3.68018176,10.6638288
1988,17,12,3,0,4.00176538,8.40369653
1988,18,7,3,11,4.64361927,7.9203347
1988,19,5,3,185,7.7598599,10.6084447
1988,20,14,3,0,4.10161072,9.69169669
1988,21,2,1,525,6.94460715,9.86928581
1988,22,4,3,49,5.37969149,9.32759242
1988,23,2,1,563,7.2631117,9.84894587
1988,24,9,3,31,4.44324093,8.89820909
1988,25,10,3,13,3.83334673,9.20458279
1988,26,15,1,75,6.5642572,9.96962651
1988,27,1,3,58,6.52882647,10.3085243
1988,28,10,3,7,3.3947959,9.20623174
1988,29,9,3,25,4.17851589,8.90090822
1988,30,13,3,6,3.75543849,8.0223752
1988,31,3,2,299,6.22170982,9.66393206
1988,32,10,3,0,5.11142751,9.19247162
1988,33,7,3,11,5.2449589,7.88871101
1988,34,15,3,2,6.6882514,9.96523489
1988,35,6,3,25,4.19788026,8.01453981
1988,36,5,3,9,5.72363872,10.657583
1988,37,8,3,58,4.46340076,7.82684221
1988,38,6,3,4,3.27471665,8.02771363
1988,39,3,3,1,4.67640909,9.68879145
1988,40,10,3,3,4.46863912,9.20044847
1988,41,15,1,49,7.91983101,9.86917982
1988,42,10,3,13,3.95047209,9.20400501
1988,43,3,3,0,5.01457768,9.68611003
1988,44,10,3,55,5.28223616,9.1893207
1988,45,3,3,116,7.0825279,9.61927546
1988,46,2,3,149,6.55640537,9.88640916
1988,47,9,3,1,3.71408331,8.90420692
1988,48,2,3,283,7.09204997,9.86072095
1988,49,9,3,352,6.95232594,8.75752036
1988,50,10,3,52,4.70897982,9.19805194
1988,51,7,1,40,6.13790717,7.78052396
1988,52,2,1,87,4.58979647,9.91672926
1988,53,5,3,19,5.22701032,10.6603965
1988,54,2,3,35,3.97815552,9.91894996
1988,55,7,3,149,6.21915563,7.76401276
1988,56,15,1,52,6.13297751,9.98118823
1988,57,2,3,24,4.87445248,9.91512791
1988,58,15,3,95,8.36528854,9.78591034
1988,59,3,2,247,7.38045585,9.59143045
1988,60,1,3,0,5.92965702,10.3187617
1988,61,15,3,68,8.3741204,9.78376514
1988,62,9,3,5,4.65755678,8.89542772
1988,63,11,3,18,4.31291981,8.72330861
1988,64,2,3,44,3.95746512,9.91900382
1988,65,2,3,50,4.68654431,9.91623556
1988,66,1,3,13,4.71144186,10.3274647
1988,67,5,3,32,5.60115296,10.6584125
1988,68,7,3,22,4.30186997,7.93120364
1988,69,5,3,1,4.66873969,10.6622636
1988,70,9,3,0,4.04098609,8.90205036
1988,71,2,1,195,5.18529485,9.91276655
1988,72,2,3,38,4.21687676,9.91824061
1988,73,3,3,189,6.83399785,9.63653699
1988,74,5,2,445,7.8376354,10.6037486
1988,75,2,1,439,7.24506363,9.85029239
1988,76,15,2,124,7.0105758,9.95077639
1988,77,3,3,89,5.68631077,9.67710824
1988,78,2,1,82,4.83509242,9.91537757
1988,79,3,3,579,8.30108952,9.41040824
1988,80,2,1,180,5.62258814,9.90790107
1988,81,10,3,3,4.55469218,9.1996564
1988,82,5,3,8,5.6705094,10.6579554
1988,83,3,3,0,4.39830186,9.69040589
1988,84,6,3,2,3.81342575,8.02153756
1988,85,4,3,31,6.42065093,9.29160514
1988,86,9,3,1,3.89640487,8.90309204
1988,87,6,3,2,3.64509044,8.02383939
1988,88,13,3,28,4.61604971,7.01994892
1988,89,4,3,57,6.20047034,9.30273745
1988,90,5,3,0,4.28694432,10.663055
1988,91,1,3,5,6.19155498,10.3150388
1988,92,14,3,0,4.33585383,9.69071042
1988,93,2,3,31,4.08641286,9.91864922
1988,94,4,3,2,4.68148954,9.33724194
1988,95,1,3,5,5.18042038,10.3252848
1988,96,5,2,4,7.54262342,10.6196919
1988,97,12,3,1,3.33493551,8.40964226
1988,98,15,2,31,6.18737549,9.97999575
1988,99,1,3,2,6.32087978,10.3128014
1988,100,13,3,29,3.8945513,7.06534805
1988,101,4,3,7,3.87959775,9.34247141
1988,102,4,3,100,6.41290588,9.29204207
1988,103,9,3,8,3.75969382,8.9039469
1988,104,12,3,220,6.44266209,8.26620401
1988,105,7,3,121,5.34221335,7.88142292
1988,106,2,3,43,6.26179086,9.8955014
1988,107,2,1,18,5.56140343,9.90871795
1988,108,2,3,12,3.70291001,9.91958256
1988,109,5,3,97,6.40720786,10.6504972
1988,110,2,3,18,3.52372958,9.91990992
1988,111,5,3,17,5.54292445,10.6587724
1988,112,1,3,0,4.28944745,10.3287167
1988,113,3,3,15,5.93906716,9.67177835
1988,114,5,2,282,7.9814471,10.5939715
1988,115,15,2,85,6.95413449,9.95367278
1988,116,1,3,3,5.23529699,10.324956
1988,117,2,3,11,3.96786383,9.91897689
1988,118,9,2,14,4.47173354,8.89787317
1988,119,1,3,0,3.6984055,10.3297797
1988,120,8,3,6,3.3086182,7.85027309
1988,121,6,3,1,4.44002031,8.00849385
1988,122,9,3,12,4.49849208,8.89754875
1988,123,4,3,70,6.06545857,9.30839797
1988,124,5,3,6,7.83144515,10.6041367
1988,125,7,1,261,4.52254134,7.92463052
1988,126,4,3,0,3.90562152,9.34235958
1988,127,3,3,5,4.28317784,9.69095285
1988,128,9,3,40,4.91270851,8.89122229
1988,129,8,3,58,5.33237084,7.77773164
1988,130,6,3,100,6.38746538,7.82277082
1988,131,15,1,92,6.32056667,9.97677985
1988,132,6,3,3,3.9074547,8.02006999
1988,133,6,3,0,4.08947096,8.01679765
1988,134,5,3,40,4.33942739,10.6629633
1988,135,5,3,13,5.50953964,10.6589694
1988,136,15,1,3,6.35809368,9.97579162
1988,137,15,1,53,6.6266784,9.96748614
1988,138,5,1,156,6.44165755,10.6499937
1988,139,12,3,23,5.9726004,8.3249923
1988,140,2,3,20,4.95727683,9.91456911
1988,141,15,1,12,4.28970871,9.9989724
1988,142,15,1,3,6.11835522,9.98149763
1988,143,4,3,1,5.60417868,9.32272437
1988,144,7,3,28,5.77453786,7.83779758
1988,145,5,3,3,3.3086182,10.6641164
1988,146,13,3,1,4.08026844,7.05674582
1988,147,5,1,891,8.23167086,10.5728969
1988,148,10,1,0,4.07206589,9.20332869
1988,149,2,1,24,5.69976449,9.90679571
1988,150,5,3,5,3.80939349,10.663701
1988,151,3,3,1,4.11954842,9.69162909
1988,152,2,2,156,5.68174468,9.9070616
1988,153,1,3,36,4.65409057,10.3276675
1988,154,3,3,16,5.0396836,9.68587209
1988,155,5,2,11,4.93132936,10.6615141
1988,156,9,3,130,5.28084566,8.88285919
1988,157,12,3,0,4.28065895,8.39974715
1988,158,9,3,0,4.032941,8.90211239
1988,159,7,3,29,5.04321926,7.90161572
1988,160,5,3,37,6.10995634,10.654183
1988,161,12,3,14,5.0313848,8.38139307
1988,162,5,1,122,7.12876651,10.6351927
1988,163,10,3,2,3.49371368,9.20592048
1988,164,5,2,355,7.2487281,10.6313612
1988,165,12,3,16,5.32352122,8.36941813
1988,166,2,1,0,3.82879576,9.91931477
1988,167,13,3,8,3.6938806,7.07295002
1988,168,2,3,90,4.97632502,9.91443388
1988,169,3,3,21,6.44120966,9.65604814
1988,170,1,3,80,6.74518273,10.3029947
1988,171,7,3,15,3.85866454,7.94065858
1988,172,4,3,16,5.84864415,9.3159806
1988,173,5,3,24,4.29194433,10.6630465
1988,174,15,1,7,7.10488769,9.94553518
1988,175,3,3,17,5.49915379,9.68025841
1988,176,4,3,84,5.46579209,9.32585597
1988,177,5,3,133,5.15549697,10.660698
1988,178,6,3,1,3.95920577,7.06254092
1988,179,12,3,4,4.19650946,8.40105852
1988,180,3,3,88,6.58450428,9.64984119
1988,181,3,3,2,4.51857308,9.68976268
1989,1,4,3,81,6.082797,9.31668562
1989,2,5,3,70,5.17187247,10.6564059
1989,3,2,3,73,4.13289323,9.94281055
1989,4,2,1,98,6.18764093,9.92220082
1989,5,11,4,2,4.76418558,8.72294299
1989,6,5,1,5,7.45053202,10.6193549
1989,7,1,3,70,5.80739474,10.2887726
1989,8,11,3,1,5.07079744,8.71607082
1989,9,3,3,5,5.48969532,9.77402349
1989,10,2,3,65,5.87242526,9.92863746
1989,11,4,3,7,5.71823359,9.32865166
1989,12,7,3,57,5.49221648,7.87846146
1989,13,5,3,5,5.39798485,10.6553523
1989,14,3,3,8,4.09725154,9.7843285
1989,15,3,3,1,5.90485007,9.76690548
1989,16,5,3,9,4.14541949,10.6590658
1989,17,12,3,1,3.92676103,8.40898941
1989,18,7,3,7,4.58309423,7.93192636
1989,19,5,3,204,7.74766471,10.6046979
1989,20,14,3,0,4.31894266,9.78348692
1989,21,2,1,541,7.00875366,9.89132443
1989,22,4,3,63,5.36585357,9.33665028
1989,23,2,1,615,7.33027331,9.86986288
1989,24,9,3,47,4.44444774,8.92381777
1989,25,10,3,21,3.94382629,9.24020292
1989,26,15,1,75,6.621042,10.0107612
1989,27,1,3,54,6.48998773,10.2776306
1989,28,10,3,3,3.08347119,9.2430893
1989,29,9,3,16,4.11878863,8.92696491
1989,30,13,3,5,3.72952676,8.09003424
1989,31,3,2,433,6.34705489,9.755144
1989,32,10,3,0,5.32418088,9.22518018
1989,33,7,3,14,5.32842717,7.89226122
1989,34,15,3,9,6.72525903,10.0070507
1989,35,6,3,55,4.31311174,8.07986154
1989,36,5,3,4,5.3856562,10.6554161
1989,37,8,3,10,4.56143274,7.87137446
1989,38,6,3,1,3.39095589,8.09369577
1989,39,3,3,2,4.8295357,9.78066173
1989,40,10,3,3,4.58220098,9.2357172
1989,41,15,1,50,8.35989273,9.83858993
1989,42,10,3,14,4.11309061,9.23927854
1989,43,3,3,3,5.00859537,9.77927333
1989,44,10,3,46,5.32034374,9.22525762
1989,45,3,3,135,7.19441062,9.70999635
1989,46,2,3,202,6.63653092,9.9085766
1989,47,9,3,1,3.64650968,8.93003282
1989,48,2,3,385,7.09949378,9.885992
1989,49,9,3,502,6.99789132,8.77948527
1989,50,10,3,74,4.67921577,9.23474604
1989,51,7,1,32,6.21329753,7.77622357
1989,52,2,1,64,4.7096882,9.94046866
1989,53,5,3,22,5.24954904,10.6560706
1989,54,2,3,51,3.97874255,9.9432387
1989,55,7,3,150,6.248102,7.7687752
1989,56,15,1,65,3.96984933,10.041619
1989,57,2,3,31,4.87322865,9.93951777
1989,58,15,3,125,8.67371162,9.75082244
1989,59,3,2,373,7.50285551,9.68036238
1989,60,1,3,4,6.0068478,10.2862712
1989,61,15,3,77,8.43010242,9.82187259
1989,62,9,3,6,4.57502606,8.92223466
1989,63,11,3,4,4.32358304,8.72972158
1989,64,2,3,42,4.02659857,9.9431128
1989,65,2,3,83,4.69130782,9.94056608
1989,66,1,3,11,4.60952749,10.2966432
1989,67,5,3,37,5.50295003,10.6547756
1989,68,7,3,22,4.53555329,7.93355585
1989,69,5,3,7,4.50898626,10.6584153
1989,70,9,3,0,3.94043645,8.92829742
1989,71,2,1,335,5.31444222,9.9360145
1989,72,2,3,28,4.22769399,9.94251242
1989,73,3,3,208,7.01057983,9.72347591
1989,74,5,2,459,7.95711095,10.5912245
1989,75,2,1,461,7.30243103,9.87202696
1989,76,15,2,93,7.10722483,9.98942437
1989,77,3,3,91,5.59599301,9.77247651
1989,78,2,1,67,5.14814753,9.93752048
1989,79,3,3,730,8.42120156,9.49334768
1989,80,2,1,206,5.67825205,9.93168854
1989,81,10,3,5,4.59198318,9.23562353
1989,82,5,3,3,5.76476665,10.6530416
1989,83,3,3,0,4.38093434,9.78321609
1989,84,6,3,7,3.81967786,8.08882862
1989,85,4,3,16,6.44245672,9.29948281
1989,86,9,3,0,4.00773009,8.92782255
1989,87,6,3,0,3.62346719,8.09131864
1989,88,13,3,27,4.63527999,7.07532191
1989,89,4,3,71,6.27048476,9.30851713
1989,90,5,3,0,4.72904815,10.6578897
1989,91,1,3,3,6.09113203,10.2850525
1989,92,14,3,0,4.41107655,9.78307818
1989,93,2,3,18,4.10879568,9.94288193
1989,94,4,3,12,4.75494449,9.34523431
1989,95,1,3,7,5.12209074,10.2943712
1989,96,5,2,1,7.65789702,10.6096173
1989,97,12,3,1,3.5152536,8.41279696
1989,98,15,2,52,6.09698169,10.0244208
1989,99,1,3,3,6.28946439,10.2817374
1989,100,13,3,24,3.41708219,7.13489124
1989,101,4,3,16,4.05425011,9.3503344
1989,102,4,3,98,6.48533501,9.29696317
1989,103,9,3,10,3.87192855,8.92874891
1989,104,12,3,287,6.52900438,8.25667214
1989,105,7,3,84,5.35765681,7.88997444
1989,106,2,3,70,6.25818612,9.92045357
1989,107,2,1,4,5.74300319,9.93073718
1989,108,2,3,18,3.50480965,9.94420765
1989,109,5,3,136,6.52900438,10.6443594
1989,110,2,3,6,3.56836343,9.94410284
1989,111,5,3,47,5.44357019,10.6551093
1989,112,1,3,0,4.37545487,10.2973503
1989,113,3,3,32,5.96491432,9.7656031
1989,114,5,2,288,8.08151782,10.5816695
1989,115,15,2,112,7.12873104,9.98820599
1989,116,1,3,1,5.05921749,10.2947168
1989,117,2,3,18,4.05425011,9.94303724
1989,118,9,2,9,4.5683455,8.92232083
1989,119,1,3,1,3.59988119,10.2987953
1989,120,8,3,6,3.41994342,7.895927
1989,121,6,3,0,4.37545487,8.07837272
1989,122,9,3,22,3.98525723,8.92798473
1989,123,4,3,83,6.13973396,9.31437431
1989,124,5,3,13,7.81570952,10.6006452
1989,125,7,1,305,4.75494449,7.92531857
1989,126,4,3,1,4.04969429,9.35035718
1989,127,3,3,9,4.33394583,9.78342291
1989,128,9,3,43,4.78749174,8.91916607
1989,129,8,3,67,5.3139156,7.82952785
1989,130,6,3,143,6.30713553,7.92116801
