"conflict","major","contig","power","maxdem","mindem","years"
1,1,1,0.00885280035436153,-7,-7,14
1,0,1,0.836838126182556,2,-6,1
1,0,1,0.491500586271286,9,-6,1
1,0,1,0.377339988946915,9,-5,3
1,1,1,0.927509427070618,10,-7,0
1,1,1,0.157280996441841,10,10,3
1,0,1,0.964490711688995,9,-9,0
1,0,1,0.754156172275543,-7,-7,1
1,1,1,0.594213783740997,8,-7,3
1,0,1,0.318116992712021,-6,-7,0
1,0,1,0.583456218242645,5,-9,10
1,0,1,0.307565093040466,-7,-7,4
1,1,0,0.0144686996936798,10,9,7
1,0,1,0.585496783256531,-7,-9,2
1,0,1,0.180097594857216,-6,-10,9
1,1,1,0.341142505407333,10,-7,15
1,0,1,0.204050406813622,2,-7,0
1,1,1,0.928479373455048,10,-7,0
1,1,1,0.0202564001083374,10,-7,1
1,0,1,0.448663502931595,-9,-10,8
1,1,0,0.0746083036065102,10,-7,34
1,1,1,0.829310476779938,-7,-7,0
1,1,0,0.0631104037165642,-5,-7,27
1,0,1,0.115528300404549,-5,-7,20
1,0,1,0.177358701825142,8,-4,3
1,0,1,0.296220690011978,-7,-7,0
1,0,1,0.940592229366302,-5,-9,0
1,0,1,0.869033873081207,-7,-7,26
1,0,1,0.544021606445312,-7,-9,0
1,0,1,0.823823809623718,2,-8,0
1,0,1,0.348286211490631,-5,-7,0
1,1,0,0.201094403862953,10,-7,34
1,0,1,0.501028120517731,-9,-9,2
1,0,1,0.382298201322556,9,-5,0
1,0,1,0.182044893503189,-8,-9,2
1,1,0,0.141277894377708,10,-7,34
1,0,0,0.975549697875977,-5,-7,2
1,0,1,0.603767514228821,5,-9,0
1,1,0,0.251201689243317,10,-7,9
1,0,0,0.803536415100098,-6,-10,9
1,0,1,0.99757868051529,9,-9,0
1,0,1,0.307544112205505,8,-7,8
1,1,1,0.188914999365807,-7,-7,1
1,1,0,0.121902801096439,10,-9,0
1,0,1,0.102152198553085,-5,-7,0
1,0,1,0.178101196885109,8,-4,0
1,0,1,0.984034776687622,10,10,11
1,0,0,0.825989723205566,9,-9,7
1,0,1,0.524362981319427,8,-5,2
1,0,1,0.505607783794403,9,7,2
1,0,1,0.96289187669754,-7,-7,1
1,0,1,0.169589802622795,7,-8,21
1,0,1,0.633703410625458,9,-10,4
1,1,1,0.0464311987161636,10,-7,16
1,1,1,0.041448000818491,10,-7,1
1,1,1,0.90875381231308,10,-7,0
1,0,1,0.757799088954926,1,-9,0
1,0,1,0.541139602661133,-7,-8,0
1,0,1,0.0702340975403786,9,-7,4
1,0,0,0.601373374462128,1,-9,33
1,0,1,0.0668115988373756,9,-7,0
1,0,1,0.565097510814667,8,-5,0
1,1,0,0.0133199999108911,10,-7,0
1,0,1,0.0162135008722544,4,-7,16
1,1,1,0.0415238998830318,10,-7,0
1,1,0,0.503867626190186,10,-8,5
1,1,1,0.918507099151611,10,-7,0
1,0,1,0.154466196894646,10,-7,30
1,0,1,0.719953715801239,-9,-9,5
1,1,0,0.00737510016188025,10,-5,27
1,0,1,0.191096901893616,-6,-8,0
1,0,1,0.969622671604156,9,8,36
1,0,1,0.983830094337463,9,-9,0
1,0,1,0.34660878777504,-7,-7,0
1,0,1,0.0879120975732803,-3,-7,22
1,0,1,0.3566634953022,-7,-7,4
1,1,1,0.187430903315544,-7,-7,0
1,0,1,0.80754268169403,2,-8,1
1,1,0,0.111792899668217,10,-9,0
1,0,1,0.504937410354614,-9,-9,0
1,0,1,0.387772291898727,10,1,4
1,0,1,0.291685104370117,8,-7,0
1,0,1,0.460431694984436,-9,-10,0
1,1,0,0.00468220002949238,10,-8,15
1,0,1,0.690835773944855,-8,-10,5
1,0,1,0.0299095008522272,10,-7,7
1,1,1,0.473244905471802,10,-7,2
1,0,0,0.787472486495972,8,-9,36
1,1,1,0.0724207982420921,-7,-7,10
1,1,1,0.0837446004152298,-6,-7,1
1,0,1,0.205073595046997,2,-7,1
1,0,1,0.282745689153671,-6,-7,1
1,1,0,0.196550399065018,10,-7,1
1,1,0,0.119119003415108,10,-9,0
1,1,1,0.0416835993528366,10,-7,0
1,0,1,0.29319640994072,5,-7,26
1,0,1,0.237990900874138,-7,-7,0
1,0,1,0.230334207415581,-6,-7,0
1,1,1,0.881268501281738,10,-7,0
1,0,1,0.480874300003052,-9,-9,0
1,0,1,0.180892094969749,8,-7,1
1,0,1,0.808505475521088,2,-8,0
1,1,0,0.0347803011536598,5,-7,26
1,0,1,0.1320641040802,-6,-10,2
1,0,1,0.625274121761322,9,-5,3
1,0,1,0.52503377199173,10,-5,4
1,0,1,0.31043741106987,8,-7,0
1,0,1,0.663325011730194,-7,-7,3
1,1,1,0.186805799603462,-7,-7,0
1,0,1,0.199715003371239,4,-8,8
1,1,0,0.514859080314636,10,8,0
1,1,0,0.137574195861816,10,-6,1
1,1,1,0.109978303313255,-6,-7,0
1,0,0,0.163291692733765,-3,-7,31
1,0,1,0.222102001309395,2,-7,0
1,0,0,0.713154375553131,8,-9,0
1,0,1,0.521213293075562,8,-6,0
1,1,1,0.135530397295952,1,-7,4
1,1,1,0.0184971000999212,10,-7,2
1,0,1,0.602776885032654,8,-3,37
1,0,1,0.0538796000182629,10,-5,4
1,0,1,0.813978910446167,1,-9,0
1,1,0,0.0427059009671211,10,-9,9
1,0,1,0.737213373184204,-6,-10,38
1,0,1,0.919262170791626,-7,-7,0
1,1,1,0.189833000302315,-7,-7,0
1,1,1,0.873480379581451,10,-7,0
1,0,0,0.041891198605299,10,-9,24
1,1,0,0.696371018886566,10,-6,32
1,0,1,0.304694414138794,8,-7,0
1,0,0,0.0394898988306522,-6,-9,38
1,0,1,0.808727383613586,1,-9,0
1,0,1,0.108772501349449,-3,-6,0
1,0,1,0.95787638425827,7,-9,18
1,0,1,0.771042585372925,2,-8,0
1,0,0,0.996780574321747,10,-6,38
1,1,1,0.743008077144623,10,8,38
1,0,1,0.571487128734589,8,-6,0
1,1,0,0.543021082878113,10,-9,13
1,0,0,0.260494112968445,8,-9,37
1,0,1,0.388183504343033,-7,-8,0
1,1,1,0.450460702180862,10,-7,0
1,0,1,0.0339974984526634,8,5,36
1,0,0,0.558802008628845,10,-6,29
1,0,1,0.028388999402523,10,-7,1
1,1,0,0.151952505111694,10,-6,0
1,0,1,0.466486811637878,8,7,2
1,0,0,0.333750188350677,10,-9,38
1,0,1,0.37326368689537,-5,-7,0
1,0,1,0.50507128238678,8,7,0
1,0,1,0.992848813533783,-5,-9,3
1,0,0,0.0679237022995949,-5,-9,38
1,0,0,0.130068093538284,10,10,38
1,0,1,0.0192667990922928,10,4,18
1,0,0,0.353411197662354,8,-6,37
1,0,1,0.422389090061188,-5,-7,0
1,1,0,0.147623106837273,10,-6,0
1,0,0,0.0603565983474255,-6,-9,0
1,0,1,0.112921200692654,-6,-8,0
1,0,0,0.842594683170319,10,-6,39
1,1,1,0.183650106191635,1,-7,8
1,1,0,0.82750517129898,8,-6,39
1,0,1,0.856115102767944,9,-9,0
1,1,0,0.103014200925827,10,-7,0
1,0,1,0.409745305776596,10,-1,0
1,0,1,0.473783701658249,10,-7,0
1,0,1,0.991195023059845,-7,-7,9
1,1,1,0.948795318603516,10,-7,0
1,0,1,0.794487118721008,2,-8,0
1,0,0,0.0379278995096684,10,-9,0
1,0,1,0.694658875465393,-6,-10,0
1,0,0,0.132636800408363,10,10,0
1,0,1,0.0195161998271942,10,4,0
1,0,1,0.84329891204834,8,6,8
1,0,1,0.303745001554489,8,-4,0
1,0,0,0.60600072145462,10,-6,39
1,1,0,0.0965486019849777,10,-9,22
1,1,0,0.783035516738892,10,-6,0
1,0,0,0.967437386512756,1,-6,36
1,1,0,0.063153401017189,10,8,39
1,0,1,0.336593210697174,-7,-8,0
1,0,0,0.654958128929138,10,-9,39
1,0,0,0.83307147026062,1,-9,2
1,1,1,0.198350697755814,-7,-7,0
1,1,1,0.613414525985718,8,-7,5
1,0,1,0.979733228683472,7,-9,0
1,0,1,0.614369988441467,-7,-8,4
1,0,1,0.591015875339508,5,-6,4
1,0,0,0.187741205096245,10,-6,3
1,0,0,0.467103511095047,10,-9,30
1,0,0,0.626083076000214,10,-6,39
1,0,1,0.164232403039932,-8,-9,9
1,0,0,0.625968515872955,10,-6,0
1,0,0,0.473135501146317,9,-8,29
1,0,1,0.603878080844879,-7,-9,11
1,0,1,0.127706900238991,-6,-10,0
1,0,0,0.507763981819153,1,-9,21
1,1,1,0.121326796710491,-6,-7,2
1,1,0,0.0139714004471898,10,-7,0
1,1,0,0.688765585422516,10,-6,0
1,1,1,0.185296893119812,-7,-7,0
1,0,1,0.0182824991643429,10,4,0
1,0,1,0.716057419776917,-6,-10,0
1,0,1,0.429893314838409,-7,-7,1
1,0,1,0.529971778392792,7,-7,33
1,0,0,0.946421384811401,8,-7,37
1,0,1,0.994911015033722,-7,-7,0
1,1,1,0.923551797866821,10,-7,0
1,0,1,0.887600779533386,7,-6,4
1,0,1,0.70872950553894,6,-1,0
1,1,0,0.651501893997192,10,10,16
1,0,0,0.0385394990444183,10,-9,0
1,1,1,0.766972482204437,-7,-7,5
1,0,1,0.47436198592186,10,7,0
1,0,0,0.54913717508316,10,-9,0
1,0,1,0.0329999998211861,-6,-10,1
1,0,1,0.0499117001891136,-9,-10,15
1,0,0,0.151333197951317,4,-9,7
1,0,1,0.985214829444885,9,8,3
1,0,1,0.398713797330856,10,-1,0
1,0,1,0.0317693017423153,10,7,11
1,0,1,0.683385491371155,-9,-9,22
1,0,1,0.481448292732239,10,-7,0
1,0,1,0.669620275497437,7,-8,2
1,1,0,0.140006706118584,10,-6,0
1,0,1,0.301714509725571,8,-4,0
1,0,0,0.0303738005459309,-6,-6,40
1,0,1,0.222016796469688,4,1,21
1,0,1,0.183329492807388,-6,-7,1
1,0,0,0.599945724010468,9,-7,12
1,0,1,0.186395302414894,8,-5,1
1,0,1,0.0129099003970623,4,-10,18
1,0,1,0.212243899703026,4,-7,3
1,0,0,0.051945898681879,-6,-6,41
1,0,1,0.225961595773697,-8,-9,6
1,0,0,0.0255580004304647,-6,-6,0
1,0,0,0.703368127346039,10,-6,0
1,0,0,0.617348790168762,10,-6,1
1,1,0,0.00376729993149638,10,-6,10
1,0,1,0.195015504956245,-6,-7,0
1,0,0,0.860069870948792,10,-9,41
1,0,0,0.0611819997429848,-6,-9,1
1,0,1,0.601290822029114,7,-8,0
1,0,0,0.256132513284683,10,-6,41
1,1,1,0.215651392936707,-7,-7,0
1,0,1,0.206432595849037,2,-7,0
1,0,0,0.218786597251892,10,8,35
1,0,0,0.782100975513458,10,-6,1
1,0,0,0.0337660014629364,10,-6,27
1,0,0,0.188463404774666,4,-9,0
1,0,1,0.125236004590988,10,9,27
1,0,1,0.471332609653473,8,-7,0
1,0,0,0.230254903435707,-2,-9,22
1,0,1,0.442098885774612,-7,-9,9
1,0,0,0.357565999031067,10,-6,35
1,1,1,0.0181060004979372,10,-7,3
1,0,1,0.611359179019928,-9,-9,4
1,0,0,0.243843302130699,10,-6,0
1,0,1,0.156541600823402,8,-5,0
1,0,0,0.501971483230591,10,-6,41
1,0,1,0.836280703544617,-7,-7,10
1,1,0,0.754426777362823,10,9,41
1,0,1,0.116716898977757,-5,-7,5
1,0,0,0.485500007867813,10,-9,0
1,0,0,0.863287210464478,-6,-10,6
1,1,0,0.132190302014351,10,-6,0
1,0,0,0.426291793584824,10,-6,41
1,0,1,0.68363630771637,9,8,0
1,0,1,0.915567994117737,8,-9,1
1,0,0,0.677648782730103,10,-6,22
1,0,1,0.852275490760803,-4,-6,40
1,0,0,0.296154499053955,10,-9,2
1,0,1,0.0198395997285843,10,4,0
1,0,0,0.844838678836823,-6,-8,41
1,0,0,0.989007115364075,10,-6,2
1,0,1,0.314438492059708,10,-1,0
1,0,1,0.130213692784309,-6,-10,0
1,1,1,0.11711560189724,-6,-7,0
1,0,1,0.71939069032669,2,-8,1
1,0,1,0.757652223110199,-6,-10,0
1,0,1,0.0360944010317326,8,5,1
1,0,1,0.541957378387451,8,-9,21
1,0,0,0.622607827186584,-5,-6,41
1,0,0,0.329433798789978,8,-6,2
1,0,0,0.039835799485445,10,-9,0
1,1,1,0.0315699987113476,10,-7,3
1,0,1,0.999568700790405,8,-6,0
1,0,1,0.233428597450256,-7,-8,5
1,1,0,0.69769412279129,9,-6,1
1,1,0,0.11285849660635,10,-9,16
1,1,1,0.0408339984714985,10,-7,3
1,1,1,0.132836803793907,0,-7,19
1,0,0,0.198102995753288,-2,-6,22
1,0,0,0.537500023841858,10,-6,2
1,1,1,0.133701905608177,0,-7,0
1,0,1,0.215985298156738,-6,-7,0
1,0,1,0.707316994667053,10,-8,42
1,0,1,0.0251969005912542,10,4,0
1,0,0,0.999820709228516,10,-9,42
1,0,1,0.243082299828529,4,-6,1
1,1,0,0.128765597939491,10,-9,0
1,1,0,0.638826489448547,8,-6,0
1,0,0,0.176795601844788,10,-7,13
1,1,0,0.0151016004383564,10,-7,1
1,0,0,0.324559211730957,10,-6,0
1,0,1,0.662246227264404,9,8,0
1,1,0,0.593965470790863,10,-9,3
1,0,0,0.0253209006041288,-6,-9,2
1,0,0,0.338501513004303,5,-6,31
1,0,1,0.0349434986710548,10,-7,3
1,0,1,0.0134653998538852,4,-10,1
1,0,0,0.95689570903778,10,-6,0
1,1,1,0.232542604207993,-7,-7,0
1,0,1,0.545724391937256,7,-8,0
1,0,0,0.82792192697525,-6,-8,0
1,0,1,0.0390878990292549,-6,-10,1
1,0,1,0.0323670990765095,10,8,1
1,1,0,0.761233925819397,10,8,0
1,0,0,0.0464220009744167,-8,-9,0
1,0,0,0.00705430004745722,10,10,13
1,0,1,0.49496978521347,6,-1,0
1,0,1,0.516600608825684,8,5,2
1,0,1,0.705951690673828,3,-8,0
1,1,0,0.00343500007875264,10,-8,0
1,1,1,0.15470090508461,10,10,9
1,0,1,0.473543494939804,9,-5,3
1,0,1,0.967220187187195,-6,-9,0
1,0,1,0.530672609806061,6,-1,0
1,1,0,0.113752096891403,10,-6,0
1,0,1,0.0320976004004478,8,5,1
1,0,1,0.857959985733032,-7,-7,1
1,0,1,0.804987490177155,-7,-7,11
1,0,1,0.728902101516724,9,-9,2
1,0,1,0.758213996887207,-7,-7,14
1,0,1,0.572631597518921,1,-7,29
1,0,1,0.625435471534729,8,6,3
1,1,0,0.00254360004328191,8,-7,14
1,0,1,0.655485510826111,3,-7,1
1,0,1,0.472163408994675,9,-9,1
1,0,1,0.301678210496902,7,-8,1
1,0,1,0.397338688373566,10,9,1
1,0,1,0.691375076770782,3,-8,0
1,0,1,0.250043898820877,8,7,3
1,0,1,0.255163997411728,1,-6,16
1,1,1,0.0316544994711876,10,-7,2
1,1,0,0.722346186637878,8,-9,36
1,0,1,0.495875388383865,9,-7,16
1,0,0,0.436523199081421,9,-9,7
1,0,1,0.0348898991942406,10,-7,1
1,0,1,0.686702728271484,3,-9,0
1,0,1,0.44931361079216,-8,-9,5
1,0,1,0.585865676403046,9,8,6
1,1,1,0.178169593214989,0,-7,2
1,0,0,0.477945804595947,9,-9,0
1,0,1,0.729498505592346,10,-5,36
1,1,0,0.222324594855309,8,-8,31
1,0,1,0.837892711162567,9,-9,19
1,0,1,0.301086902618408,-3,-7,32
1,0,1,0.786064624786377,10,-5,38
1,0,1,0.518690884113312,-9,-9,0
1,1,0,0.092435099184513,10,-6,1
1,0,0,0.695025980472565,10,-8,30
1,0,1,0.795638799667358,9,-9,1
1,0,1,0.256510704755783,8,7,0
1,1,1,0.133231192827225,10,10,1
1,0,1,0.853855013847351,7,6,1
1,1,0,0.305373191833496,10,-9,39
1,0,1,0.714234709739685,8,-9,1
1,1,0,0.292165786027908,8,-5,46
1,0,0,0.552643299102783,9,-5,46
1,0,1,0.329736888408661,-6,-7,3
1,0,1,0.167995095252991,1,-6,1
1,1,0,0.302581787109375,10,-5,45
1,1,0,0.0257900003343821,10,-3,12
1,1,0,0.0204076003283262,6,5,1
1,0,1,0.212276697158813,5,-5,15
1,0,1,0.88416188955307,10,-5,46
1,1,1,0.0581458993256092,10,6,3
1,1,1,0.0141994999721646,8,6,1
1,0,0,0.575165212154388,10,-5,46
1,0,0,0.0036514000967145,10,8,17
1,0,1,0.0299114007502794,8,5,2
1,1,1,0.0446572005748749,6,4,1
1,0,1,0.293970704078674,10,-5,35
1,0,1,0.926145017147064,9,-9,0
1,1,1,0.285813212394714,7,6,1
1,0,1,0.982618808746338,5,-2,27
1,1,0,0.0849858969449997,10,-9,0
1,1,0,0.0522566996514797,10,-5,45
1,0,1,0.756313979625702,-6,-9,2
0,0,0,0.0145022999495268,9,-9,8
0,0,0,0.224087804555893,-8,-9,18
0,0,0,0.444599509239197,-5,-8,19
0,0,0,0.0394905991852283,10,6,42
0,0,0,0.827533483505249,-7,-7,19
0,1,0,0.0901532024145126,10,-7,6
0,0,0,0.0233165007084608,10,-7,17
0,0,0,0.0688550025224686,-7,-9,29
0,0,0,0.672746300697327,10,9,29
0,0,0,0.972307682037354,5,-6,14
0,0,0,0.56235021352768,8,8,0
0,0,1,0.153449892997742,10,10,28
0,1,0,0.00241419998928905,10,-7,22
0,0,0,0.137226194143295,10,-9,12
0,0,0,0.828484296798706,10,5,1
0,0,0,0.655052304267883,10,-8,14
0,0,0,0.871194422245026,-4,-9,20
0,1,0,0.0529863014817238,10,7,3
0,0,0,0.0451477989554405,-7,-8,20
0,0,0,0.709844589233398,6,-10,20
0,1,0,0.135281205177307,10,-4,8
0,1,0,0.0491955988109112,10,-7,28
0,0,0,0.158645302057266,-9,-9,20
0,0,0,0.0125845996662974,10,10,46
0,1,0,0.077341303229332,-7,-10,35
0,0,0,0.358380198478699,10,4,37
0,0,0,0.084825299680233,-6,-10,16
0,0,0,0.0413964986801147,2,-7,19
0,0,0,0.159453302621841,10,-7,22
0,0,0,0.331782907247543,10,-10,6
0,0,0,0.995760083198547,9,-7,20
0,0,0,0.600000023841858,-7,-7,23
0,0,0,0.0788699015974998,10,10,16
0,0,0,0.297475010156631,-7,-7,40
0,0,0,0.702006220817566,-1,-7,3
0,0,0,0.96019297838211,10,5,18
0,0,0,0.545299589633942,10,-6,38
0,0,0,0.190339401364326,-7,-9,19
0,0,0,0.23601159453392,10,-9,17
0,0,0,0.992125988006592,8,-1,19
0,0,0,0.969272017478943,-1,-7,15
0,0,0,0.572925806045532,10,4,8
0,0,0,0.640106201171875,-7,-9,27
0,0,0,0.0455549992620945,-7,-8,22
0,0,0,0.83332622051239,10,-7,15
0,0,0,0.853897988796234,5,-7,15
0,0,1,0.927536189556122,7,0,5
0,0,0,0.440506309270859,-9,-10,3
0,0,0,0.288999199867249,10,-2,2
0,0,0,0.0410244017839432,8,-7,27
0,0,0,0.953752875328064,2,-9,6
0,0,0,0.41353639960289,-7,-9,14
0,0,0,0.940206229686737,10,-2,40
0,0,0,0.0626304969191551,-7,-7,13
0,0,0,0.0666296035051346,5,-7,12
0,0,0,0.143853798508644,-1,-7,4
0,0,0,0.718115329742432,2,-9,7
0,0,0,0.0387842990458012,10,-7,18
0,0,0,0.318487405776978,10,10,43
0,0,0,0.0241535007953644,9,8,24
0,0,0,0.0263114999979734,7,-7,7
0,0,0,0.851405620574951,-7,-9,11
0,0,0,0.0514268986880779,10,-10,7
0,0,0,0.288248300552368,10,-7,7
0,0,0,0.564241409301758,10,2,40
0,0,0,0.807732582092285,10,-9,20
0,0,0,0.096491202712059,10,-9,40
0,0,0,0.983890891075134,-7,-7,15
0,0,0,0.74052631855011,7,2,40
0,0,0,0.699114978313446,-1,-3,27
0,0,0,0.719160079956055,3,-2,19
0,0,0,0.588644325733185,-6,-7,20
0,0,0,0.00773419998586178,10,-7,22
0,0,0,0.135222598910332,-7,-10,0
0,0,0,0.431838393211365,8,1,26
0,0,0,0.545129299163818,-3,-7,11
0,0,0,0.0805324018001556,-7,-7,11
0,0,0,0.237885504961014,8,-6,19
0,0,0,0.269855499267578,9,9,23
0,0,0,0.223460897803307,10,8,10
0,1,0,0.312597185373306,10,-7,20
0,0,0,0.057847298681736,5,-7,15
0,0,0,0.354682713747025,4,-7,17
0,0,1,0.189925894141197,4,-8,1
0,0,0,0.296222388744354,10,-7,10
0,0,0,0.487210810184479,-7,-8,11
0,1,0,0.00178279995452613,6,-6,18
0,0,0,0.375606894493103,10,-2,43
0,1,0,0.0605954006314278,8,-7,35
0,0,0,0.653658509254456,10,-7,7
0,0,0,0.740168571472168,-9,-10,14
0,0,0,0.256776094436646,10,-8,10
0,0,0,0.97612738609314,-7,-7,10
0,0,0,0.305084705352783,10,-9,17
0,0,0,0.32164278626442,10,-7,23
0,0,0,0.782299816608429,10,-7,15
0,0,0,0.546632170677185,8,-10,14
0,0,0,0.670021295547485,-7,-8,3
0,0,0,0.0692792981863022,10,6,12
0,0,0,0.00800759997218847,10,-7,14
0,0,0,0.45421239733696,10,-7,4
0,0,0,0.0390942990779877,-7,-7,10
0,0,0,0.740853011608124,10,8,29
0,0,0,0.088918000459671,7,-6,31
0,0,0,0.507760524749756,10,-9,29
0,0,0,0.321428507566452,10,-7,29
0,0,0,0.0128845004364848,10,6,37
0,0,0,0.298375099897385,0,-6,13
0,0,0,0.270414888858795,-7,-8,1
0,0,0,0.0738423019647598,-7,-8,12
0,0,0,0.090878501534462,10,-2,24
0,0,0,0.945809483528137,10,-7,13
0,0,0,0.0728188008069992,10,-1,8
0,0,0,0.0324354991316795,9,-7,25
0,0,0,0.510695219039917,-7,-8,22
0,0,0,0.30417600274086,10,-10,15
0,0,0,0.392823487520218,10,-7,15
0,0,0,0.613430082798004,10,2,45
0,0,0,0.0735343024134636,-9,-10,7
0,0,0,0.0356771014630795,10,-10,26
0,0,0,0.28370788693428,10,-9,21
0,0,0,0.506527423858643,0,-7,5
0,0,0,0.181008100509644,10,-7,23
0,0,0,0.945255517959595,0,-9,7
0,0,0,0.811741709709167,-6,-10,25
0,0,0,0.113537102937698,10,8,30
0,0,0,0.118230298161507,10,-9,15
0,0,0,0.91824722290039,10,4,11
0,0,0,0.740243911743164,-7,-8,7
0,0,0,0.130481705069542,-9,-9,34
0,0,0,0.925413012504578,9,-5,24
0,0,0,0.20573690533638,-7,-7,23
0,0,0,0.550274312496185,-7,-7,29
0,0,0,0.0693833008408546,10,-7,24
0,0,0,0.00240590004250407,-4,-7,1
0,0,0,0.428571492433548,-7,-7,19
0,0,0,0.0548886992037296,-7,-7,26
0,0,0,0.053856298327446,8,-7,19
0,0,0,0.672537386417389,9,-7,40
0,0,0,0.145418494939804,10,-3,27
0,0,0,0.64128839969635,-7,-7,9
0,0,1,0.396825402975082,-7,-7,12
0,0,0,0.300232201814651,10,10,2
0,0,0,0.0442967005074024,-7,-7,3
0,0,0,0.945806503295898,-7,-8,25
0,0,0,0.885446727275848,6,-7,19
0,0,0,0.0140343001112342,10,-7,14
0,0,0,0.95074188709259,-7,-9,2
0,0,0,0.281938314437866,5,-9,20
0,0,0,0.293742686510086,10,8,37
0,0,0,0.908616185188293,-7,-7,27
0,0,0,0.184455201029778,-7,-7,15
0,0,0,0.738351225852966,10,-10,1
0,0,0,0.318329691886902,-7,-9,10
0,0,0,0.0747843012213707,-7,-9,12
0,0,0,0.24465699493885,5,-7,15
0,0,0,0.522043883800507,10,-9,30
0,1,0,0.0153080001473427,10,-9,7
0,0,0,0.00593229988589883,10,-8,9
0,0,0,0.603550314903259,2,0,2
0,0,0,0.51666671037674,-7,-8,19
0,0,0,0.338362097740173,8,3,8
0,0,0,0.111526601016521,-5,-8,14
0,0,0,0.0698622018098831,10,-7,25
0,0,0,0.210797801613808,-7,-9,14
0,0,0,0.157511800527573,-7,-9,15
0,0,1,0.328327804803848,9,-3,38
0,0,1,0.470452010631561,-7,-9,1
0,0,1,0.0942217037081718,10,7,27
0,0,0,0.232955694198608,10,-9,7
0,0,0,0.833898305892944,-1,-7,18
0,0,0,0.398236304521561,7,7,15
0,0,0,0.168411001563072,10,-7,28
0,0,0,0.53752601146698,-7,-9,38
0,1,0,0.00302230007946491,-7,-10,10
0,0,0,0.179450005292892,10,-7,14
0,1,1,0.0398960001766682,10,10,25
0,0,0,0.427113890647888,10,4,31
0,0,0,0.927129685878754,-7,-8,28
0,0,0,0.0267433002591133,4,-7,4
0,0,0,0.222627803683281,10,-7,25
0,0,0,0.0249712001532316,10,-9,9
0,0,0,0.948388874530792,10,10,37
0,0,0,0.938775479793549,-7,-8,7
0,0,0,0.449382692575455,-7,-8,8
0,0,0,0.087577298283577,-9,-10,4
0,1,0,0.0203274004161358,10,-5,8
0,0,0,0.433134108781815,-7,-7,31
0,1,0,0.0628437027335167,10,-7,32
0,0,0,0.177874192595482,7,-7,29
0,0,0,0.699186980724335,-7,-9,3
0,0,0,0.975845515727997,-7,-9,11
0,0,0,0.65875107049942,8,-7,1
0,0,0,0.0353357009589672,9,-7,10
0,0,0,0.636363625526428,10,10,24
0,0,0,0.127027004957199,-3,-4,20
0,0,0,0.227979302406311,8,5,10
0,0,0,0.0784806981682777,-8,-9,14
0,0,0,0.245654106140137,5,-7,15
0,0,0,0.615740776062012,-3,-10,32
0,0,0,0.245943695306778,10,-7,6
0,0,0,0.0758505016565323,10,10,45
0,0,0,0.0998859032988548,10,-8,19
0,0,0,0.0539500005543232,-4,-8,1
0,0,0,0.266032785177231,10,9,25
0,0,0,0.662004709243774,10,-7,28
0,0,0,0.259878903627396,3,-9,22
0,0,0,0.555720686912537,7,-9,8
0,0,1,0.320987701416016,10,-5,16
0,0,0,0.218279600143433,7,-8,1
0,0,0,0.816595673561096,-7,-9,15
0,0,0,0.398221999406815,-9,-9,6
0,0,0,0.0568838007748127,8,-7,3
0,0,0,0.793551683425903,10,9,36
0,0,0,0.0242037996649742,10,-6,6
0,0,0,0.461741387844086,-6,-7,22
0,0,0,0.032363198697567,10,4,5
0,0,0,0.231855407357216,5,-9,26
0,0,0,0.315420895814896,10,4,10
0,0,0,0.195990994572639,-5,-7,28
0,0,0,0.00302230007946491,10,10,3
0,0,0,0.36355659365654,9,5,45
0,0,0,0.634086310863495,10,7,37
0,1,0,0.0122101996093988,-7,-8,26
0,0,0,0.966713309288025,4,-9,7
0,0,0,0.615034222602844,-7,-8,12
0,0,0,0.447337299585342,10,-7,13
0,0,0,0.176326498389244,-9,-9,22
0,1,0,0.00200499990023673,10,-6,7
0,0,0,0.242579594254494,-7,-8,36
0,0,0,0.166748404502869,9,-7,20
0,0,0,0.634719371795654,10,7,27
0,0,0,0.166165500879288,-7,-7,17
0,0,1,0.448839694261551,10,10,7
0,0,0,0.08244039863348,3,-7,18
0,0,0,0.525180578231812,10,-7,26
0,0,0,0.117076598107815,4,-7,4
0,0,0,0.24037179350853,-7,-7,26
0,0,0,0.953659176826477,10,-8,6
0,0,0,0.408980309963226,7,-7,11
0,0,0,0.0138338003307581,1,-7,11
0,0,0,0.0426649004220963,-7,-7,21
0,0,0,0.0822175964713097,4,-1,16
0,0,0,0.207398802042007,-9,-10,20
0,0,0,0.848192811012268,-7,-7,7
0,0,0,0.0202469993382692,10,-7,23
0,0,0,0.261224508285522,10,10,6
0,0,0,0.333171099424362,1,-6,1
0,0,0,0.0253807008266449,10,4,16
0,0,0,0.212095305323601,-5,-8,23
0,1,0,0.00291480007581413,10,-7,15
0,0,0,0.109992302954197,-4,-7,19
0,0,0,0.092279203236103,-7,-7,17
0,0,0,0.0359927006065845,10,-7,7
0,0,0,0.106801897287369,10,-6,31
0,0,0,0.582195401191711,10,-9,23
0,0,0,0.173197895288467,10,6,1
0,1,0,0.0118519002571702,10,8,10
0,0,0,0.363780707120895,10,-6,27
0,0,0,0.820866107940674,5,-8,31
0,0,0,0.0363950990140438,10,-10,19
0,0,0,0.0574490018188953,-7,-8,39
0,0,0,0.684994697570801,10,-7,36
0,1,0,0.0395274981856346,9,6,16
